"OTU","Genus","Phylum","p_value","p_adj_BH","control","Asthma","in_top_panel"
"RSV_genus1","Bryocella","Acidobacteria",1.73410549855178e-05,4.57556527101212e-05,-0.25401179868196,-0.241087005135476,FALSE
"RSV_genus2","Candidatus Koribacter","Acidobacteria",1.75606606677277e-05,4.57556527101212e-05,-0.25401179868196,-0.233080675251944,FALSE
"RSV_genus3","Edaphobacter","Acidobacteria",3.00199607450676e-05,4.57556527101212e-05,-0.253506957326854,-0.242530648090362,FALSE
"RSV_genus10","Bryobacter","Acidobacteria",2.10259941690445e-05,4.57556527101212e-05,-0.246241505388386,-0.231383996649302,FALSE
"RSV_genus11","Candidatus Solibacter","Acidobacteria",2.01615627669583e-05,4.57556527101212e-05,-0.251558856215011,-0.234818037166402,FALSE
"RSV_genus16","Blastocatella","Acidobacteria",2.06491539652955e-05,4.57556527101212e-05,-0.230480207579393,-0.211355210781831,FALSE
"RSV_genus19","Geothrix","Acidobacteria",1.72999740350429e-05,4.57556527101212e-05,-0.25401179868196,-0.23964336218059,FALSE
"RSV_genus27","CL500-29 marine group","Actinobacteria",1.45151238883773e-05,4.57556527101212e-05,-0.250510923738235,-0.228355217083978,FALSE
"RSV_genus28","Illumatobacter","Actinobacteria",2.27550645437145e-05,4.57556527101212e-05,-0.250564973266683,-0.235736319581771,FALSE
"RSV_genus30","Candidatus Microthrix","Actinobacteria",1.97171000449233e-05,4.57556527101212e-05,-0.251973043416483,-0.238354493254162,FALSE
"RSV_genus31","Iamia","Actinobacteria",6.28369101685402e-06,4.57556527101212e-05,-0.242076853128859,-0.22273727312877,FALSE
"RSV_genus35","Actinomyces","Actinobacteria",0.988169138748116,0.988169138748116,6.89164062822022,6.91397600858035,FALSE
"RSV_genus36","Actinotignum","Actinobacteria",3.24616241004375e-05,4.57556527101212e-05,-0.252520777355586,-0.23653281866662,FALSE
"RSV_genus37","Arcanobacterium","Actinobacteria",2.99933051926375e-05,4.57556527101212e-05,-0.252342109141293,-0.235419418061643,FALSE
"RSV_genus38","Mobiluncus","Actinobacteria",0.358660699528496,0.365477903954592,0.160339936231602,0.062933187447507,FALSE
"RSV_genus40","Trueperella","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus41","Varibaculum","Actinobacteria",1.20465228689094e-05,4.57556527101212e-05,-0.235114318392955,-0.208446155488754,FALSE
"RSV_genus42","Actinopolyspora","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus43","Aeriscardovia","Actinobacteria",7.31588429202661e-06,4.57556527101212e-05,-0.175852546934908,-0.11429472456258,FALSE
"RSV_genus44","Alloscardovia","Actinobacteria",0.710704177289848,0.716645278040442,0.933381989714899,0.838129068324558,FALSE
"RSV_genus45","Bifidobacterium","Actinobacteria",0.0460531456621119,0.0479927489891339,1.7472695477804,1.82735321579255,FALSE
"RSV_genus46","Gardnerella","Actinobacteria",2.51814437310435e-05,4.57556527101212e-05,-0.0173290432073946,0.0409511770001524,FALSE
"RSV_genus47","Metascardovia","Actinobacteria",3.22840004219217e-05,4.57556527101212e-05,-0.155105023804229,-0.136870639208968,FALSE
"RSV_genus49","Parascardovia","Actinobacteria",0.00287859785090669,0.00309337074178725,0.529236703578272,0.554852616306081,FALSE
"RSV_genus50","Pseudoscardovia","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus51","Scardovia","Actinobacteria",4.97254882657326e-05,5.86614867682542e-05,2.39151625535254,2.73975937589184,TRUE
"RSV_genus52","Corynebacterium","Actinobacteria",0.981391205878129,0.982409246548127,4.91624521843736,4.81039496549001,FALSE
"RSV_genus53","Corynebacterium 1","Actinobacteria",2.5015003444893e-05,4.57556527101212e-05,-0.0784619198905568,-0.0296989523010522,FALSE
"RSV_genus55","Turicella","Actinobacteria",3.63237284656034e-05,4.79166914575817e-05,-0.252353431277881,-0.242530648090362,FALSE
"RSV_genus56","Dietzia","Actinobacteria",2.6442469074893e-05,4.57556527101212e-05,-0.249851961381793,-0.235714109580716,FALSE
"RSV_genus57","Mycobacterium","Actinobacteria",0.000377026563281853,0.000413914258893046,-0.0274327970490464,-0.0330980623035016,FALSE
"RSV_genus59","Gordonia","Actinobacteria",3.52896772335888e-05,4.73971520407602e-05,-0.251959799554804,-0.242530648090362,FALSE
"RSV_genus61","Nocardia","Actinobacteria",2.03191824513727e-05,4.57556527101212e-05,-0.250242878578553,-0.236739952627466,FALSE
"RSV_genus62","Rhodococcus","Actinobacteria",1.80209693636435e-05,4.57556527101212e-05,-0.238143793448927,-0.221561648807081,FALSE
"RSV_genus63","Williamsia","Actinobacteria",1.26389005747346e-05,4.57556527101212e-05,-0.250513953992695,-0.232545892072854,FALSE
"RSV_genus64","Tsukamurella","Actinobacteria",3.08739670645873e-05,4.57556527101212e-05,-0.253211644065304,-0.242530648090362,FALSE
"RSV_genus65","Acidothermus","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus66","Cryptosporangium","Actinobacteria",3.24329124590413e-05,4.57556527101212e-05,-0.251880625164198,-0.242530648090362,FALSE
"RSV_genus67","Fodinicola","Actinobacteria",1.20063539404147e-05,4.57556527101212e-05,-0.253303164250403,-0.234473845870279,FALSE
"RSV_genus68","Frankia","Actinobacteria",1.75606606677277e-05,4.57556527101212e-05,-0.25401179868196,-0.235743807125942,FALSE
"RSV_genus69","Jatrophihabitans","Actinobacteria",1.12376817831561e-05,4.57556527101212e-05,-0.24946131326572,-0.230414628769956,FALSE
"RSV_genus70","Blastococcus","Actinobacteria",1.16960904311113e-05,4.57556527101212e-05,-0.249329844458168,-0.226416230376781,FALSE
"RSV_genus71","Geodermatophilus","Actinobacteria",1.3122522282285e-05,4.57556527101212e-05,-0.248432965569716,-0.226849960461655,FALSE
"RSV_genus72","Modestobacter","Actinobacteria",1.44219530200788e-05,4.57556527101212e-05,-0.25030187050896,-0.22778010487181,FALSE
"RSV_genus75","Nakamurella","Actinobacteria",3.24673693256515e-05,4.57556527101212e-05,-0.252486068622955,-0.242530648090362,FALSE
"RSV_genus76","Candidatus Planktophila","Actinobacteria",3.22383121699244e-05,4.57556527101212e-05,-0.252959223387751,-0.242530648090362,FALSE
"RSV_genus78","Sporichthya","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus79","hgcI clade","Actinobacteria",8.78757417472196e-06,4.57556527101212e-05,-0.249072262071571,-0.223860571545201,FALSE
"RSV_genus81","Angustibacter","Actinobacteria",1.75606606677277e-05,4.57556527101212e-05,-0.25401179868196,-0.236353932760806,FALSE
"RSV_genus82","Kineococcus","Actinobacteria",3.17566531141876e-05,4.57556527101212e-05,-0.252920854663914,-0.242530648090362,FALSE
"RSV_genus83","Kineosporia","Actinobacteria",1.90004454818523e-05,4.57556527101212e-05,-0.251132234366801,-0.239798136209048,FALSE
"RSV_genus85","Quadrisphaera","Actinobacteria",3.95457904467974e-05,4.95397334711293e-05,-0.246173933579284,-0.236739952627466,FALSE
"RSV_genus87","Georgenia","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus88","Brevibacterium","Actinobacteria",2.93550581127694e-05,4.57556527101212e-05,-0.245753875139029,-0.231237409939833,FALSE
"RSV_genus89","Cellulomonas","Actinobacteria",2.25347999339347e-05,4.57556527101212e-05,-0.251047159766953,-0.230545295652156,FALSE
"RSV_genus91","Tropheryma","Actinobacteria",2.28947992034683e-05,4.57556527101212e-05,-0.25401179868196,-0.2384104191601,FALSE
"RSV_genus92","Demequina","Actinobacteria",2.80870327489527e-05,4.57556527101212e-05,-0.25401179868196,-0.237288881931933,FALSE
"RSV_genus94","Brachybacterium","Actinobacteria",1.52422175222729e-05,4.57556527101212e-05,-0.243327559817299,-0.225461108808711,FALSE
"RSV_genus95","Dermabacter","Actinobacteria",4.14085410514074e-05,5.09836368252616e-05,-0.247661399511686,-0.242530648090362,FALSE
"RSV_genus96","Dermacoccus","Actinobacteria",2.0337586284732e-05,4.57556527101212e-05,-0.251765798503195,-0.239379668756856,FALSE
"RSV_genus97","Kytococcus","Actinobacteria",3.03469766586361e-05,4.57556527101212e-05,-0.253254536649301,-0.242530648090362,FALSE
"RSV_genus98","Mobilicoccus","Actinobacteria",3.19145569962412e-05,4.57556527101212e-05,-0.252811566756976,-0.242530648090362,FALSE
"RSV_genus99","Aquipuribacter","Actinobacteria",1.72905069938835e-05,4.57556527101212e-05,-0.25401179868196,-0.236822625196993,FALSE
"RSV_genus100","Arsenicicoccus","Actinobacteria",1.91842118771795e-05,4.57556527101212e-05,-0.252334752000974,-0.236788929493165,FALSE
"RSV_genus101","Janibacter","Actinobacteria",1.08874140511696e-05,4.57556527101212e-05,-0.240285727042527,-0.224941256077166,FALSE
"RSV_genus102","Knoellia","Actinobacteria",2.87758065042091e-05,4.57556527101212e-05,-0.248839195677717,-0.238061269139426,FALSE
"RSV_genus104","Ornithinibacter","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus105","Ornithinimicrobium","Actinobacteria",2.12936682274811e-05,4.57556527101212e-05,-0.250929880190859,-0.233740110285922,FALSE
"RSV_genus106","Phycicoccus","Actinobacteria",2.48986720319154e-05,4.57556527101212e-05,-0.249887915455313,-0.234196717185341,FALSE
"RSV_genus107","Serinicoccus","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus108","Terrabacter","Actinobacteria",3.13762569182396e-05,4.57556527101212e-05,-0.252959223387751,-0.242530648090362,FALSE
"RSV_genus109","Tetrasphaera","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus110","Agromyces","Actinobacteria",3.25940089500251e-05,4.57556527101212e-05,-0.25145658758076,-0.239160149591727,FALSE
"RSV_genus111","Candidatus Limnoluna","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus112","Candidatus Rhodoluna","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus113","Clavibacter","Actinobacteria",1.04534820466308e-05,4.57556527101212e-05,-0.251459868378263,-0.229808941626982,FALSE
"RSV_genus114","Cryobacterium","Actinobacteria",1.6243030694176e-05,4.57556527101212e-05,-0.251626638178597,-0.228936572259534,FALSE
"RSV_genus115","Curtobacterium","Actinobacteria",1.13090145303432e-05,4.57556527101212e-05,-0.243956150729507,-0.224393938254669,FALSE
"RSV_genus116","Frondihabitans","Actinobacteria",3.88177454326765e-05,4.8966175611154e-05,-0.250423963919342,-0.242530648090362,FALSE
"RSV_genus117","Gryllotalpicola","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus118","Herbiconiux","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus119","Leifsonia","Actinobacteria",3.0255502394589e-05,4.57556527101212e-05,-0.253303164250403,-0.242530648090362,FALSE
"RSV_genus120","Leucobacter","Actinobacteria",3.56207557303908e-05,4.76838899829909e-05,-0.249770700073958,-0.242530648090362,FALSE
"RSV_genus121","Lysinimonas","Actinobacteria",1.35485591025338e-05,4.57556527101212e-05,-0.247981444849969,-0.229686565950792,FALSE
"RSV_genus122","Marisediminicola","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus123","Microbacterium","Actinobacteria",3.4740279603936e-05,4.6920319492255e-05,-0.249668623611775,-0.239265330547934,FALSE
"RSV_genus124","Microcella","Actinobacteria",1.7592706583743e-05,4.57556527101212e-05,-0.25401179868196,-0.238594074800541,FALSE
"RSV_genus126","Pseudoclavibacter","Actinobacteria",3.03362013544887e-05,4.57556527101212e-05,-0.252310113017553,-0.242530648090362,FALSE
"RSV_genus127","Schumannella","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus128","Arthrobacter","Actinobacteria",1.97815554372561e-05,4.57556527101212e-05,-0.243347897971536,-0.227411529751335,FALSE
"RSV_genus129","Auritidibacter","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus130","Citricoccus","Actinobacteria",1.44804507581713e-05,4.57556527101212e-05,-0.24582264583652,-0.230782809439734,FALSE
"RSV_genus131","Kocuria","Actinobacteria",0.000159467528884748,0.000178108987701136,-0.218178423617696,-0.210405220842452,FALSE
"RSV_genus132","Micrococcus","Actinobacteria",3.4982288105226e-06,4.57556527101212e-05,-0.189689559503734,-0.143309259094232,FALSE
"RSV_genus134","Nesterenkonia","Actinobacteria",6.03992181961907e-06,4.57556527101212e-05,-0.236878083977377,-0.210914738158856,FALSE
"RSV_genus135","Rothia","Actinobacteria",0.0820915564047552,0.0847255100861912,8.27047313453778,8.34479797146229,FALSE
"RSV_genus136","Sinomonas","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus137","Zhihengliuella","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus139","Cellulosimicrobium","Actinobacteria",3.12707460973255e-05,4.57556527101212e-05,-0.252959223387751,-0.242530648090362,FALSE
"RSV_genus140","Isoptericola","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus142","Promicromonospora","Actinobacteria",1.9839017525923e-05,4.57556527101212e-05,-0.252247710158122,-0.236929229066655,FALSE
"RSV_genus143","Rarobacter","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus144","Sanguibacter","Actinobacteria",3.14430695282825e-05,4.57556527101212e-05,-0.253211644065304,-0.242530648090362,FALSE
"RSV_genus145","Actinoplanes","Actinobacteria",3.36657589802267e-05,4.6344447098315e-05,-0.23754885679381,-0.230971329484658,FALSE
"RSV_genus146","Asanoa","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus147","Catellatospora","Actinobacteria",3.00146278340856e-05,4.57556527101212e-05,-0.252839593356079,-0.242530648090362,FALSE
"RSV_genus148","Catenuloplanes","Actinobacteria",2.96910174965655e-05,4.57556527101212e-05,-0.250999209239707,-0.234767069985015,FALSE
"RSV_genus149","Dactylosporangium","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus150","Longispora","Actinobacteria",3.24329124590413e-05,4.57556527101212e-05,-0.253359300696079,-0.242530648090362,FALSE
"RSV_genus151","Micromonospora","Actinobacteria",3.23183069735849e-05,4.57556527101212e-05,-0.252449358972874,-0.242530648090362,FALSE
"RSV_genus153","Plantactinospora","Actinobacteria",2.76201604446591e-05,4.57556527101212e-05,-0.24233061229893,-0.229832538469809,FALSE
"RSV_genus154","Stackebrandtia","Actinobacteria",1.0420346616764e-05,4.57556527101212e-05,-0.25401179868196,-0.231086969173165,FALSE
"RSV_genus155","Verrucosispora","Actinobacteria",1.84323100188113e-05,4.57556527101212e-05,-0.253025618710692,-0.236632308576916,FALSE
"RSV_genus156","Virgisporangium","Actinobacteria",3.58599459526867e-05,4.77812788200721e-05,-0.252920854663914,-0.234468144948336,FALSE
"RSV_genus160","Aeromicrobium","Actinobacteria",2.30768447715569e-05,4.57556527101212e-05,-0.248394708957934,-0.237128711343748,FALSE
"RSV_genus161","Kribbella","Actinobacteria",1.36287961007738e-05,4.57556527101212e-05,-0.250149150263143,-0.222803826467549,FALSE
"RSV_genus162","Marmoricola","Actinobacteria",1.08004828185145e-05,4.57556527101212e-05,-0.246853236450811,-0.223119899680577,FALSE
"RSV_genus163","Mumia","Actinobacteria",3.13762569182396e-05,4.57556527101212e-05,-0.252444404256175,-0.242530648090362,FALSE
"RSV_genus165","Nocardioides","Actinobacteria",3.46482842099514e-06,4.57556527101212e-05,-0.213445497831331,-0.160799777756072,FALSE
"RSV_genus166","Aestuariimicrobium","Actinobacteria",3.17116742391106e-05,4.57556527101212e-05,-0.253359300696079,-0.242530648090362,FALSE
"RSV_genus167","Microlunatus","Actinobacteria",1.74584870779446e-05,4.57556527101212e-05,-0.25401179868196,-0.235656655164141,FALSE
"RSV_genus168","Micropruina","Actinobacteria",1.72905069938835e-05,4.57556527101212e-05,-0.25401179868196,-0.236857207730919,FALSE
"RSV_genus170","Propionibacterium","Actinobacteria",7.98473648516382e-06,4.57556527101212e-05,-0.129025594870461,-0.0982937049599897,FALSE
"RSV_genus171","Propioniciclava","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus172","Tessaracoccus","Actinobacteria",0.000239420297230482,0.000264651302207807,-0.110770979847848,-0.0975424508521157,FALSE
"RSV_genus173","Actinomycetospora","Actinobacteria",1.50614040341213e-05,4.57556527101212e-05,-0.246697751652131,-0.230675722666736,FALSE
"RSV_genus174","Actinophytocola","Actinobacteria",7.51838703887838e-06,4.57556527101212e-05,-0.24717602953672,-0.228718457755626,FALSE
"RSV_genus175","Crossiella","Actinobacteria",3.26459512039856e-05,4.57556527101212e-05,-0.249858648902031,-0.242530648090362,FALSE
"RSV_genus176","Lentzea","Actinobacteria",1.72999740350429e-05,4.57556527101212e-05,-0.25401179868196,-0.235714109580716,FALSE
"RSV_genus178","Prauserella","Actinobacteria",1.72999740350429e-05,4.57556527101212e-05,-0.25401179868196,-0.237896797203876,FALSE
"RSV_genus179","Pseudonocardia","Actinobacteria",9.45390951784463e-06,4.57556527101212e-05,-0.240925595788954,-0.212936893484981,FALSE
"RSV_genus180","Saccharopolyspora","Actinobacteria",2.82980515980334e-05,4.57556527101212e-05,-0.25132234823656,-0.235990919125289,FALSE
"RSV_genus181","Sciscionella","Actinobacteria",3.00146278340856e-05,4.57556527101212e-05,-0.252207054669723,-0.242530648090362,FALSE
"RSV_genus183","Kitasatospora","Actinobacteria",4.14737356557828e-05,5.09836368252616e-05,-0.250855574517173,-0.242530648090362,FALSE
"RSV_genus185","Streptacidiphilus","Actinobacteria",1.72999740350429e-05,4.57556527101212e-05,-0.25401179868196,-0.236306997041224,FALSE
"RSV_genus186","Streptomyces","Actinobacteria",1.15814575928699e-05,4.57556527101212e-05,-0.248932927259983,-0.216683726440917,FALSE
"RSV_genus188","Nocardiopsis","Actinobacteria",1.04261867479656e-05,4.57556527101212e-05,-0.25401179868196,-0.232475988991995,FALSE
"RSV_genus190","Actinoallomurus","Actinobacteria",2.66036613421465e-05,4.57556527101212e-05,-0.251683469929611,-0.236560484118917,FALSE
"RSV_genus191","Actinomadura","Actinobacteria",3.00146278340856e-05,4.57556527101212e-05,-0.251384521036603,-0.242530648090362,FALSE
"RSV_genus192","Adlercreutzia","Actinobacteria",3.10332019835225e-05,4.57556527101212e-05,-0.2529800385421,-0.242530648090362,FALSE
"RSV_genus193","Atopobium","Actinobacteria",0.323491779990431,0.329988972188971,5.18889180187533,5.20947518959281,FALSE
"RSV_genus194","Collinsella","Actinobacteria",1.67283742806319e-05,4.57556527101212e-05,-0.246999874586425,-0.229421588637901,FALSE
"RSV_genus195","Coriobacteriaceae UCG-003","Actinobacteria",8.99570879217837e-05,0.00010212775275826,-0.239191834345369,-0.232391337621712,FALSE
"RSV_genus196","Cryptobacterium","Actinobacteria",0.00116429808682795,0.00126525636687948,0.737081329320114,0.831901188008441,FALSE
"RSV_genus197","Eggerthella","Actinobacteria",4.00546953587229e-05,4.99389935674e-05,-0.244062334983803,-0.235264644033185,FALSE
"RSV_genus198","Enterorhabdus","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus199","Gordonibacter","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus201","Olsenella","Actinobacteria",0.814987857181342,0.819232585604161,0.760097556427441,0.644854440320268,FALSE
"RSV_genus202","Parvibacter","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus203","Senegalimassilia","Actinobacteria",7.41621775007975e-05,8.52997631564595e-05,-0.221962721206417,-0.221889455455742,FALSE
"RSV_genus204","Slackia","Actinobacteria",0.127549086014509,0.131080796596381,0.0118381452928069,-0.0311206012926651,FALSE
"RSV_genus207","Euzebya","Actinobacteria",3.70919881023974e-05,4.79166914575817e-05,-0.250980622992832,-0.242530648090362,FALSE
"RSV_genus208","Nitriliruptor","Actinobacteria",2.61977350867085e-05,4.57556527101212e-05,-0.25401179868196,-0.24070897350282,FALSE
"RSV_genus209","Rubrobacter","Actinobacteria",8.78826591410382e-05,9.98901838293308e-05,-0.242356814756623,-0.241087005135476,FALSE
"RSV_genus211","Gaiella","Actinobacteria",5.26464095213317e-06,4.57556527101212e-05,-0.235798733642792,-0.204839792085672,FALSE
"RSV_genus217","Conexibacter","Actinobacteria",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus221","Patulibacter","Actinobacteria",9.05772539128085e-06,4.57556527101212e-05,-0.247845942174941,-0.229688586028741,FALSE
"RSV_genus223","Solirubrobacter","Actinobacteria",9.25205457943878e-06,4.57556527101212e-05,-0.232384663596915,-0.198651184972566,FALSE
"RSV_genus226","Armatimonas","Armatimonadetes",1.80702593091991e-05,4.57556527101212e-05,-0.253211644065304,-0.241087005135476,FALSE
"RSV_genus228","Candidatus Caldatribacterium","Atribacteria",2.92768419632394e-05,4.57556527101212e-05,-0.252076909396074,-0.242530648090362,FALSE
"RSV_genus231","Bacteroides","Bacteroidetes",0.241829371258652,0.247209050068432,0.733553930971457,0.640548613304592,FALSE
"RSV_genus233","Phocaeicola","Bacteroidetes",0.0159004973157703,0.0167328025187768,0.640182934721791,0.456479036792729,FALSE
"RSV_genus242","Barnesiella","Bacteroidetes",3.14430695282825e-05,4.57556527101212e-05,-0.211519022506979,-0.205360114663244,FALSE
"RSV_genus243","Butyricimonas","Bacteroidetes",4.25896210184379e-05,5.18272185155013e-05,-0.233135362660541,-0.230859378307177,FALSE
"RSV_genus244","Coprobacter","Bacteroidetes",0.0046467754337962,0.00496582313799927,0.0358143850381782,0.0392677358069254,FALSE
"RSV_genus245","Dysgonomonas","Bacteroidetes",2.55998733474564e-05,4.57556527101212e-05,-0.252008427155906,-0.238887298915277,FALSE
"RSV_genus246","Macellibacteroides","Bacteroidetes",3.69228273972134e-05,4.79166914575817e-05,-0.24076156467435,-0.237619124281843,FALSE
"RSV_genus247","Microbacter","Bacteroidetes",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus249","Odoribacter","Bacteroidetes",0.95316982712628,0.955149411398609,0.0245850571421666,-0.123321796756166,FALSE
"RSV_genus250","Paludibacter","Bacteroidetes",4.04068399620129e-05,5.02481966022454e-05,-0.249387499015641,-0.242530648090362,FALSE
"RSV_genus251","Parabacteroides","Bacteroidetes",7.26362705029106e-07,4.57556527101212e-05,-0.154164308461951,-0.0908457909102649,FALSE
"RSV_genus252","Petrimonas","Bacteroidetes",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus253","Porphyromonas","Bacteroidetes",0.00456052663119618,0.00487905565310899,6.23383789673516,5.97190896316409,TRUE
"RSV_genus254","Proteiniphilum","Bacteroidetes",1.76762869410506e-05,4.57556527101212e-05,-0.242451278438598,-0.220650882344623,FALSE
"RSV_genus255","Tannerella","Bacteroidetes",7.85447318416368e-06,4.57556527101212e-05,3.14736480229625,2.82904306672767,TRUE
"RSV_genus256","Alloprevotella","Bacteroidetes",0.0827774549946518,0.0853421411002554,6.50141378022809,6.32648536598601,FALSE
"RSV_genus258","Paraprevotella","Bacteroidetes",6.59173966205178e-05,7.67313482977077e-05,-0.240968665625628,-0.241087005135476,FALSE
"RSV_genus259","Prevotella","Bacteroidetes",7.02287668588737e-05,8.10655024148482e-05,6.84594426700938,6.62014424018778,TRUE
"RSV_genus260","Prevotella 1","Bacteroidetes",1.72999740350429e-05,4.57556527101212e-05,-0.25401179868196,-0.241087005135476,FALSE
"RSV_genus261","Prevotella 2","Bacteroidetes",0.000410297335383529,0.000449417626157895,3.74920493956727,3.49117023742342,TRUE
"RSV_genus262","Prevotella 6","Bacteroidetes",0.0647725233129105,0.0670659710267797,4.84616072910044,4.71766215749126,FALSE
"RSV_genus263","Prevotella 7","Bacteroidetes",0.181395232346047,0.18562714656833,7.9949588843149,7.90429026137933,FALSE
"RSV_genus264","Prevotella 9","Bacteroidetes",8.54121302516955e-06,4.57556527101212e-05,-0.150985146741603,-0.118549219128275,FALSE
"RSV_genus265","Prevotellaceae Ga6A1 group","Bacteroidetes",4.61668245260078e-05,5.51373584995019e-05,-0.245400380130319,-0.242530648090362,FALSE
"RSV_genus266","Prevotellaceae NK3B31 group","Bacteroidetes",2.66036613421465e-05,4.57556527101212e-05,-0.25401179868196,-0.239798136209048,FALSE
"RSV_genus267","Prevotellaceae UCG-001","Bacteroidetes",1.72999740350429e-05,4.57556527101212e-05,-0.25401179868196,-0.2399736045305,FALSE
"RSV_genus268","Prevotellaceae UCG-003","Bacteroidetes",1.98102666410216e-05,4.57556527101212e-05,-0.253425696019019,-0.2384104191601,FALSE
"RSV_genus269","Prevotellaceae UCG-004","Bacteroidetes",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus270","Prevotellaceae YAB2003 group","Bacteroidetes",1.83453269478299e-05,4.57556527101212e-05,-0.253611721373632,-0.232934726377186,FALSE
"RSV_genus271","Alistipes","Bacteroidetes",2.86045725289795e-06,4.57556527101212e-05,-0.144183997093122,-0.112963144469841,FALSE
"RSV_genus272","Blvii28 wastewater-sludge group","Bacteroidetes",1.93415675624501e-05,4.57556527101212e-05,-0.253506957326854,-0.239160149591727,FALSE
"RSV_genus274","Rikenellaceae RC9 gut group","Bacteroidetes",0.000103321967169422,0.000116614851834494,-0.0510545010237904,-0.0200914243176421,FALSE
"RSV_genus275","dgA-11 gut group","Bacteroidetes",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus276","vadinBC27 wastewater-sludge group","Bacteroidetes",2.83687255252291e-05,4.57556527101212e-05,-0.25401179868196,-0.242530648090362,FALSE
"RSV_genus281","Algoriphagus","Bacteroidetes",1.98354214934775e-05,4.57556527101212e-05,-0.25032430020603,-0.238354493254162,FALSE
"RSV_genus283","Adhaeribacter","Bacteroidetes",1.53460645009163e-05,4.57556527101212e-05,-0.244410792087439,-0.22783510319004,FALSE
"RSV_genus284","Arcicella","Bacteroidetes",3.30818718830412e-05,4.60663872541627e-05,-0.251884835223339,-0.242530648090362,FALSE
"RSV_genus285","Chryseolinea","Bacteroidetes",2.01761758050608e-05,4.57556527101212e-05,-0.249836147962529,-0.236084820523426,FALSE
"RSV_genus286","Cytophaga","Bacteroidetes",3.1204281485056e-05,4.57556527101212e-05,-0.253002115971749,-0.242530648090362,FALSE
"RSV_genus287","Dyadobacter","Bacteroidetes",4.05769110310411e-05,5.03947479343045e-05,-0.249915456296011,-0.242530648090362,FALSE
