"OTU","Genus","Phylum","p_value","p_adj_BH","control","Prostate.cancer","in_top_panel"
"RSV_genus150","Longispora","Actinobacteria",0.0532129780109304,0.0768312909638584,-0.253359300696079,-0.221003813446089,FALSE
"RSV_genus151","Micromonospora","Actinobacteria",0.0532129780109304,0.0768312909638584,-0.252449358972874,-0.221003813446089,FALSE
"RSV_genus153","Plantactinospora","Actinobacteria",0.0552004089038566,0.0768312909638584,-0.24233061229893,-0.221003813446089,FALSE
"RSV_genus154","Stackebrandtia","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus155","Verrucosispora","Actinobacteria",0.0529295100386078,0.0768312909638584,-0.253025618710692,-0.221003813446089,FALSE
"RSV_genus156","Virgisporangium","Actinobacteria",0.0538793379922332,0.0768312909638584,-0.252920854663914,-0.221003813446089,FALSE
"RSV_genus160","Aeromicrobium","Actinobacteria",0.0541350149949211,0.0768312909638584,-0.248394708957934,-0.221003813446089,FALSE
"RSV_genus161","Kribbella","Actinobacteria",0.0539750984934766,0.0768312909638584,-0.250149150263143,-0.221003813446089,FALSE
"RSV_genus162","Marmoricola","Actinobacteria",0.0555266853603947,0.0768312909638584,-0.246853236450811,-0.221003813446089,FALSE
"RSV_genus163","Mumia","Actinobacteria",0.052960944036527,0.0768312909638584,-0.252444404256175,-0.221003813446089,FALSE
"RSV_genus165","Nocardioides","Actinobacteria",0.0655977571418869,0.079127294552401,-0.213445497831331,-0.221003813446089,FALSE
"RSV_genus166","Aestuariimicrobium","Actinobacteria",0.0529923936320714,0.0768312909638584,-0.253359300696079,-0.221003813446089,FALSE
"RSV_genus167","Microlunatus","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus168","Micropruina","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus170","Propionibacterium","Actinobacteria",0.205169335054309,0.222458885761133,-0.129025594870461,-0.221003813446089,FALSE
"RSV_genus171","Propioniciclava","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus172","Tessaracoccus","Actinobacteria",0.331221226487269,0.353180644817917,-0.110770979847848,-0.221003813446089,FALSE
"RSV_genus173","Actinomycetospora","Actinobacteria",0.0543917037092995,0.0768312909638584,-0.246697751652131,-0.221003813446089,FALSE
"RSV_genus174","Actinophytocola","Actinobacteria",0.0538155764796622,0.0768312909638584,-0.24717602953672,-0.221003813446089,FALSE
"RSV_genus175","Crossiella","Actinobacteria",0.053244552591732,0.0768312909638584,-0.249858648902031,-0.221003813446089,FALSE
"RSV_genus176","Lentzea","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus178","Prauserella","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus179","Pseudonocardia","Actinobacteria",0.0585361047922942,0.0768312909638584,-0.240925595788954,-0.221003813446089,FALSE
"RSV_genus180","Saccharopolyspora","Actinobacteria",0.0539750984934766,0.0768312909638584,-0.25132234823656,-0.221003813446089,FALSE
"RSV_genus181","Sciscionella","Actinobacteria",0.0528980916326425,0.0768312909638584,-0.252207054669723,-0.221003813446089,FALSE
"RSV_genus183","Kitasatospora","Actinobacteria",0.0546494070549415,0.0768312909638584,-0.250855574517173,-0.221003813446089,FALSE
"RSV_genus185","Streptacidiphilus","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus186","Streptomyces","Actinobacteria",0.0546494070549415,0.0768312909638584,-0.248932927259983,-0.221003813446089,FALSE
"RSV_genus188","Nocardiopsis","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus190","Actinoallomurus","Actinobacteria",0.0532129780109304,0.0768312909638584,-0.251683469929611,-0.221003813446089,FALSE
"RSV_genus191","Actinomadura","Actinobacteria",0.0528980916326425,0.0768312909638584,-0.251384521036603,-0.221003813446089,FALSE
"RSV_genus192","Adlercreutzia","Actinobacteria",0.052960944036527,0.0768312909638584,-0.2529800385421,-0.221003813446089,FALSE
"RSV_genus193","Atopobium","Actinobacteria",0.289334980537433,0.31023139579847,5.18889180187533,5.62582376984424,FALSE
"RSV_genus194","Collinsella","Actinobacteria",0.0573836634769898,0.0768312909638584,-0.246999874586425,-0.221003813446089,FALSE
"RSV_genus195","Coriobacteriaceae UCG-003","Actinobacteria",0.0645902462131091,0.0784470135103779,-0.239191834345369,-0.221003813446089,FALSE
"RSV_genus196","Cryptobacterium","Actinobacteria",0.0311277825201464,0.0768312909638584,0.737081329320114,1.2433504770067,FALSE
"RSV_genus197","Eggerthella","Actinobacteria",0.0569480392801342,0.0768312909638584,-0.244062334983803,-0.221003813446089,FALSE
"RSV_genus198","Enterorhabdus","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus199","Gordonibacter","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus201","Olsenella","Actinobacteria",0.259309609806795,0.279278765026292,0.760097556427441,0.773451785455344,FALSE
"RSV_genus202","Parvibacter","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus203","Senegalimassilia","Actinobacteria",0.0836004066945363,0.0961554141361473,-0.221962721206417,-0.221003813446089,FALSE
"RSV_genus204","Slackia","Actinobacteria",0.0355206179561774,0.0768312909638584,0.0118381452928069,0.189521820810677,FALSE
"RSV_genus207","Euzebya","Actinobacteria",0.0539750984934766,0.0768312909638584,-0.250980622992832,-0.221003813446089,FALSE
"RSV_genus208","Nitriliruptor","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus209","Rubrobacter","Actinobacteria",0.0616797625671691,0.0771997028240184,-0.242356814756623,-0.221003813446089,FALSE
"RSV_genus211","Gaiella","Actinobacteria",0.0605815280406083,0.0768312909638584,-0.235798733642792,-0.221003813446089,FALSE
"RSV_genus217","Conexibacter","Actinobacteria",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus221","Patulibacter","Actinobacteria",0.0544560343099174,0.0768312909638584,-0.247845942174941,-0.221003813446089,FALSE
"RSV_genus223","Solirubrobacter","Actinobacteria",0.060792815550738,0.0768312909638584,-0.232384663596915,-0.221003813446089,FALSE
"RSV_genus226","Armatimonas","Armatimonadetes",0.0528666888129608,0.0768312909638584,-0.253211644065304,-0.221003813446089,FALSE
"RSV_genus228","Candidatus Caldatribacterium","Atribacteria",0.0527412332836859,0.0768312909638584,-0.252076909396074,-0.221003813446089,FALSE
"RSV_genus231","Bacteroides","Bacteroidetes",0.637073926131902,0.654017381614134,0.733553930971457,0.117662647211075,FALSE
"RSV_genus233","Phocaeicola","Bacteroidetes",0.269290701647597,0.289382546870747,0.640182934721791,0.53844473907814,FALSE
"RSV_genus242","Barnesiella","Bacteroidetes",0.0753448905367356,0.0879666628225433,-0.211519022506979,-0.221003813446089,FALSE
"RSV_genus243","Butyricimonas","Bacteroidetes",0.0609693545439059,0.0768420336167062,-0.233135362660541,-0.221003813446089,FALSE
"RSV_genus244","Coprobacter","Bacteroidetes",0.636707995047829,0.654017381614134,0.0358143850381782,-0.134360415876096,FALSE
"RSV_genus245","Dysgonomonas","Bacteroidetes",0.0541670456963902,0.0768312909638584,-0.252008427155906,-0.221003813446089,FALSE
"RSV_genus246","Macellibacteroides","Bacteroidetes",0.0602307347616327,0.0768312909638584,-0.24076156467435,-0.221003813446089,FALSE
"RSV_genus247","Microbacter","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus249","Odoribacter","Bacteroidetes",0.507808111224407,0.528054770831415,0.0245850571421666,-0.153943900428001,FALSE
"RSV_genus250","Paludibacter","Bacteroidetes",0.011558835851428,0.0768312909638584,-0.249387499015641,-0.0765981508294336,FALSE
"RSV_genus251","Parabacteroides","Bacteroidetes",0.11248332923842,0.125487182329567,-0.154164308461951,-0.221003813446089,FALSE
"RSV_genus252","Petrimonas","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus253","Porphyromonas","Bacteroidetes",0.21194028841058,0.229542512139404,6.23383789673516,5.52754635109309,FALSE
"RSV_genus254","Proteiniphilum","Bacteroidetes",0.0129053579630214,0.0768312909638584,-0.242451278438598,-0.0614770885923765,FALSE
"RSV_genus255","Tannerella","Bacteroidetes",0.407465017889555,0.43020103092278,3.14736480229625,2.54948483554619,FALSE
"RSV_genus256","Alloprevotella","Bacteroidetes",0.0908468927951178,0.103381192862369,6.50141378022809,6.05929821851574,FALSE
"RSV_genus258","Paraprevotella","Bacteroidetes",0.0604059203288285,0.0768312909638584,-0.240968665625628,-0.221003813446089,FALSE
"RSV_genus259","Prevotella","Bacteroidetes",0.0140045136076246,0.0768312909638584,6.84594426700938,6.25226021807039,FALSE
"RSV_genus260","Prevotella 1","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus261","Prevotella 2","Bacteroidetes",0.191142721108084,0.208421159174351,3.74920493956727,2.92518360333051,FALSE
"RSV_genus262","Prevotella 6","Bacteroidetes",0.457480682108129,0.480379606348579,4.84616072910044,5.17335164220305,FALSE
"RSV_genus263","Prevotella 7","Bacteroidetes",0.666442338394016,0.68126785651507,7.9949588843149,8.06125041674768,FALSE
"RSV_genus264","Prevotella 9","Bacteroidetes",0.0991666063281008,0.1115335374203,-0.150985146741603,-0.221003813446089,FALSE
"RSV_genus265","Prevotellaceae Ga6A1 group","Bacteroidetes",0.0552329644709495,0.0768312909638584,-0.245400380130319,-0.221003813446089,FALSE
