"OTU","Genus","Phylum","p_value","p_adj_BH","control","Bronchitis","in_top_panel"
"RSV_genus900","Tabrizicola","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus902","Acetobacter","Proteobacteria",5.62825076397727e-06,9.88373175507391e-06,-0.250456250396414,-0.225132688940258,FALSE
"RSV_genus903","Acidicaldus","Proteobacteria",5.6966952677377e-06,9.88373175507391e-06,-0.252480592338409,-0.230491773275225,FALSE
"RSV_genus904","Acidiphilium","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.253025618710692,-0.230491773275225,FALSE
"RSV_genus905","Acidisoma","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus906","Acidocella","Proteobacteria",3.07241646873044e-05,3.47175865611813e-05,-0.218179110295036,-0.213011193087634,FALSE
"RSV_genus907","Asaia","Proteobacteria",2.9847787070619e-06,9.88373175507391e-06,-0.252839593356079,-0.223729361757567,FALSE
"RSV_genus908","Belnapia","Proteobacteria",5.94257999010702e-06,9.88373175507391e-06,-0.253211644065304,-0.230491773275225,FALSE
"RSV_genus909","Craurococcus","Proteobacteria",6.50152081013766e-06,9.88373175507391e-06,-0.252854459340974,-0.230491773275225,FALSE
"RSV_genus910","Gluconacetobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus911","Gluconobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus913","Paracraurococcus","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus914","Roseococcus","Proteobacteria",6.57745933446099e-06,9.88373175507391e-06,-0.252854459340974,-0.230491773275225,FALSE
"RSV_genus915","Roseomonas","Proteobacteria",8.14679039839791e-06,1.04543254447526e-05,-0.245897982339653,-0.230491773275225,FALSE
"RSV_genus916","Saccharibacter","Proteobacteria",6.06808086102494e-06,9.88373175507391e-06,-0.253173275341467,-0.230491773275225,FALSE
"RSV_genus917","Stella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus925","AEGEAN-169 marine group","Proteobacteria",5.63505962969402e-06,9.88373175507391e-06,-0.252854459340974,-0.230491773275225,FALSE
"RSV_genus926","Azospirillum","Proteobacteria",8.08882986829329e-06,1.04241562215745e-05,-0.249391078072064,-0.230491773275225,FALSE
"RSV_genus927","Defluviicoccus","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.253506957326854,-0.230491773275225,FALSE
"RSV_genus928","Dongia","Proteobacteria",1.96893108822222e-06,9.88373175507391e-06,-0.251672670144621,-0.207345762892965,FALSE
"RSV_genus929","Magnetospirillum","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus930","Marispirillum","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus932","Skermanella","Proteobacteria",6.39221993899021e-07,9.88373175507391e-06,-0.251714603328169,-0.180091844691055,FALSE
"RSV_genus933","Telmatospirillum","Proteobacteria",5.90921807543097e-06,9.88373175507391e-06,-0.253611721373632,-0.230491773275225,FALSE
"RSV_genus934","Thalassospira","Proteobacteria",6.9811968669404e-06,9.88373175507391e-06,-0.249186438186932,-0.230491773275225,FALSE
"RSV_genus935","Candidatus Alysiosphaera","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus936","Geminicoccus","Proteobacteria",6.08272388383255e-06,9.88373175507391e-06,-0.252091551209795,-0.230491773275225,FALSE
"RSV_genus938","Reyranella","Proteobacteria",1.60702127570622e-07,9.88373175507391e-06,-0.240260072216942,-0.152232609662443,FALSE
"RSV_genus940","Wolbachia","Proteobacteria",7.80799299470091e-06,1.0168303967458e-05,-0.21101117371936,-0.186333157242139,FALSE
"RSV_genus946","Rickettsia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus947","Candidatus Captivus","Proteobacteria",7.24220727093077e-06,9.88504952821526e-06,-0.251868279369706,-0.230491773275225,FALSE
"RSV_genus948","Candidatus Hepatincola","Proteobacteria",8.47609211015427e-06,1.07200902834848e-05,-0.237133717117168,-0.217979825190046,FALSE
"RSV_genus949","Candidatus Odyssella","Proteobacteria",7.47375946355064e-06,1.00030206412294e-05,-0.250810348595749,-0.230491773275225,FALSE
"RSV_genus957","Altererythrobacter","Proteobacteria",1.13174241755672e-06,9.88373175507391e-06,-0.238969043229624,-0.18608103290491,FALSE
"RSV_genus958","Erythrobacter","Proteobacteria",3.37824961806411e-06,9.88373175507391e-06,-0.245382822723983,-0.215878445111547,FALSE
"RSV_genus960","Porphyrobacter","Proteobacteria",8.50028523063082e-05,9.41765240821899e-05,-0.206651084522728,-0.230491773275225,FALSE
"RSV_genus964","Blastomonas","Proteobacteria",8.69154257261635e-05,9.61850754882429e-05,-0.0572626850806632,0.0625938674529192,FALSE
"RSV_genus966","Novosphingobium","Proteobacteria",2.82477438865563e-05,3.2031812985343e-05,-0.213363782847853,-0.216128656303681,FALSE
"RSV_genus967","Polymorphobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus968","Sandaracinobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus969","Sphingobium","Proteobacteria",7.67278188336557e-05,8.53022409844213e-05,-0.193178297214732,-0.217281772294238,FALSE
"RSV_genus970","Sphingomicrobium","Proteobacteria",6.65424598267656e-06,9.88373175507391e-06,-0.2477811149094,-0.230491773275225,FALSE
"RSV_genus971","Sphingomonas","Proteobacteria",6.91460141667888e-06,9.88373175507391e-06,-0.137865626440926,-0.101346487458188,FALSE
"RSV_genus972","Sphingopyxis","Proteobacteria",1.01977552878317e-05,1.25201448508366e-05,-0.242086776896629,-0.221751483181429,FALSE
"RSV_genus973","Sphingorhabdus","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus974","Zymomonas","Proteobacteria",5.39048619990144e-06,9.88373175507391e-06,-0.252520777355586,-0.223729361757567,FALSE
"RSV_genus976","Achromobacter","Proteobacteria",4.95552033577015e-06,9.88373175507391e-06,-0.25401179868196,-0.214598619431217,FALSE
"RSV_genus977","Advenella","Proteobacteria",2.06471442879883e-06,9.88373175507391e-06,-0.25401179868196,-0.212747450544852,FALSE
"RSV_genus978","Alcaligenes","Proteobacteria",5.9306443800726e-06,9.88373175507391e-06,-0.252650666264522,-0.230491773275225,FALSE
"RSV_genus979","Bordetella","Proteobacteria",2.47693097793924e-06,9.88373175507391e-06,-0.241377025798503,-0.191703678976906,FALSE
"RSV_genus980","Castellaniella","Proteobacteria",2.65635628028482e-05,3.0228582670694e-05,-0.207232318574269,-0.210281359975754,FALSE
"RSV_genus981","GKS98 freshwater group","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus982","Kerstersia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus983","MWH-UniP1 aquatic group","Proteobacteria",5.96652021365618e-06,9.88373175507391e-06,-0.252886145931283,-0.230491773275225,FALSE
"RSV_genus985","Oligella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus986","Parapusillimonas","Proteobacteria",7.39972843142995e-06,9.98704606479706e-06,-0.248492020998348,-0.230491773275225,FALSE
"RSV_genus987","Parasutterella","Proteobacteria",1.1142101099795e-05,1.35417223693982e-05,-0.215920349716714,-0.181293110970228,FALSE
"RSV_genus988","Pelistega","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus989","Pusillimonas","Proteobacteria",5.6966952677377e-06,9.88373175507391e-06,-0.252095305532322,-0.230491773275225,FALSE
"RSV_genus990","Sutterella","Proteobacteria",1.03794731390944e-05,1.27109030193225e-05,-0.22798126646511,-0.193166916817383,FALSE
"RSV_genus991","Burkholderia","Proteobacteria",5.25169198117049e-05,5.85882400211506e-05,-0.0786034774906798,-0.0604100859702265,FALSE
"RSV_genus992","Cupriavidus","Proteobacteria",2.17580874699602e-05,2.4995898105371e-05,-0.22040577064449,-0.221751483181429,FALSE
"RSV_genus993","Lautropia","Proteobacteria",8.38262714239294e-06,1.06437305163279e-05,2.80816986980185,2.02933073347654,TRUE
"RSV_genus994","Limnobacter","Proteobacteria",6.03646995039442e-06,9.88373175507391e-06,-0.253025618710692,-0.230491773275225,FALSE
"RSV_genus996","Pandoraea","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus997","Polynucleobacter","Proteobacteria",8.6113428936063e-06,1.08626743690589e-05,-0.247699209432475,-0.230491773275225,FALSE
"RSV_genus998","Ralstonia","Proteobacteria",0.0485860711439301,0.0503063934054641,0.845971687885667,1.00115062338157,FALSE
"RSV_genus999","Thiomonas","Proteobacteria",6.01467785626323e-06,9.88373175507391e-06,-0.252717061587462,-0.230491773275225,FALSE
"RSV_genus1000","Acidovorax","Proteobacteria",5.90446674562786e-06,9.88373175507391e-06,-0.253611721373632,-0.230491773275225,FALSE
"RSV_genus1001","Albidiferax","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1002","Aquabacterium","Proteobacteria",4.57972387750448e-07,9.88373175507391e-06,-0.217438683625875,-0.0755390933516857,FALSE
"RSV_genus1003","Azohydromonas","Proteobacteria",5.65097765997641e-06,9.88373175507391e-06,-0.252310113017553,-0.230491773275225,FALSE
"RSV_genus1004","Brachymonas","Proteobacteria",7.62395169087873e-06,1.00507013411175e-05,-0.245611856308237,-0.230491773275225,FALSE
"RSV_genus1005","Caenimonas","Proteobacteria",5.92931629561422e-07,9.88373175507391e-06,-0.251605880915682,-0.178870265832141,FALSE
"RSV_genus1006","Comamonas","Proteobacteria",1.58531643067742e-05,1.85433982497419e-05,-0.226461548187797,-0.217618322886858,FALSE
"RSV_genus1007","Curvibacter","Proteobacteria",0.0371645376323734,0.0386047134717334,0.376830856477089,0.358112420689237,FALSE
"RSV_genus1008","Delftia","Proteobacteria",6.33180956060354e-06,9.88373175507391e-06,-0.245482240918977,-0.211124495648141,FALSE
"RSV_genus1009","Diaphorobacter","Proteobacteria",5.91159511234112e-06,9.88373175507391e-06,-0.2518381979682,-0.230491773275225,FALSE
"RSV_genus1010","Extensimonas","Proteobacteria",1.72507607763475e-05,2.00083944100665e-05,-0.224825955996119,-0.230491773275225,FALSE
"RSV_genus1011","Hydrogenophaga","Proteobacteria",7.45889682896913e-06,1.00030206412294e-05,-0.248729241527987,-0.230491773275225,FALSE
"RSV_genus1012","Inhella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1013","Kinneretia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1014","Lampropedia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1015","Limnohabitans","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1017","Ottowia","Proteobacteria",0.00168964843749864,0.0018036623254272,0.357526717081754,0.369030458378442,FALSE
"RSV_genus1018","Pelomonas","Proteobacteria",6.67290876378471e-06,9.88373175507391e-06,-0.110762466713683,-0.0124528864540361,FALSE
"RSV_genus1019","Piscinibacter","Proteobacteria",7.16465427737245e-06,9.88373175507391e-06,-0.245835325509458,-0.230491773275225,FALSE
"RSV_genus1020","Pseudacidovorax","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.252839593356079,-0.230491773275225,FALSE
"RSV_genus1021","Pseudorhodoferax","Proteobacteria",5.60335223912271e-06,9.88373175507391e-06,-0.253211644065304,-0.230491773275225,FALSE
"RSV_genus1022","Ramlibacter","Proteobacteria",6.30899818202941e-06,9.88373175507391e-06,-0.251169161376705,-0.230491773275225,FALSE
"RSV_genus1023","Rhizobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1024","Rhodoferax","Proteobacteria",5.76361512980278e-06,9.88373175507391e-06,-0.251388562876758,-0.230491773275225,FALSE
"RSV_genus1025","Roseateles","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1026","Rubrivivax","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1027","Schlegelella","Proteobacteria",8.47609211015427e-06,1.07200902834848e-05,-0.244600341453225,-0.230491773275225,FALSE
"RSV_genus1028","Simplicispira","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1029","Tepidicella","Proteobacteria",6.7696824166316e-06,9.88373175507391e-06,-0.24978497680614,-0.230491773275225,FALSE
"RSV_genus1030","Tepidimonas","Proteobacteria",9.11552640191275e-06,1.14091867416936e-05,-0.227902041767076,-0.206563603624306,FALSE
"RSV_genus1031","Variovorax","Proteobacteria",6.5538018621594e-06,9.88373175507391e-06,-0.251047159766953,-0.230491773275225,FALSE
"RSV_genus1032","Xenophilus","Proteobacteria",4.87648369752831e-05,5.45284677649458e-05,-0.203891951507726,-0.214065939958218,FALSE
"RSV_genus1033","Xylophilus","Proteobacteria",6.25105913789845e-06,9.88373175507391e-06,-0.250317326369883,-0.230491773275225,FALSE
"RSV_genus1035","Actimicrobium","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1036","Duganella","Proteobacteria",7.02873934440248e-06,9.88373175507391e-06,-0.250331380474919,-0.230491773275225,FALSE
"RSV_genus1037","Herbaspirillum","Proteobacteria",9.32646575598865e-06,1.16129541348762e-05,-0.244356365118593,-0.230491773275225,FALSE
"RSV_genus1038","Herminiimonas","Proteobacteria",6.03404488034705e-06,9.88373175507391e-06,-0.251145751359866,-0.230491773275225,FALSE
"RSV_genus1039","Janthinobacterium","Proteobacteria",8.19539389879929e-06,1.0502729232857e-05,-0.233760134427282,-0.201265116947869,FALSE
"RSV_genus1040","Massilia","Proteobacteria",1.41040056426796e-05,1.66589540332752e-05,-0.21037275987402,-0.207261656520114,FALSE
"RSV_genus1042","Noviherbaspirillum","Proteobacteria",5.95453858726537e-06,9.88373175507391e-06,-0.251963722386917,-0.230491773275225,FALSE
"RSV_genus1043","Oxalicibacterium","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1044","Pseudoduganella","Proteobacteria",6.09740071795836e-06,9.88373175507391e-06,-0.25054841741305,-0.230491773275225,FALSE
"RSV_genus1045","Undibacterium","Proteobacteria",7.58764455632525e-06,1.00440013674264e-05,-0.247668736954991,-0.230491773275225,FALSE
"RSV_genus1047","Hydrogenophilus","Proteobacteria",6.47812473256025e-06,9.88373175507391e-06,-0.251088939907398,-0.230491773275225,FALSE
"RSV_genus1049","Tepidiphilus","Proteobacteria",9.40398402392264e-06,1.16793366577675e-05,-0.241776812893869,-0.20807655449408,FALSE
"RSV_genus1050","Methylobacillus","Proteobacteria",1.57134500264313e-05,1.84246406749772e-05,-0.20862648178126,-0.174338972379599,FALSE
"RSV_genus1051","Methylophilus","Proteobacteria",5.4057422632844e-06,9.88373175507391e-06,-0.237681820325559,-0.211507284016148,FALSE
"RSV_genus1054","Alysiella","Proteobacteria",0.73337963635657,0.7364322050823,0.491283226058657,0.148267256734172,FALSE
"RSV_genus1055","Aquaspirillum","Proteobacteria",6.03646995039442e-06,9.88373175507391e-06,-0.25286995810806,-0.230491773275225,FALSE
"RSV_genus1056","Aquitalea","Proteobacteria",4.56169723337188e-06,9.88373175507391e-06,-0.253106880018526,-0.216671220377389,FALSE
"RSV_genus1057","Bergeriella","Proteobacteria",2.3353512217651e-06,9.88373175507391e-06,-0.249321020228995,-0.207474705610371,FALSE
"RSV_genus1058","Conchiformibius","Proteobacteria",2.8791559708103e-06,9.88373175507391e-06,-0.205834661553284,-0.138034984630316,FALSE
"RSV_genus1059","Deefgea","Proteobacteria",1.03023737959602e-05,1.26325167892015e-05,-0.245879009261955,-0.230491773275225,FALSE
"RSV_genus1060","Eikenella","Proteobacteria",0.41343233835546,0.419077948017877,1.00794292942497,0.88079679433479,FALSE
"RSV_genus1061","Kingella","Proteobacteria",0.24581124606385,0.250748258405513,2.52793432849566,2.29588378101283,FALSE
"RSV_genus1063","Neisseria","Proteobacteria",2.80160619228665e-05,3.18064703006661e-05,6.07733672418102,5.23287141921969,TRUE
"RSV_genus1064","Simonsiella","Proteobacteria",0.00864747672316778,0.00912999457095942,0.060471329813369,-0.0437707209334549,FALSE
"RSV_genus1065","Snodgrassella","Proteobacteria",6.04860929795715e-06,9.88373175507391e-06,-0.252854459340974,-0.230491773275225,FALSE
"RSV_genus1066","Vitreoscilla","Proteobacteria",2.14059458111012e-06,9.88373175507391e-06,-0.25401179868196,-0.210943806517993,FALSE
"RSV_genus1067","Vogesella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1068","Gallionella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1070","Nitrosomonas","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1071","12up","Proteobacteria",7.73079873525533e-06,1.01207622692671e-05,-0.249936543056414,-0.230491773275225,FALSE
"RSV_genus1072","Azonexus","Proteobacteria",2.971221653714e-06,9.88373175507391e-06,-0.252039438739424,-0.219259650870376,FALSE
"RSV_genus1073","Azospira","Proteobacteria",1.19347609857321e-05,1.434039172141e-05,-0.234697314558131,-0.230491773275225,FALSE
"RSV_genus1074","Azovibrio","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1075","Candidatus Accumulibacter","Proteobacteria",6.2260273678941e-06,9.88373175507391e-06,-0.249937721148465,-0.230491773275225,FALSE
"RSV_genus1076","Dechloromonas","Proteobacteria",0.000173844135247749,0.000191070148649291,0.0202397222855543,-0.0167774107421252,FALSE
"RSV_genus1077","Methyloversatilis","Proteobacteria",7.21051518712128e-06,9.88373175507391e-06,-0.248385055353059,-0.205187452271124,FALSE
"RSV_genus1079","Propionivibrio","Proteobacteria",0.000311680091942109,0.00033832540913851,-0.190342263749964,-0.222640856629205,FALSE
"RSV_genus1080","Sulfuritalea","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1081","Thauera","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1082","Zoogloea","Proteobacteria",0.00013611745158494,0.000149775759155607,-0.191748502250392,-0.207388366209886,FALSE
"RSV_genus1087","Peredibacter","Proteobacteria",2.43391869583781e-06,9.88373175507391e-06,-0.236257617178413,-0.189708654341708,FALSE
"RSV_genus1088","Bdellovibrio","Proteobacteria",1.11901327926258e-05,1.35829913772125e-05,-0.23510939608694,-0.222640856629205,FALSE
"RSV_genus1089","OM27 clade","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.253506957326854,-0.230491773275225,FALSE
"RSV_genus1090","Desulfobulbus","Proteobacteria",0.467521699830995,0.473408646733379,0.602245709038099,0.460125664869297,FALSE
"RSV_genus1093","Desulfovermiculus","Proteobacteria",6.65957310446193e-06,9.88373175507391e-06,-0.252559146079424,-0.230491773275225,FALSE
"RSV_genus1095","Desulfomicrobium","Proteobacteria",0.000885098668752708,0.000954324262956831,-0.00114105907986494,-0.0571009883735472,FALSE
"RSV_genus1096","Bilophila","Proteobacteria",1.3132306843109e-06,9.88373175507391e-06,-0.183222131574753,-0.105515137181192,FALSE
"RSV_genus1097","Desulfovibrio","Proteobacteria",0.0350456358822057,0.0364822423153489,0.0321666513478535,-0.0586763626589647,FALSE
"RSV_genus1109","Haliangium","Proteobacteria",2.10320818144298e-06,9.88373175507391e-06,-0.251031784814737,-0.200128073620223,FALSE
"RSV_genus1111","Corallococcus","Proteobacteria",1.80595432453101e-06,9.88373175507391e-06,-0.25401179868196,-0.209239535096251,FALSE
"RSV_genus1115","Nannocystis","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1117","Phaselicystis","Proteobacteria",3.50856620856398e-06,9.88373175507391e-06,-0.248562896856306,-0.2078833391863,FALSE
"RSV_genus1118","Byssovorax","Proteobacteria",6.0074305705613e-06,9.88373175507391e-06,-0.252717061587462,-0.230491773275225,FALSE
"RSV_genus1120","Sorangium","Proteobacteria",2.29470289022322e-06,9.88373175507391e-06,-0.247987312925116,-0.206747702785197,FALSE
"RSV_genus1122","Sandaracinus","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1128","Desulfomonile","Proteobacteria",6.0729581163912e-06,9.88373175507391e-06,-0.253303164250403,-0.230491773275225,FALSE
"RSV_genus1130","Desulfovirga","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.253359300696079,-0.230491773275225,FALSE
"RSV_genus1131","Syntrophobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1132","Arcobacter","Proteobacteria",4.14856256368734e-06,9.88373175507391e-06,-0.245918787939473,-0.21262074085508,FALSE
"RSV_genus1133","Campylobacter","Proteobacteria",0.0723249746798669,0.0744862332615491,5.23548804694351,5.05490759135801,FALSE
"RSV_genus1134","Sulfurospirillum","Proteobacteria",7.09072472280994e-06,9.88373175507391e-06,-0.251134115671662,-0.230491773275225,FALSE
"RSV_genus1135","Helicobacter","Proteobacteria",6.49631470605267e-06,9.88373175507391e-06,-0.252668433986361,-0.230491773275225,FALSE
"RSV_genus1137","Rs-M59 termite group","Proteobacteria",8.26485425790038e-07,9.88373175507391e-06,-0.180286746871481,-0.11046394563439,FALSE
"RSV_genus1138","Sulfuricurvum","Proteobacteria",5.91873171512633e-06,9.88373175507391e-06,-0.253211644065304,-0.230491773275225,FALSE
"RSV_genus1139","Wolinella","Proteobacteria",0.00130789818367337,0.00140235749693867,-0.0158898391605269,-0.088150537934129,FALSE
"RSV_genus1143","Aeromonas","Proteobacteria",1.26960133655044e-06,9.88373175507391e-06,-0.245647624931414,-0.174489458227909,FALSE
"RSV_genus1145","Tolumonas","Proteobacteria",7.42629845418173e-06,1.00029117791742e-05,-0.246823096342503,-0.219773604605292,FALSE
"RSV_genus1147","Anaerobiospirillum","Proteobacteria",6.00260369040053e-06,9.88373175507391e-06,-0.253173275341467,-0.230491773275225,FALSE
"RSV_genus1149","Ruminobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1150","Succinivibrio","Proteobacteria",7.13613301174574e-06,9.88373175507391e-06,-0.248730009195668,-0.230491773275225,FALSE
"RSV_genus1151","Succinivibrionaceae UCG-001","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1152","Alishewanella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1154","Idiomarina","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1155","Moritella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1156","Paramoritella","Proteobacteria",3.77760836277542e-06,9.88373175507391e-06,-0.249270284569563,-0.203182397865477,FALSE
"RSV_genus1158","Pseudoalteromonas","Proteobacteria",6.69697735294512e-06,9.88373175507391e-06,-0.250994220585535,-0.230491773275225,FALSE
"RSV_genus1159","Psychromonas","Proteobacteria",6.45222356626872e-06,9.88373175507391e-06,-0.249744719356976,-0.230491773275225,FALSE
"RSV_genus1160","Shewanella","Proteobacteria",1.38122601138278e-05,1.6354393877109e-05,-0.234928345325142,-0.215878445111547,FALSE
"RSV_genus1161","Cardiobacterium","Proteobacteria",1.32868109979441e-08,1.83168180185943e-06,2.4266326870596,1.61751702995927,TRUE
"RSV_genus1163","Cellvibrio","Proteobacteria",6.02435392033772e-06,9.88373175507391e-06,-0.253211644065304,-0.230491773275225,FALSE
"RSV_genus1164","Simiduia","Proteobacteria",7.15038004423601e-06,9.88373175507391e-06,-0.249805863341391,-0.230491773275225,FALSE
"RSV_genus1165","C1-B045","Proteobacteria",6.59327634695288e-06,9.88373175507391e-06,-0.251714603328169,-0.230491773275225,FALSE
"RSV_genus1167","Nitrosococcus","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1168","Rheinheimera","Proteobacteria",2.3727232739643e-06,9.88373175507391e-06,-0.244747283375062,-0.196538857523511,FALSE
"RSV_genus1170","Thiogranum","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1173","Buchnera","Proteobacteria",6.03404488034705e-06,9.88373175507391e-06,-0.25239824558697,-0.230491773275225,FALSE
"RSV_genus1174","Candidatus Blochmannia","Proteobacteria",6.4187001478296e-06,9.88373175507391e-06,-0.204110782659078,-0.143938261554782,FALSE
"RSV_genus1175","Candidatus Carsonella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1176","Candidatus Nasuia","Proteobacteria",8.63522284759747e-06,1.08785770860725e-05,-0.244577968354571,-0.219773604605292,FALSE
"RSV_genus1177","Cedecea","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1178","Citrobacter","Proteobacteria",8.30659006155467e-06,1.05889820467639e-05,-0.247367980593034,-0.230491773275225,FALSE
"RSV_genus1179","Dickeya","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1180","Erwinia","Proteobacteria",5.96891930615292e-06,9.88373175507391e-06,-0.253002115971749,-0.230491773275225,FALSE
"RSV_genus1181","Escherichia/Shigella","Proteobacteria",0.0136529570162425,0.0143676156168746,0.416824339319275,0.367681232437954,FALSE
"RSV_genus1182","Ewingella","Proteobacteria",3.61241803050847e-06,9.88373175507391e-06,-0.217795903645671,-0.144637870198899,FALSE
"RSV_genus1183","Hafnia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1184","Leminorella","Proteobacteria",6.0074305705613e-06,9.88373175507391e-06,-0.252587172678526,-0.230491773275225,FALSE
"RSV_genus1185","Lonsdalea","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
