"OTU","Genus","Phylum","p_value","p_adj_BH","control","Colon.cancer","in_top_panel"
"RSV_genus156","Virgisporangium","Actinobacteria",0.140785554145321,0.186796757689188,-0.252920854663914,-0.217835215046443,FALSE
"RSV_genus160","Aeromicrobium","Actinobacteria",0.141107955202884,0.186796757689188,-0.248394708957934,-0.217835215046443,FALSE
"RSV_genus161","Kribbella","Actinobacteria",0.140892958175734,0.186796757689188,-0.250149150263143,-0.217835215046443,FALSE
"RSV_genus162","Marmoricola","Actinobacteria",0.14327181647662,0.186796757689188,-0.246853236450811,-0.217835215046443,FALSE
"RSV_genus163","Mumia","Actinobacteria",0.139608260935849,0.186796757689188,-0.252444404256175,-0.217835215046443,FALSE
"RSV_genus165","Nocardioides","Actinobacteria",0.156676590914584,0.186796757689188,-0.213445497831331,-0.217835215046443,FALSE
"RSV_genus166","Aestuariimicrobium","Actinobacteria",0.139714973477697,0.186796757689188,-0.253359300696079,-0.217835215046443,FALSE
"RSV_genus167","Microlunatus","Actinobacteria",0.138756817662452,0.186796757689188,-0.25401179868196,-0.217835215046443,FALSE
"RSV_genus168","Micropruina","Actinobacteria",0.138756817662452,0.186796757689188,-0.25401179868196,-0.217835215046443,FALSE
"RSV_genus170","Propionibacterium","Actinobacteria",0.303124420872213,0.328299737532756,-0.129025594870461,-0.217835215046443,FALSE
