"OTU","Genus","Phylum","p_value","p_adj_BH","Normal","Elevated","Hypertension.Stage.1","Hypertension.Stage.2","Hypertensive.Crisis","in_top_panel"
"RSV_genus867","Alsobacter","Proteobacteria",0.104566971942016,0.144958891477256,-0.246799382144111,-0.248109675630718,-0.241753887540844,-0.242109677701617,-0.220530245519853,FALSE
"RSV_genus868","Bauldia","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus869","Candidatus Liberibacter","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus870","Phreatobacter","Proteobacteria",0.148437078453583,0.167338528864144,-0.2353306594659,-0.224061684484074,-0.235386040846699,-0.232950735758364,-0.220530245519853,FALSE
"RSV_genus871","Rhizomicrobium","Proteobacteria",0.115316894932431,0.146782342720649,-0.240550622275053,-0.248109675630718,-0.241753887540844,-0.238287174867647,-0.220530245519853,FALSE
"RSV_genus872","Afifella","Proteobacteria",0.0757130527445167,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.239505757717472,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus873","Methyloligella","Proteobacteria",0.0967478865337863,0.144958891477256,-0.245443268384343,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus875","Parvibaculum","Proteobacteria",0.0966767728700859,0.144958891477256,-0.247056866237929,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus876","Aquabacter","Proteobacteria",0.0783939421616219,0.144958891477256,-0.245947147061152,-0.248109675630718,-0.234701941661651,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus877","Labrys","Proteobacteria",0.0941436917961446,0.144958891477256,-0.244886697556483,-0.248109675630718,-0.238535632387191,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus879","Pseudolabrys","Proteobacteria",0.170835450964376,0.187346298658549,-0.214855340874787,-0.238102172823503,-0.232781865636713,-0.234461483420051,-0.220530245519853,FALSE
"RSV_genus880","Pseudoxanthobacter","Proteobacteria",0.0937665466245826,0.144958891477256,-0.247722452964983,-0.241103494681703,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus881","Starkeya","Proteobacteria",0.0963809530051196,0.144958891477256,-0.246574220255712,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus882","Variibacter","Proteobacteria",0.107514329991977,0.144958891477256,-0.239049387285951,-0.239710392538432,-0.236194518909924,-0.225756857858207,-0.220530245519853,FALSE
"RSV_genus883","Xanthobacter","Proteobacteria",0.0757130527445167,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.237094449565055,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus884","Amaricoccus","Proteobacteria",0.0746580923853032,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.234846319741682,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus885","Defluviimonas","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus886","Falsirhodobacter","Proteobacteria",0.0967731843179993,0.144958891477256,-0.245465637946005,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus887","Gemmobacter","Proteobacteria",0.126189059651406,0.150464765707289,-0.241185255928858,-0.248109675630718,-0.241753887540844,-0.243144777062484,-0.220530245519853,FALSE
"RSV_genus888","Haematobacter","Proteobacteria",0.0930313772181984,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.247422861080103,-0.220530245519853,FALSE
"RSV_genus889","Maribius","Proteobacteria",0.0997140831070837,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.237923524604173,-0.220530245519853,FALSE
"RSV_genus890","Marivita","Proteobacteria",0.093980204548753,0.144958891477256,-0.247722452964983,-0.246178903540022,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus892","Nesiotobacter","Proteobacteria",0.0953042394751753,0.144958891477256,-0.247207484777345,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus893","Paenirhodobacter","Proteobacteria",0.0964609359086267,0.144958891477256,-0.245468208690004,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus894","Palleronia","Proteobacteria",0.0967897369189824,0.144958891477256,-0.246254680409789,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus895","Paracocccus","Proteobacteria",0.28693325790308,0.29998980918361,-0.154647592966232,-0.17258014528849,-0.154931053697591,-0.192576696267724,-0.131719309490284,FALSE
"RSV_genus896","Profundibacterium","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus897","Rhodobacter","Proteobacteria",0.125739318828378,0.150464765707289,-0.236752347476855,-0.210447879741705,-0.234609932536073,-0.220877919005659,-0.220530245519853,FALSE
"RSV_genus898","Rubellimicrobium","Proteobacteria",0.129748203505111,0.153192125954802,-0.234281317967091,-0.238300260705943,-0.236066811639774,-0.223182473299829,-0.220530245519853,FALSE
"RSV_genus899","Ruegeria","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus900","Tabrizicola","Proteobacteria",0.0967787731166413,0.144958891477256,-0.246085484448169,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus902","Acetobacter","Proteobacteria",0.0796137340805625,0.144958891477256,-0.247314350331748,-0.244434108319276,-0.231751659030329,-0.247951688419169,-0.220530245519853,FALSE
"RSV_genus903","Acidicaldus","Proteobacteria",0.0970806111059535,0.144958891477256,-0.245513901475902,-0.242253557776413,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus904","Acidiphilium","Proteobacteria",0.0967731843179993,0.144958891477256,-0.246716490780324,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus905","Acidisoma","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus906","Acidocella","Proteobacteria",0.233874421434451,0.247194760880882,-0.211791381552454,-0.211167614290347,-0.219417109073687,-0.228047742731559,-0.220530245519853,FALSE
