"OTU","Genus","Phylum","p_value","p_adj_BH","control","Heart.attack","in_top_panel"
"RSV_genus613","Lachnospiraceae ND3007 group","Firmicutes",0.000447033738588198,0.000855891181774918,-0.236084965903449,-0.204271771428975,FALSE
"RSV_genus614","Lachnospiraceae NK3A20 group","Firmicutes",0.000669421183977307,0.000855891181774918,-0.251359414039295,-0.228487270096122,FALSE
"RSV_genus615","Lachnospiraceae NK4A136 group","Firmicutes",9.33969556715108e-05,0.000855891181774918,-0.191958843885353,-0.0579723931118828,FALSE
"RSV_genus616","Lachnospiraceae UCG-001","Firmicutes",0.000844625455453243,0.000976124029356143,-0.232702898121048,-0.228487270096122,FALSE
"RSV_genus617","Lachnospiraceae UCG-002","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus618","Lachnospiraceae UCG-003","Firmicutes",0.000609164555033532,0.000855891181774918,-0.252687113263268,-0.228487270096122,FALSE
"RSV_genus619","Lachnospiraceae UCG-004","Firmicutes",0.000717977158308824,0.000875899846389038,-0.249006657898322,-0.228487270096122,FALSE
"RSV_genus620","Lachnospiraceae UCG-005","Firmicutes",0.00016910745580472,0.000855891181774918,-0.219513799115782,-0.142824755062295,FALSE
"RSV_genus621","Lachnospiraceae UCG-008","Firmicutes",0.000620796382211664,0.000855891181774918,-0.252316984279135,-0.228487270096122,FALSE
"RSV_genus622","Lachnospiraceae UCG-010","Firmicutes",0.000672785564371034,0.000855891181774918,-0.251464178086073,-0.228487270096122,FALSE
"RSV_genus623","Lactonifactor","Firmicutes",0.000703194386599933,0.000866644422821118,-0.207796818766659,-0.205341541881573,FALSE
"RSV_genus624","Marvinbryantia","Firmicutes",0.000168490772871963,0.000855891181774918,-0.240765513183796,-0.190027358383898,FALSE
"RSV_genus625","Moryella","Firmicutes",0.00201361628009165,0.00217353435155307,-0.00480693106777464,-0.00402530524854175,FALSE
"RSV_genus627","Oribacterium","Firmicutes",1.95622081904822e-05,0.000690962127254033,4.61259073823341,3.73481027130685,TRUE
"RSV_genus628","Pseudobutyrivibrio","Firmicutes",0.000602790390875748,0.000855891181774918,-0.252920854663914,-0.228487270096122,FALSE
"RSV_genus629","Roseburia","Firmicutes",0.0011843889260916,0.00131070563495229,-0.226130239424578,-0.228487270096122,FALSE
"RSV_genus630","Shuttleworthia","Firmicutes",0.123804802562275,0.127504412457412,1.18769183666653,1.12899251570392,FALSE
"RSV_genus631","Stomatobaculum","Firmicutes",0.031342153478683,0.0327683403108657,4.41896292312355,4.01219450847041,FALSE
"RSV_genus632","Syntrophococcus","Firmicutes",0.000610190223404914,0.000855891181774918,-0.252886145931283,-0.228487270096122,FALSE
"RSV_genus633","Tyzzerella","Firmicutes",0.000362123004027408,0.000855891181774918,-0.248592563141068,-0.184103023507317,FALSE
"RSV_genus634","Tyzzerella 3","Firmicutes",0.000554926306668086,0.000855891181774918,-0.25401179868196,-0.200640291138673,FALSE
"RSV_genus635","Tyzzerella 4","Firmicutes",0.00018794273629648,0.000855891181774918,-0.25401179868196,-0.20168817423348,FALSE
"RSV_genus636","[Eubacterium] hallii group","Firmicutes",0.000888699222971616,0.00101852108095916,-0.240708021461744,-0.228487270096122,FALSE
"RSV_genus637","[Eubacterium] ruminantium group","Firmicutes",0.000651195013224399,0.000855891181774918,-0.247973155783009,-0.228487270096122,FALSE
"RSV_genus638","[Eubacterium] ventriosum group","Firmicutes",0.000715592673251355,0.00087521790834925,-0.246549835158793,-0.204789930589799,FALSE
"RSV_genus639","[Ruminococcus] gauvreauii group","Firmicutes",0.000696489730359391,0.000864978455674668,-0.245077415368094,-0.228487270096122,FALSE
"RSV_genus641","Desulfotomaculum","Firmicutes",0.000610190223404914,0.000855891181774918,-0.252290244487236,-0.228487270096122,FALSE
"RSV_genus643","Pelotomaculum","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus644","Peptococcus","Firmicutes",2.67659397976392e-05,0.000855891181774918,2.45267295783434,1.55880772658871,TRUE
"RSV_genus645","Acetoanaerobium","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus646","Filifactor","Firmicutes",0.00340778775018507,0.00361772846966842,2.5345874401746,1.68502645633369,TRUE
"RSV_genus647","Intestinibacter","Firmicutes",0.00017555205563321,0.000855891181774918,-0.25401179868196,-0.201324416845285,FALSE
"RSV_genus649","Peptoclostridium","Firmicutes",0.000888699222971616,0.00101852108095916,1.68801906205684,0.980650627970498,TRUE
"RSV_genus650","Peptostreptococcus","Firmicutes",0.000374297063710532,0.000855891181774918,4.22674507774573,3.34506738300332,TRUE
"RSV_genus651","Romboutsia","Firmicutes",0.001527477781207,0.00166367501000536,-0.217990210207472,-0.228487270096122,FALSE
"RSV_genus652","Terrisporobacter","Firmicutes",0.000197636097992329,0.000855891181774918,-0.25013116374951,-0.196747337902068,FALSE
"RSV_genus653","Acetanaerobacterium","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus654","Anaerofilum","Firmicutes",0.000593970799912055,0.000855891181774918,-0.244190036798504,-0.178974333272326,FALSE
"RSV_genus655","Anaerotruncus","Firmicutes",0.000531215892846568,0.000855891181774918,-0.239560906460654,-0.162992074793032,FALSE
"RSV_genus656","Candidatus Soleaferrea","Firmicutes",0.0015107561672908,0.00164918518261948,-0.221201239291912,-0.179736992534958,FALSE
"RSV_genus657","Ethanoligenens","Firmicutes",6.06528422145122e-05,0.000855891181774918,-0.25010706964394,-0.173194532345731,FALSE
"RSV_genus658","Faecalibacterium","Firmicutes",9.16475758828975e-05,0.000855891181774918,0.0202519531600351,0.237012255867263,FALSE
"RSV_genus659","Fastidiosipila","Firmicutes",0.00291204650032961,0.0031119876775394,-0.200964549472256,-0.183202506279472,FALSE
"RSV_genus660","Flavonifractor","Firmicutes",0.000490773935743083,0.000855891181774918,-0.244654983817894,-0.187932294640026,FALSE
"RSV_genus661","Hydrogenoanaerobacterium","Firmicutes",0.000368643821660933,0.000855891181774918,-0.253359300696079,-0.206564626015254,FALSE
"RSV_genus662","Intestinimonas","Firmicutes",0.000156090552684333,0.000855891181774918,-0.223375938005578,-0.152300779917855,FALSE
"RSV_genus664","Oscillibacter","Firmicutes",0.000662462237730843,0.000855891181774918,-0.250017917476863,-0.228487270096122,FALSE
"RSV_genus665","Oscillospira","Firmicutes",0.000156305528402915,0.000855891181774918,-0.244772540785444,-0.157942412460836,FALSE
"RSV_genus666","Pseudoflavonifractor","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus667","Ruminiclostridium","Firmicutes",0.000571116075531554,0.000855891181774918,-0.229881018950102,-0.195951693260478,FALSE
"RSV_genus668","Ruminiclostridium 1","Firmicutes",0.000637695720128328,0.000855891181774918,-0.252798322895297,-0.228487270096122,FALSE
"RSV_genus669","Ruminiclostridium 5","Firmicutes",0.00112053176993964,0.00125007301501936,-0.22407509256214,-0.193492872128412,FALSE
"RSV_genus670","Ruminiclostridium 6","Firmicutes",0.000515425202494659,0.000855891181774918,-0.194846289014514,-0.170636900765792,FALSE
"RSV_genus671","Ruminiclostridium 9","Firmicutes",0.000253445442867929,0.000855891181774918,-0.239042294086442,-0.12294297349708,FALSE
"RSV_genus672","Ruminococcaceae NK4A214 group","Firmicutes",0.000609677188501148,0.000855891181774918,-0.229392655113441,-0.17038521528437,FALSE
"RSV_genus673","Ruminococcaceae UCG-002","Firmicutes",3.17811144112491e-05,0.000855891181774918,-0.106318322394895,0.116459749874929,FALSE
"RSV_genus674","Ruminococcaceae UCG-003","Firmicutes",3.86070115918804e-05,0.000855891181774918,-0.219907264003293,-0.0646860373880255,FALSE
"RSV_genus675","Ruminococcaceae UCG-004","Firmicutes",0.000635826727760393,0.000855891181774918,-0.251096515700417,-0.228487270096122,FALSE
"RSV_genus676","Ruminococcaceae UCG-005","Firmicutes",9.33087428660747e-05,0.000855891181774918,-0.231486569297524,-0.136257484961461,FALSE
"RSV_genus677","Ruminococcaceae UCG-007","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus678","Ruminococcaceae UCG-008","Firmicutes",0.000197278776941641,0.000855891181774918,-0.242860501285933,-0.18032667519724,FALSE
"RSV_genus679","Ruminococcaceae UCG-009","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus680","Ruminococcaceae UCG-010","Firmicutes",0.000149356459967067,0.000855891181774918,-0.249429296964153,-0.173884181159835,FALSE
"RSV_genus681","Ruminococcaceae UCG-011","Firmicutes",0.000596227150204652,0.000855891181774918,-0.253506957326854,-0.228487270096122,FALSE
"RSV_genus682","Ruminococcaceae UCG-013","Firmicutes",0.00116273883143066,0.00129118869082921,-0.237172591560994,-0.228487270096122,FALSE
"RSV_genus683","Ruminococcaceae UCG-014","Firmicutes",0.0709013875969217,0.0736489117664472,3.66913505446238,3.13719575791295,FALSE
"RSV_genus684","Ruminococcus 1","Firmicutes",0.000140218662392305,0.000855891181774918,-0.198242944973328,-0.105604130348409,FALSE
"RSV_genus685","Ruminococcus 2","Firmicutes",3.65758076116585e-05,0.000855891181774918,-0.0376334924349526,0.135878080673285,FALSE
"RSV_genus686","Saccharofermentans","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus687","Subdoligranulum","Firmicutes",0.00150305002549366,0.00164449350861835,-0.15623956586244,-0.156256044549868,FALSE
"RSV_genus688","[Eubacterium] coprostanoligenes group","Firmicutes",0.000310278068612119,0.000855891181774918,-0.228560921261375,-0.177150918304654,FALSE
"RSV_genus689","Pelospora","Firmicutes",0.00106459236536037,0.00119457166578227,-0.176787292270145,-0.180085898471029,FALSE
"RSV_genus692","Caldicellulosiruptor","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus693","Thermoanaerobacterium","Firmicutes",0.000792057223103897,0.000928718372169211,-0.246606941774408,-0.228487270096122,FALSE
"RSV_genus695","Caldanaerobius","Firmicutes",0.000583299749788548,0.000855891181774918,-0.25265944177493,-0.228487270096122,FALSE
"RSV_genus696","Syntrophaceticus","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus697","Allobaculum","Firmicutes",0.000611731739609786,0.000855891181774918,-0.252539456632493,-0.228487270096122,FALSE
"RSV_genus698","Bulleidia","Firmicutes",0.554267419101,0.560658343220613,1.44722834947627,1.10108308303133,FALSE
"RSV_genus699","Candidatus Stoquefichus","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus700","Catenibacterium","Firmicutes",0.000786191091395583,0.000925996268409527,-0.242091786403859,-0.207992438704683,FALSE
"RSV_genus701","Coprobacillus","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus702","Dielma","Firmicutes",0.000355400076643879,0.000855891181774918,-0.251821807729286,-0.216638600342961,FALSE
"RSV_genus703","Eggerthia","Firmicutes",0.723541030093986,0.725797395052699,0.702832627083965,0.484894942578661,FALSE
"RSV_genus704","Erysipelatoclostridium","Firmicutes",0.000301258356822774,0.000855891181774918,-0.239029993290561,-0.200006889667274,FALSE
"RSV_genus705","Erysipelothrix","Firmicutes",0.000318709352758823,0.000855891181774918,-0.233026227803242,-0.202465710799341,FALSE
"RSV_genus706","Erysipelotrichaceae UCG-001","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus707","Erysipelotrichaceae UCG-003","Firmicutes",0.000992542269664191,0.00112246085469382,-0.204190926233242,-0.186689414299355,FALSE
"RSV_genus708","Erysipelotrichaceae UCG-004","Firmicutes",0.00363868181716387,0.00385014029995958,-0.221850767764194,-0.228487270096122,FALSE
"RSV_genus709","Erysipelotrichaceae UCG-006","Firmicutes",0.673176360606167,0.677388100088583,0.646772693848223,0.354287982486184,FALSE
"RSV_genus710","Faecalitalea","Firmicutes",0.000603298030581085,0.000855891181774918,-0.252143663680167,-0.228487270096122,FALSE
"RSV_genus711","Holdemanella","Firmicutes",0.00106244381464247,0.00119354863926658,-0.240947688355507,-0.228487270096122,FALSE
"RSV_genus712","Holdemania","Firmicutes",0.000369768044032939,0.000855891181774918,-0.25305074357285,-0.195051176032634,FALSE
"RSV_genus713","Incertae Sedis","Firmicutes",8.81158651856698e-05,0.000855891181774918,-0.205804711254606,-0.0584248365866012,FALSE
"RSV_genus715","Sharpea","Firmicutes",0.000606352233799195,0.000855891181774918,-0.252903086942075,-0.228487270096122,FALSE
"RSV_genus716","Solobacterium","Firmicutes",0.566186496069057,0.572115150478157,4.43608211916567,4.17569744089352,FALSE
"RSV_genus717","Turicibacter","Firmicutes",0.00139061888395187,0.0015284136936373,-0.21983064360783,-0.228487270096122,FALSE
"RSV_genus718","[Anaerorhabdus] furcosa group","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus720","Acidaminococcus","Firmicutes",0.00200975050060115,0.002171790854513,-0.220358719529134,-0.228487270096122,FALSE
"RSV_genus722","Phascolarctobacterium","Firmicutes",0.000172537337298421,0.000855891181774918,-0.173459995911847,-0.0151660247517291,FALSE
"RSV_genus723","Succiniclasticum","Firmicutes",0.000733048226772946,0.000882400600967082,-0.249607199502522,-0.228487270096122,FALSE
"RSV_genus725","Allisonella","Firmicutes",0.000786191091395583,0.000925996268409527,-0.247619671917129,-0.228487270096122,FALSE
"RSV_genus726","Anaeroglobus","Firmicutes",0.491675046377922,0.498913164831435,2.29697846935469,2.26847984732699,FALSE
"RSV_genus727","Anaerovibrio","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus728","Centipeda","Firmicutes",0.000137460935468195,0.000855891181774918,0.0905494137160619,0.155594156445692,FALSE
"RSV_genus729","Dialister","Firmicutes",0.107167241483982,0.110724184188483,3.93311656875776,3.45974153466692,FALSE
"RSV_genus730","Megamonas","Firmicutes",0.0007096636128287,0.000871279117531419,-0.247088025006501,-0.228487270096122,FALSE
"RSV_genus731","Megasphaera","Firmicutes",0.482585425707728,0.490205195587323,4.76103532279399,4.51261549388412,FALSE
"RSV_genus732","Mitsuokella","Firmicutes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus734","Negativicoccus","Firmicutes",0.000682688342121598,0.00086116895444097,-0.251444699322435,-0.228487270096122,FALSE
"RSV_genus735","Selenomonas","Firmicutes",0.606089141710116,0.611795001830817,2.43891137317463,2.16208441059307,FALSE
"RSV_genus736","Selenomonas 3","Firmicutes",0.00346327294406103,0.00367259163848231,3.60313992733978,2.9752422667774,FALSE
"RSV_genus737","Selenomonas 4","Firmicutes",0.214628105097815,0.219402670995118,0.784101364818547,0.73649679718485,FALSE
"RSV_genus738","Sporomusa","Firmicutes",0.000635560145188955,0.000855891181774918,-0.252373120724811,-0.228487270096122,FALSE
"RSV_genus739","Thermosinus","Firmicutes",0.000609164555033532,0.000855891181774918,-0.253025618710692,-0.228487270096122,FALSE
"RSV_genus740","Veillonella","Firmicutes",0.709041238895164,0.71273416201441,7.75847788336771,7.68498194911462,FALSE
"RSV_genus741","Cetobacterium","Fusobacteria",0.000361965315371447,0.000855891181774918,-0.234521269873077,-0.177875488731645,FALSE
"RSV_genus742","Fusobacterium","Fusobacteria",0.00072306871968281,0.000878034948614189,6.85932394234698,6.19623633939516,TRUE
"RSV_genus744","Psychrilyobacter","Fusobacteria",0.000461060721453058,0.000855891181774918,-0.25401179868196,-0.216638600342961,FALSE
"RSV_genus746","Leptotrichia","Fusobacteria",0.414888496292174,0.422328479875472,6.37410316011363,5.98882047940278,FALSE
"RSV_genus748","Sebaldella","Fusobacteria",0.000615860184510022,0.000855891181774918,-0.252201961355093,-0.228487270096122,FALSE
"RSV_genus749","Sneathia","Fusobacteria",0.00118819196645518,0.00131340807288574,-0.0204582372785899,0.122610978884001,FALSE
"RSV_genus750","Streptobacillus","Fusobacteria",0.87563164326678,0.87563164326678,0.75474388649384,0.345482734354457,FALSE
"RSV_genus754","Gemmatimonas","Gemmatimonadetes",0.000252881439660691,0.000855891181774918,-0.241012249575656,-0.197624723834206,FALSE
"RSV_genus762","Victivallis","Lentisphaerae",0.000691284101664006,0.000861872297294271,-0.249996926384737,-0.228487270096122,FALSE
"RSV_genus768","Nitrospira","Nitrospirae",0.000182061490396699,0.000855891181774918,-0.253611721373632,-0.176502493084358,FALSE
"RSV_genus776","AKYG587","Planctomycetes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus778","SM1A02","Planctomycetes",0.000610703660032405,0.000855891181774918,-0.253611721373632,-0.228487270096122,FALSE
"RSV_genus779","Urania-1B-19 marine sediment group","Planctomycetes",0.000592470984852843,0.000855891181774918,-0.252064563601582,-0.228487270096122,FALSE
"RSV_genus782","CPla-4 termite group","Planctomycetes",0.000586506907840389,0.000855891181774918,-0.252539456632493,-0.228487270096122,FALSE
"RSV_genus783","Gemmata","Planctomycetes",0.000361650130663758,0.000855891181774918,-0.251061442619522,-0.169523898007832,FALSE
"RSV_genus784","Isosphaera","Planctomycetes",0.000639033842043175,0.000855891181774918,-0.252054304724318,-0.228487270096122,FALSE
"RSV_genus786","Pir4 lineage","Planctomycetes",0.000242711554621472,0.000855891181774918,-0.241104288003657,-0.219097421475027,FALSE
"RSV_genus787","Pirellula","Planctomycetes",0.000301125613162948,0.000855891181774918,-0.244534727304535,-0.192175344950401,FALSE
"RSV_genus788","Planctomyces","Planctomycetes",0.000181400476411023,0.000855891181774918,-0.236286260722004,-0.146944474745403,FALSE
"RSV_genus789","Rhodopirellula","Planctomycetes",0.000706716230226967,0.000869851305461092,-0.249326489320258,-0.228487270096122,FALSE
"RSV_genus790","Rubripirellula","Planctomycetes",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus791","Singulisphaera","Planctomycetes",0.00037527429055902,0.000855891181774918,-0.250270074279614,-0.176699892356107,FALSE
"RSV_genus794","Asticcacaulis","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus795","Brevundimonas","Proteobacteria",8.62552344064653e-05,0.000855891181774918,-0.196307504854202,0.00857540349436625,FALSE
"RSV_genus796","Caulobacter","Proteobacteria",0.000797634735483419,0.000934123203569781,-0.239839073193036,-0.228487270096122,FALSE
"RSV_genus798","Phenylobacterium","Proteobacteria",0.00040032078051444,0.000855891181774918,-0.230134526382573,-0.19634026056028,FALSE
"RSV_genus799","Hirschia","Proteobacteria",0.000690132216841343,0.000861872297294271,-0.249097567616471,-0.228487270096122,FALSE
"RSV_genus800","Hyphomonas","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus801","Robiginitomaculum","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus802","Woodsholea","Proteobacteria",0.000183974542207739,0.000855891181774918,-0.25014955601924,-0.205931224543855,FALSE
"RSV_genus807","Aurantimonas","Proteobacteria",0.000590227870960933,0.000855891181774918,-0.253611721373632,-0.228487270096122,FALSE
"RSV_genus808","Aureimonas","Proteobacteria",0.000718873241803231,0.000875899846389038,-0.245176490747696,-0.228487270096122,FALSE
"RSV_genus809","Martelella","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus812","Bartonella","Proteobacteria",0.000636093414342166,0.000855891181774918,-0.251763515322928,-0.228487270096122,FALSE
"RSV_genus813","Chelatococcus","Proteobacteria",0.000610190223404914,0.000855891181774918,-0.252189531272657,-0.228487270096122,FALSE
"RSV_genus814","Methylorosula","Proteobacteria",0.000602790390875748,0.000855891181774918,-0.252277576564408,-0.228487270096122,FALSE
"RSV_genus815","Methylovirgula","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus817","Afipia","Proteobacteria",0.000636360204971374,0.000855891181774918,-0.25233841199218,-0.228487270096122,FALSE
"RSV_genus818","Bosea","Proteobacteria",0.00138622140182867,0.00152531773405321,-0.220408666882878,-0.213173086598446,FALSE
"RSV_genus819","Bradyrhizobium","Proteobacteria",0.000251756962649057,0.000855891181774918,-0.169874721715881,-0.117494695753563,FALSE
"RSV_genus821","Nitrobacter","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus822","Oligotropha","Proteobacteria",0.000581334237398334,0.000855891181774918,-0.25401179868196,-0.228487270096122,FALSE
"RSV_genus823","Rhodopseudomonas","Proteobacteria",0.000583545873390125,0.000855891181774918,-0.252259364466602,-0.228487270096122,FALSE
"RSV_genus824","Salinarimonas","Proteobacteria",0.000609933655755542,0.000855891181774918,-0.252839593356079,-0.228487270096122,FALSE
"RSV_genus825","Tardiphaga","Proteobacteria",0.000607884725762092,0.000855891181774918,-0.253425696019019,-0.228487270096122,FALSE
"RSV_genus826","Brucella","Proteobacteria",0.000262865069073159,0.000855891181774918,-0.235854141957715,-0.167073705860392,FALSE
"RSV_genus828","Ochrobactrum","Proteobacteria",0.000857207573636505,0.000985577075347577,-0.243094429597696,-0.228487270096122,FALSE
