"OTU","Genus","Phylum","p_value","p_adj_BH","control","Angina","in_top_panel"
"RSV_genus104","Ornithinibacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus105","Ornithinimicrobium","Actinobacteria",0.00107233355574678,0.00159587888504181,-0.250929880190859,-0.223097576429212,FALSE
"RSV_genus106","Phycicoccus","Actinobacteria",0.0011032180343418,0.00159587888504181,-0.249887915455313,-0.223097576429212,FALSE
"RSV_genus107","Serinicoccus","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus108","Terrabacter","Actinobacteria",0.00102967614883418,0.00159587888504181,-0.252959223387751,-0.223097576429212,FALSE
"RSV_genus109","Tetrasphaera","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus110","Agromyces","Actinobacteria",0.00106445806832355,0.00159587888504181,-0.25145658758076,-0.223097576429212,FALSE
"RSV_genus111","Candidatus Limnoluna","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus112","Candidatus Rhodoluna","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus113","Clavibacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.251459868378263,-0.223097576429212,FALSE
"RSV_genus114","Cryobacterium","Actinobacteria",0.000944506762622763,0.00159587888504181,-0.251626638178597,-0.170399298513298,FALSE
"RSV_genus115","Curtobacterium","Actinobacteria",0.00118344489734836,0.00159723681949813,-0.243956150729507,-0.223097576429212,FALSE
"RSV_genus116","Frondihabitans","Actinobacteria",0.00109513291957344,0.00159587888504181,-0.250423963919342,-0.223097576429212,FALSE
"RSV_genus117","Gryllotalpicola","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus118","Herbiconiux","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus119","Leifsonia","Actinobacteria",0.00102263112900842,0.00159587888504181,-0.253303164250403,-0.223097576429212,FALSE
"RSV_genus120","Leucobacter","Actinobacteria",0.00106895177000031,0.00159587888504181,-0.249770700073958,-0.223097576429212,FALSE
"RSV_genus121","Lysinimonas","Actinobacteria",0.00106838909915481,0.00159587888504181,-0.247981444849969,-0.223097576429212,FALSE
"RSV_genus122","Marisediminicola","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus123","Microbacterium","Actinobacteria",0.00111369429107745,0.00159587888504181,-0.249668623611775,-0.223097576429212,FALSE
"RSV_genus124","Microcella","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus126","Pseudoclavibacter","Actinobacteria",0.00102263112900842,0.00159587888504181,-0.252310113017553,-0.223097576429212,FALSE
"RSV_genus127","Schumannella","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus128","Arthrobacter","Actinobacteria",0.00125525271107807,0.0016369173867437,-0.243347897971536,-0.223097576429212,FALSE
"RSV_genus129","Auritidibacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus130","Citricoccus","Actinobacteria",0.00109570860549492,0.00159587888504181,-0.24582264583652,-0.223097576429212,FALSE
"RSV_genus131","Kocuria","Actinobacteria",0.0024266353237255,0.00275442313634038,-0.218178423617696,-0.223097576429212,FALSE
"RSV_genus132","Micrococcus","Actinobacteria",0.000936508223273978,0.00159587888504181,-0.189689559503734,-0.153343263249407,FALSE
"RSV_genus134","Nesterenkonia","Actinobacteria",0.000451536241707979,0.00159587888504181,-0.236878083977377,-0.178304801915938,FALSE
"RSV_genus135","Rothia","Actinobacteria",0.00670327008405872,0.00734240139740825,8.27047313453778,8.57737832414073,FALSE
"RSV_genus136","Sinomonas","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus137","Zhihengliuella","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus139","Cellulosimicrobium","Actinobacteria",0.00102913263368811,0.00159587888504181,-0.252959223387751,-0.223097576429212,FALSE
"RSV_genus140","Isoptericola","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus142","Promicromonospora","Actinobacteria",0.00103786081879979,0.00159587888504181,-0.252247710158122,-0.223097576429212,FALSE
"RSV_genus143","Rarobacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus144","Sanguibacter","Actinobacteria",0.00103076397616255,0.00159587888504181,-0.253211644065304,-0.223097576429212,FALSE
"RSV_genus145","Actinoplanes","Actinobacteria",0.00118159127442541,0.00159723681949813,-0.23754885679381,-0.223097576429212,FALSE
"RSV_genus146","Asanoa","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus147","Catellatospora","Actinobacteria",0.00102101170328997,0.00159587888504181,-0.252839593356079,-0.223097576429212,FALSE
"RSV_genus148","Catenuloplanes","Actinobacteria",0.00107233355574678,0.00159587888504181,-0.250999209239707,-0.223097576429212,FALSE
"RSV_genus149","Dactylosporangium","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus150","Longispora","Actinobacteria",0.00103786081879979,0.00159587888504181,-0.253359300696079,-0.223097576429212,FALSE
"RSV_genus151","Micromonospora","Actinobacteria",0.00103731330667443,0.00159587888504181,-0.252449358972874,-0.223097576429212,FALSE
"RSV_genus153","Plantactinospora","Actinobacteria",0.00115048731931214,0.00159587888504181,-0.24233061229893,-0.223097576429212,FALSE
"RSV_genus154","Stackebrandtia","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus155","Verrucosispora","Actinobacteria",0.00102209105647917,0.00159587888504181,-0.253025618710692,-0.223097576429212,FALSE
"RSV_genus156","Virgisporangium","Actinobacteria",0.00107289814794775,0.00159587888504181,-0.252920854663914,-0.223097576429212,FALSE
"RSV_genus160","Aeromicrobium","Actinobacteria",0.00108710263269141,0.00159587888504181,-0.248394708957934,-0.223097576429212,FALSE
"RSV_genus161","Kribbella","Actinobacteria",0.001076857999157,0.00159587888504181,-0.250149150263143,-0.223097576429212,FALSE
"RSV_genus162","Marmoricola","Actinobacteria",0.0011625936333517,0.00159587888504181,-0.246853236450811,-0.223097576429212,FALSE
"RSV_genus163","Mumia","Actinobacteria",0.00102967614883418,0.00159587888504181,-0.252444404256175,-0.223097576429212,FALSE
"RSV_genus165","Nocardioides","Actinobacteria",0.00178654321265888,0.00208718426176249,-0.213445497831331,-0.223097576429212,FALSE
"RSV_genus166","Aestuariimicrobium","Actinobacteria",0.00103294282226347,0.00159587888504181,-0.253359300696079,-0.223097576429212,FALSE
"RSV_genus167","Microlunatus","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus168","Micropruina","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus170","Propionibacterium","Actinobacteria",0.00147341277356902,0.00178623533479159,-0.129025594870461,0.0440154578640639,FALSE
"RSV_genus171","Propioniciclava","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus172","Tessaracoccus","Actinobacteria",0.000729725221395303,0.00159587888504181,-0.110770979847848,-0.098962370538402,FALSE
"RSV_genus173","Actinomycetospora","Actinobacteria",0.00110437754622623,0.00159587888504181,-0.246697751652131,-0.223097576429212,FALSE
"RSV_genus174","Actinophytocola","Actinobacteria",0.00106109926771722,0.00159587888504181,-0.24717602953672,-0.223097576429212,FALSE
"RSV_genus175","Crossiella","Actinobacteria",0.00103950496011513,0.00159587888504181,-0.249858648902031,-0.223097576429212,FALSE
"RSV_genus176","Lentzea","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus178","Prauserella","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus179","Pseudonocardia","Actinobacteria",0.00133382443769362,0.00167638633594103,-0.240925595788954,-0.223097576429212,FALSE
"RSV_genus180","Saccharopolyspora","Actinobacteria",0.001076857999157,0.00159587888504181,-0.25132234823656,-0.223097576429212,FALSE
"RSV_genus181","Sciscionella","Actinobacteria",0.00102101170328997,0.00159587888504181,-0.252207054669723,-0.223097576429212,FALSE
"RSV_genus183","Kitasatospora","Actinobacteria",0.00111310987206514,0.00159587888504181,-0.250855574517173,-0.223097576429212,FALSE
"RSV_genus185","Streptacidiphilus","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus186","Streptomyces","Actinobacteria",0.00111019202814464,0.00159587888504181,-0.248932927259983,-0.223097576429212,FALSE
"RSV_genus188","Nocardiopsis","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus190","Actinoallomurus","Actinobacteria",0.00103786081879979,0.00159587888504181,-0.251683469929611,-0.223097576429212,FALSE
"RSV_genus191","Actinomadura","Actinobacteria",0.00102101170328997,0.00159587888504181,-0.251384521036603,-0.223097576429212,FALSE
"RSV_genus192","Adlercreutzia","Actinobacteria",0.00102696122714486,0.00159587888504181,-0.2529800385421,-0.223097576429212,FALSE
"RSV_genus193","Atopobium","Actinobacteria",0.950323319736607,0.950323319736607,5.18889180187533,5.28087856217055,FALSE
"RSV_genus194","Collinsella","Actinobacteria",0.00127167346243522,0.00164059477439838,-0.246999874586425,-0.223097576429212,FALSE
"RSV_genus195","Coriobacteriaceae UCG-003","Actinobacteria",0.00175338962251899,0.00205591857318448,-0.239191834345369,-0.223097576429212,FALSE
"RSV_genus196","Cryptobacterium","Actinobacteria",0.415685430433291,0.42269382546694,0.737081329320114,0.69522508713031,FALSE
"RSV_genus197","Eggerthella","Actinobacteria",0.00125721281201375,0.00163726094951858,-0.244062334983803,-0.223097576429212,FALSE
"RSV_genus198","Enterorhabdus","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus199","Gordonibacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus201","Olsenella","Actinobacteria",0.883009795306092,0.885763464106423,0.760097556427441,0.530369306154428,FALSE
"RSV_genus202","Parvibacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus203","Senegalimassilia","Actinobacteria",0.00130511144718222,0.0016658337902059,-0.221962721206417,-0.203293371270356,FALSE
"RSV_genus204","Slackia","Actinobacteria",0.034263189893514,0.0366969791867269,0.0118381452928069,-0.0114299978488728,FALSE
"RSV_genus207","Euzebya","Actinobacteria",0.001076857999157,0.00159587888504181,-0.250980622992832,-0.223097576429212,FALSE
"RSV_genus208","Nitriliruptor","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus209","Rubrobacter","Actinobacteria",0.00151325955878074,0.00182081729953044,-0.242356814756623,-0.223097576429212,FALSE
"RSV_genus211","Gaiella","Actinobacteria",0.00146209950606063,0.00178238817324451,-0.235798733642792,-0.223097576429212,FALSE
"RSV_genus217","Conexibacter","Actinobacteria",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus221","Patulibacter","Actinobacteria",0.00109974624983593,0.00159587888504181,-0.247845942174941,-0.223097576429212,FALSE
"RSV_genus223","Solirubrobacter","Actinobacteria",0.00146661517195266,0.00178430596225195,-0.232384663596915,-0.223097576429212,FALSE
"RSV_genus226","Armatimonas","Armatimonadetes",0.00101563074431991,0.00159587888504181,-0.253211644065304,-0.223097576429212,FALSE
"RSV_genus228","Candidatus Caldatribacterium","Atribacteria",0.00101402158250995,0.00159587888504181,-0.252076909396074,-0.223097576429212,FALSE
"RSV_genus231","Bacteroides","Bacteroidetes",0.0355598397433802,0.038001379127754,0.733553930971457,0.960607803666847,FALSE
"RSV_genus233","Phocaeicola","Bacteroidetes",0.377717138141612,0.384896555762044,0.640182934721791,0.49760240467965,FALSE
"RSV_genus242","Barnesiella","Bacteroidetes",0.00256160839549408,0.00289455749607938,-0.211519022506979,-0.223097576429212,FALSE
"RSV_genus243","Butyricimonas","Bacteroidetes",0.000302590438422145,0.00159587888504181,-0.233135362660541,-0.146307884890867,FALSE
"RSV_genus244","Coprobacter","Bacteroidetes",0.00197594201351458,0.00227539861938135,0.0358143850381782,0.149645391114743,FALSE
"RSV_genus245","Dysgonomonas","Bacteroidetes",0.00108710263269141,0.00159587888504181,-0.252008427155906,-0.223097576429212,FALSE
"RSV_genus246","Macellibacteroides","Bacteroidetes",0.000651716996474582,0.00159587888504181,-0.24076156467435,-0.203293371270356,FALSE
"RSV_genus247","Microbacter","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus249","Odoribacter","Bacteroidetes",0.0405711300183256,0.0431655352455173,0.0245850571421666,-0.0974247896213682,FALSE
"RSV_genus250","Paludibacter","Bacteroidetes",0.00111194188464258,0.00159587888504181,-0.249387499015641,-0.223097576429212,FALSE
"RSV_genus251","Parabacteroides","Bacteroidetes",0.00295530180053665,0.00330842950988151,-0.154164308461951,-0.0870636687821862,FALSE
"RSV_genus252","Petrimonas","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus253","Porphyromonas","Bacteroidetes",0.0496424175305567,0.0526427834252607,6.23383789673516,5.64782254778175,FALSE
"RSV_genus254","Proteiniphilum","Bacteroidetes",0.000390121738212457,0.00159587888504181,-0.242451278438598,-0.168716683718207,FALSE
"RSV_genus255","Tannerella","Bacteroidetes",0.00165476460437714,0.00196898624318611,3.14736480229625,2.35926630760086,TRUE
"RSV_genus256","Alloprevotella","Bacteroidetes",8.27093072259118e-05,0.00159587888504181,6.50141378022809,5.48471830726066,TRUE
"RSV_genus258","Paraprevotella","Bacteroidetes",0.00145235948712669,0.00177633321302567,-0.240968665625628,-0.223097576429212,FALSE
"RSV_genus259","Prevotella","Bacteroidetes",0.167015839752611,0.173487928268321,6.84594426700938,6.54606068493477,FALSE
"RSV_genus260","Prevotella 1","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus261","Prevotella 2","Bacteroidetes",0.00141983528609506,0.00174762889168588,3.74920493956727,2.86102685223166,TRUE
"RSV_genus262","Prevotella 6","Bacteroidetes",0.521170885808186,0.526628172570575,4.84616072910044,4.55256532688703,FALSE
"RSV_genus263","Prevotella 7","Bacteroidetes",0.278838746077737,0.285646910790887,7.9949588843149,7.53148278597658,FALSE
"RSV_genus264","Prevotella 9","Bacteroidetes",0.00516771922649758,0.00567332088005707,-0.150985146741603,-0.223097576429212,FALSE
"RSV_genus265","Prevotellaceae Ga6A1 group","Bacteroidetes",0.00115410692282531,0.00159587888504181,-0.245400380130319,-0.223097576429212,FALSE
"RSV_genus266","Prevotellaceae NK3B31 group","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus267","Prevotellaceae UCG-001","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus268","Prevotellaceae UCG-003","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.253425696019019,-0.223097576429212,FALSE
"RSV_genus269","Prevotellaceae UCG-004","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus270","Prevotellaceae YAB2003 group","Bacteroidetes",0.00103076397616255,0.00159587888504181,-0.253611721373632,-0.223097576429212,FALSE
"RSV_genus271","Alistipes","Bacteroidetes",0.00064675552905448,0.00159587888504181,-0.144183997093122,0.0389912771349825,FALSE
"RSV_genus272","Blvii28 wastewater-sludge group","Bacteroidetes",0.00103185286699128,0.00159587888504181,-0.253506957326854,-0.223097576429212,FALSE
"RSV_genus274","Rikenellaceae RC9 gut group","Bacteroidetes",0.0437191814792401,0.0464636675412629,-0.0510545010237904,-0.164606939826039,FALSE
"RSV_genus275","dgA-11 gut group","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus276","vadinBC27 wastewater-sludge group","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus281","Algoriphagus","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.25032430020603,-0.223097576429212,FALSE
"RSV_genus283","Adhaeribacter","Bacteroidetes",0.00112131760042104,0.00159587888504181,-0.244410792087439,-0.223097576429212,FALSE
"RSV_genus284","Arcicella","Bacteroidetes",0.00104886737542301,0.00159587888504181,-0.251884835223339,-0.223097576429212,FALSE
"RSV_genus285","Chryseolinea","Bacteroidetes",0.00104115151132845,0.00159587888504181,-0.249836147962529,-0.223097576429212,FALSE
"RSV_genus286","Cytophaga","Bacteroidetes",0.00103130828858044,0.00159587888504181,-0.253002115971749,-0.223097576429212,FALSE
"RSV_genus287","Dyadobacter","Bacteroidetes",0.00110786284690576,0.00159587888504181,-0.249915456296011,-0.223097576429212,FALSE
"RSV_genus288","Emticicia","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.253077731181063,-0.223097576429212,FALSE
"RSV_genus289","Fibrisoma","Bacteroidetes",0.00105219034258897,0.00159587888504181,-0.25223920784057,-0.223097576429212,FALSE
"RSV_genus290","Flectobacillus","Bacteroidetes",0.00103457975306806,0.00159587888504181,-0.253611721373632,-0.223097576429212,FALSE
"RSV_genus291","Flexibacter","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus292","Hymenobacter","Bacteroidetes",0.00126969255446276,0.00164059477439838,-0.241942530133642,-0.223097576429212,FALSE
"RSV_genus293","Larkinella","Bacteroidetes",0.00100974201455257,0.00159587888504181,-0.253025618710692,-0.223097576429212,FALSE
"RSV_genus295","Nibribacter","Bacteroidetes",0.00106389758605307,0.00159587888504181,-0.248644658048995,-0.223097576429212,FALSE
"RSV_genus296","Ohtaekwangia","Bacteroidetes",0.00111252573662841,0.00159587888504181,-0.249696421378409,-0.223097576429212,FALSE
"RSV_genus297","Pontibacter","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.251855360801536,-0.223097576429212,FALSE
"RSV_genus298","Pseudarcicella","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.253303164250403,-0.223097576429212,FALSE
"RSV_genus299","Rhodocytophaga","Bacteroidetes",0.00108824647252079,0.00159587888504181,-0.247041033027077,-0.223097576429212,FALSE
"RSV_genus300","Rudanella","Bacteroidetes",0.00107629147965489,0.00159587888504181,-0.251216456390616,-0.223097576429212,FALSE
"RSV_genus301","Runella","Bacteroidetes",0.00108710263269141,0.00159587888504181,-0.251433493328747,-0.223097576429212,FALSE
"RSV_genus302","Siphonobacter","Bacteroidetes",0.00102967614883418,0.00159587888504181,-0.252459475347276,-0.223097576429212,FALSE
"RSV_genus303","Spirosoma","Bacteroidetes",0.00114988507314785,0.00159587888504181,-0.251444699322435,-0.223097576429212,FALSE
"RSV_genus304","Candidatus Amoebophilus","Bacteroidetes",0.00107007793416019,0.00159587888504181,-0.251432880770049,-0.223097576429212,FALSE
"RSV_genus306","Nafulsella","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.252420594074361,-0.223097576429212,FALSE
"RSV_genus310","Rubrivirga","Bacteroidetes",0.0010086747380259,0.00159587888504181,-0.252349617985868,-0.223097576429212,FALSE
"RSV_genus311","Blattabacterium","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus312","Candidatus Sulcia","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus313","Crocinitomix","Bacteroidetes",0.00119524704041548,0.0016000294050113,-0.250058442042839,-0.223097576429212,FALSE
"RSV_genus314","Fluviicola","Bacteroidetes",0.00108026291254717,0.00159587888504181,-0.250408944633641,-0.223097576429212,FALSE
"RSV_genus315","Lishizhenia","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus316","Owenweeksia","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus317","Aquimarina","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.252939533940821,-0.223097576429212,FALSE
"RSV_genus318","Bergeyella","Bacteroidetes",0.001325561815056,0.0016751699728894,4.41699207311735,3.75446634656229,TRUE
"RSV_genus319","Capnocytophaga","Bacteroidetes",0.00412695152578653,0.00456186508864146,4.44329858848612,3.60293747626134,TRUE
"RSV_genus320","Chryseobacterium","Bacteroidetes",0.00578161508268785,0.00634006653953839,-0.1828329686156,-0.184411144984894,FALSE
"RSV_genus321","Citreitalea","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.251970355831888,-0.223097576429212,FALSE
"RSV_genus322","Cloacibacterium","Bacteroidetes",0.0123310676607663,0.0133551967369691,0.458230862918999,0.655475276488602,FALSE
"RSV_genus323","Elizabethkingia","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus324","Empedobacter","Bacteroidetes",0.00123902793116535,0.00163118956831454,-0.24561082621051,-0.223097576429212,FALSE
"RSV_genus325","Epilithonimonas","Bacteroidetes",0.000794685108741242,0.00159587888504181,-0.25401179868196,-0.171132059861692,FALSE
"RSV_genus326","Flavobacterium","Bacteroidetes",0.00237919045154806,0.00270745139828288,-0.218495735399915,-0.193391268690928,FALSE
"RSV_genus327","Gillisia","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus328","Gramella","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus329","Imtechella","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus330","Moheibacter","Bacteroidetes",0.00111896684368108,0.00159587888504181,-0.246792983644863,-0.223097576429212,FALSE
"RSV_genus331","Myroides","Bacteroidetes",0.00105385547638733,0.00159587888504181,-0.252920854663914,-0.223097576429212,FALSE
"RSV_genus333","NS4 marine group","Bacteroidetes",0.00100123299162676,0.00159587888504181,-0.252429932177279,-0.223097576429212,FALSE
"RSV_genus334","NS5 marine group","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus335","Salinimicrobium","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.25130449446414,-0.223097576429212,FALSE
"RSV_genus336","Soonwooa","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus337","Subsaxibacter","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus342","Ferruginibacter","Bacteroidetes",0.00133451513011071,0.00167638633594103,-0.241227278596723,-0.223097576429212,FALSE
"RSV_genus343","Filimonas","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus344","Flavihumibacter","Bacteroidetes",0.00106782670230425,0.00159587888504181,-0.252854459340974,-0.223097576429212,FALSE
"RSV_genus345","Flavisolibacter","Bacteroidetes",0.00144639539003178,0.00177128369464552,-0.233087250574719,-0.223097576429212,FALSE
"RSV_genus346","Flavitalea","Bacteroidetes",0.00117358986622613,0.00159723681949813,-0.243830335524255,-0.223097576429212,FALSE
"RSV_genus347","Hydrotalea","Bacteroidetes",0.00114507758346887,0.00159587888504181,-0.249488143212491,-0.223097576429212,FALSE
"RSV_genus348","Lacibacter","Bacteroidetes",0.00103567237357976,0.00159587888504181,-0.253425696019019,-0.223097576429212,FALSE
"RSV_genus350","Niabella","Bacteroidetes",0.00108767441353825,0.00159587888504181,-0.250321121597655,-0.223097576429212,FALSE
"RSV_genus351","Parafilimonas","Bacteroidetes",0.00131871240096761,0.00167221743355288,-0.242100662546292,-0.223097576429212,FALSE
"RSV_genus352","Parasegetibacter","Bacteroidetes",0.00109398238680735,0.00159587888504181,-0.249659349538054,-0.223097576429212,FALSE
"RSV_genus353","Sediminibacterium","Bacteroidetes",0.00183967493265262,0.00214406559179925,-0.233790249293525,-0.223097576429212,FALSE
"RSV_genus354","Segetibacter","Bacteroidetes",0.00104115151132845,0.00159587888504181,-0.249742597331533,-0.223097576429212,FALSE
"RSV_genus355","Taibaiella","Bacteroidetes",0.00115955606657716,0.00159587888504181,-0.244289181727941,-0.223097576429212,FALSE
"RSV_genus356","Terrimonas","Bacteroidetes",0.00111369429107745,0.00159587888504181,-0.249468899472176,-0.223097576429212,FALSE
"RSV_genus361","Candidatus Aquirestis","Bacteroidetes",0.00120778774966934,0.0016026535520356,-0.247742816244443,-0.223097576429212,FALSE
"RSV_genus362","Haliscomenobacter","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus363","Lewinella","Bacteroidetes",0.00103786081879979,0.00159587888504181,-0.253211644065304,-0.223097576429212,FALSE
"RSV_genus365","Phaeodactylibacter","Bacteroidetes",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus366","Arcticibacter","Bacteroidetes",0.00101402158250995,0.00159587888504181,-0.251160078727431,-0.223097576429212,FALSE
"RSV_genus367","Mucilaginibacter","Bacteroidetes",0.00111662064413884,0.00159587888504181,-0.24986734374611,-0.223097576429212,FALSE
"RSV_genus369","Nubsella","Bacteroidetes",0.00125459997138431,0.0016369173867437,-0.245829375812705,-0.223097576429212,FALSE
"RSV_genus370","Olivibacter","Bacteroidetes",0.00103457975306806,0.00159587888504181,-0.253077731181063,-0.223097576429212,FALSE
"RSV_genus371","Pedobacter","Bacteroidetes",0.00135609097080649,0.00168420564585362,-0.247191885041082,-0.223097576429212,FALSE
"RSV_genus372","Solitalea","Bacteroidetes",0.00100070338803628,0.00159587888504181,-0.253173275341467,-0.223097576429212,FALSE
"RSV_genus373","Sphingobacterium","Bacteroidetes",0.000773569489204729,0.00159587888504181,-0.236755691461497,-0.181806551316409,FALSE
"RSV_genus380","Chlamydia","Chlamydiae",0.00103621908418276,0.00159587888504181,-0.253425696019019,-0.223097576429212,FALSE
"RSV_genus381","Criblamydia","Chlamydiae",0.00101777997025228,0.00159587888504181,-0.253359300696079,-0.223097576429212,FALSE
"RSV_genus383","Candidatus Protochlamydia","Chlamydiae",0.00103786081879979,0.00159587888504181,-0.252320469148405,-0.223097576429212,FALSE
"RSV_genus385","Parachlamydia","Chlamydiae",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus386","Candidatus Fritschea","Chlamydiae",0.00100017404379313,0.00159587888504181,-0.25401179868196,-0.223097576429212,FALSE
"RSV_genus388","Simkania","Chlamydiae",0.00148099970752195,0.00178869176190073,-0.244890487378695,-0.223097576429212,FALSE
