"OTU","Genus","Phylum","p_value","p_adj_BH","control","Gum.disease","in_top_panel"
"RSV_genus119","Leifsonia","Actinobacteria",1.22989106519536e-61,2.87268876007016e-61,-0.224237194926574,-0.273878869653688,FALSE
"RSV_genus120","Leucobacter","Actinobacteria",4.20852513777327e-61,6.51882304647064e-61,-0.224237194926574,-0.267635926414924,FALSE
"RSV_genus121","Lysinimonas","Actinobacteria",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.267931927555617,FALSE
"RSV_genus122","Marisediminicola","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus123","Microbacterium","Actinobacteria",1.81719846272726e-61,3.19662832899245e-61,-0.222280234407781,-0.271917061995352,FALSE
"RSV_genus124","Microcella","Actinobacteria",7.06685356080231e-62,2.87268876007016e-61,-0.223633154578761,-0.273878869653688,FALSE
"RSV_genus126","Pseudoclavibacter","Actinobacteria",3.4459679506526e-61,5.46035972476151e-61,-0.225356821019241,-0.26970670105149,FALSE
"RSV_genus127","Schumannella","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus128","Arthrobacter","Actinobacteria",3.0470321966398e-60,3.84867286617462e-60,-0.219226158014254,-0.260049294273495,FALSE
"RSV_genus129","Auritidibacter","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus130","Citricoccus","Actinobacteria",2.24962560790027e-61,3.81821034327613e-61,-0.220303612579123,-0.26569012713419,FALSE
"RSV_genus131","Kocuria","Actinobacteria",1.44194618233523e-59,1.73934758244187e-59,-0.189588327100072,-0.238338512367112,FALSE
"RSV_genus132","Micrococcus","Actinobacteria",1.13048905328424e-54,1.29409482374767e-54,-0.154621845177501,-0.194154700416601,FALSE
"RSV_genus134","Nesterenkonia","Actinobacteria",8.06538069679148e-60,9.88957099415982e-60,-0.205234141304031,-0.253328868239413,FALSE
"RSV_genus135","Rothia","Actinobacteria",1.81893669832467e-06,1.87529264303772e-06,8.32835305148253,8.2302839596083,FALSE
"RSV_genus136","Sinomonas","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus137","Zhihengliuella","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus139","Cellulosimicrobium","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus140","Isoptericola","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus142","Promicromonospora","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus143","Rarobacter","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus144","Sanguibacter","Actinobacteria",5.04521842292394e-61,7.63109056131912e-61,-0.225356821019241,-0.271917061995352,FALSE
"RSV_genus145","Actinoplanes","Actinobacteria",1.83833424289044e-61,3.22544098979869e-61,-0.216433001882522,-0.261735713246278,FALSE
"RSV_genus146","Asanoa","Actinobacteria",7.7721578726926e-62,2.87268876007016e-61,-0.221740021195013,-0.273878869653688,FALSE
"RSV_genus147","Catellatospora","Actinobacteria",1.28521706556497e-61,2.87268876007016e-61,-0.223504763582608,-0.273878869653688,FALSE
"RSV_genus148","Catenuloplanes","Actinobacteria",6.7567691018627e-62,2.87268876007016e-61,-0.218755783421144,-0.273878869653688,FALSE
"RSV_genus149","Dactylosporangium","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus150","Longispora","Actinobacteria",6.80924768784416e-62,2.87268876007016e-61,-0.224325889218764,-0.273878869653688,FALSE
"RSV_genus151","Micromonospora","Actinobacteria",7.12173164089928e-62,2.87268876007016e-61,-0.222888202238373,-0.273878869653688,FALSE
"RSV_genus153","Plantactinospora","Actinobacteria",2.6629051373473e-61,4.37024397540841e-61,-0.21870118300204,-0.267681378533092,FALSE
"RSV_genus154","Stackebrandtia","Actinobacteria",6.78295782498254e-62,2.87268876007016e-61,-0.223311166208257,-0.273878869653688,FALSE
"RSV_genus155","Verrucosispora","Actinobacteria",3.30830726122248e-61,5.29438890062968e-61,-0.225356821019241,-0.271460967688419,FALSE
"RSV_genus156","Virgisporangium","Actinobacteria",6.98532549825513e-62,2.87268876007016e-61,-0.220900547829646,-0.273878869653688,FALSE
"RSV_genus160","Aeromicrobium","Actinobacteria",3.39858686488173e-61,5.39413869179419e-61,-0.222626710473577,-0.269126182172315,FALSE
"RSV_genus161","Kribbella","Actinobacteria",2.26584141226103e-60,2.91150061628747e-60,-0.223460482201057,-0.262760423896036,FALSE
"RSV_genus162","Marmoricola","Actinobacteria",1.24695473030917e-60,1.64611670964206e-60,-0.223040738343329,-0.267250683542743,FALSE
"RSV_genus163","Mumia","Actinobacteria",9.86135134735842e-62,2.87268876007016e-61,-0.222880373900021,-0.273878869653688,FALSE
"RSV_genus165","Nocardioides","Actinobacteria",1.27336706236098e-61,2.87268876007016e-61,-0.186454716668023,-0.24962260591411,FALSE
"RSV_genus166","Aestuariimicrobium","Actinobacteria",1.13411313105402e-61,2.87268876007016e-61,-0.224430792300924,-0.273878869653688,FALSE
"RSV_genus167","Microlunatus","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus168","Micropruina","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus170","Propionibacterium","Actinobacteria",1.34552650542906e-48,1.50630287440724e-48,-0.116777393731027,-0.158944117329849,FALSE
"RSV_genus171","Propioniciclava","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus172","Tessaracoccus","Actinobacteria",1.76268599847251e-55,2.03224849286257e-55,-0.0580732578484067,-0.156591998293213,FALSE
"RSV_genus173","Actinomycetospora","Actinobacteria",9.01150222988144e-61,1.2094714397546e-60,-0.217748908162705,-0.267097722879388,FALSE
"RSV_genus174","Actinophytocola","Actinobacteria",5.637508080555e-62,2.87268876007016e-61,-0.222114709625012,-0.273878869653688,FALSE
"RSV_genus175","Crossiella","Actinobacteria",6.11286703090321e-61,8.39750517411113e-61,-0.225356821019241,-0.267241139848212,FALSE
"RSV_genus176","Lentzea","Actinobacteria",6.1081768858311e-61,8.39750517411113e-61,-0.225356821019241,-0.269247275184188,FALSE
"RSV_genus178","Prauserella","Actinobacteria",6.1081768858311e-61,8.39750517411113e-61,-0.225356821019241,-0.270730333470995,FALSE
"RSV_genus179","Pseudonocardia","Actinobacteria",1.20917764380035e-61,2.87268876007016e-61,-0.21843737994693,-0.266268004649088,FALSE
"RSV_genus180","Saccharopolyspora","Actinobacteria",5.99668278052221e-61,8.39750517411113e-61,-0.223419366571608,-0.270969854887598,FALSE
"RSV_genus181","Sciscionella","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus183","Kitasatospora","Actinobacteria",3.07757186380312e-62,2.87268876007016e-61,-0.221167697201413,-0.273878869653688,FALSE
"RSV_genus185","Streptacidiphilus","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus186","Streptomyces","Actinobacteria",6.03492204222045e-62,2.87268876007016e-61,-0.216660306550391,-0.272279084413306,FALSE
"RSV_genus188","Nocardiopsis","Actinobacteria",8.09612505153233e-63,1.55235026471106e-61,-0.216506297636087,-0.273878869653688,FALSE
"RSV_genus190","Actinoallomurus","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus191","Actinomadura","Actinobacteria",1.28521706556497e-61,2.87268876007016e-61,-0.221205782806266,-0.273878869653688,FALSE
"RSV_genus192","Adlercreutzia","Actinobacteria",1.0587743945885e-61,2.87268876007016e-61,-0.22372666374418,-0.273878869653688,FALSE
"RSV_genus193","Atopobium","Actinobacteria",6.72918655914849e-06,6.9155112136084e-06,5.02014121931587,5.3020689863661,FALSE
"RSV_genus194","Collinsella","Actinobacteria",2.63720404944035e-63,7.71182396275739e-62,-0.208344274594954,-0.267928504456947,FALSE
"RSV_genus195","Coriobacteriaceae UCG-003","Actinobacteria",9.78959289017459e-56,1.13272867374322e-55,-0.220429713351215,-0.249550466417905,FALSE
"RSV_genus196","Cryptobacterium","Actinobacteria",5.83738021310283e-05,5.9862613237452e-05,0.484045127927802,0.994455959332784,FALSE
"RSV_genus197","Eggerthella","Actinobacteria",7.20484593990891e-62,2.87268876007016e-61,-0.221715890763931,-0.271917061995352,FALSE
"RSV_genus198","Enterorhabdus","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus199","Gordonibacter","Actinobacteria",5.94169848211738e-61,8.39750517411113e-61,-0.225356821019241,-0.272022225420046,FALSE
"RSV_genus201","Olsenella","Actinobacteria",1.02402087995625e-24,1.09311963402409e-24,0.205673472535957,1.21182119124826,TRUE
"RSV_genus202","Parvibacter","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus203","Senegalimassilia","Actinobacteria",1.21472997427725e-47,1.35516118517636e-47,-0.207210103103419,-0.215773613225212,FALSE
"RSV_genus204","Slackia","Actinobacteria",0.000292609987759918,0.000298802791733673,-0.102235362994658,0.150994036197107,FALSE
"RSV_genus207","Euzebya","Actinobacteria",6.11756076414521e-61,8.39750517411113e-61,-0.225356821019241,-0.268303720635238,FALSE
"RSV_genus208","Nitriliruptor","Actinobacteria",1.44964475285034e-61,2.87268876007016e-61,-0.224559183297077,-0.273878869653688,FALSE
"RSV_genus209","Rubrobacter","Actinobacteria",2.6457870652521e-60,3.37722819837074e-60,-0.222807444265016,-0.263318599474327,FALSE
"RSV_genus211","Gaiella","Actinobacteria",9.60333956043749e-61,1.28532908125134e-60,-0.206696963566045,-0.264065622645719,FALSE
"RSV_genus217","Conexibacter","Actinobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus221","Patulibacter","Actinobacteria",1.9846249688516e-62,2.71423384152555e-61,-0.219870239065498,-0.273878869653688,FALSE
"RSV_genus223","Solirubrobacter","Actinobacteria",1.08970240117912e-59,1.3227205247017e-59,-0.209440882446967,-0.248594515427144,FALSE
"RSV_genus226","Armatimonas","Armatimonadetes",5.81931354820379e-62,2.87268876007016e-61,-0.223460482201057,-0.273878869653688,FALSE
"RSV_genus228","Candidatus Caldatribacterium","Atribacteria",1.4230468678479e-61,2.87268876007016e-61,-0.222299740478941,-0.273878869653688,FALSE
"RSV_genus231","Bacteroides","Bacteroidetes",0.051895831033408,0.0523843901121744,0.574230889000907,0.977126651967788,FALSE
"RSV_genus233","Phocaeicola","Bacteroidetes",1.40229257155478e-78,1.93316047364337e-76,0.057682070466261,1.29028482807885,TRUE
"RSV_genus242","Barnesiella","Bacteroidetes",1.22101491520722e-64,6.20147049039458e-63,-0.176268777570585,-0.259412112843853,FALSE
"RSV_genus243","Butyricimonas","Bacteroidetes",2.25135925940323e-61,3.81821034327613e-61,-0.203502713739046,-0.265644259928711,FALSE
"RSV_genus244","Coprobacter","Bacteroidetes",1.96953797225078e-30,2.13072213365696e-30,0.0208454301491066,-0.00865780007504043,FALSE
"RSV_genus245","Dysgonomonas","Bacteroidetes",8.89127106413186e-62,2.87268876007016e-61,-0.223761545574914,-0.273878869653688,FALSE
"RSV_genus246","Macellibacteroides","Bacteroidetes",8.35808070844812e-62,2.87268876007016e-61,-0.212182068709678,-0.267142858842926,FALSE
"RSV_genus247","Microbacter","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus249","Odoribacter","Bacteroidetes",0.000756301288835365,0.000770676603723471,-0.165421207833016,0.28616706398952,FALSE
"RSV_genus250","Paludibacter","Bacteroidetes",2.52707194902015e-61,4.20452488069731e-61,-0.220776858690081,-0.271822990106372,FALSE
"RSV_genus251","Parabacteroides","Bacteroidetes",6.29902197517777e-64,2.45062244741189e-62,-0.086288426490701,-0.212454627428215,FALSE
"RSV_genus252","Petrimonas","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus253","Porphyromonas","Bacteroidetes",8.14430589650476e-33,8.84055701926557e-33,5.85495808289684,6.62082692042256,TRUE
"RSV_genus254","Proteiniphilum","Bacteroidetes",4.55252768378535e-62,2.87268876007016e-61,-0.205928645104206,-0.267174595394193,FALSE
"RSV_genus255","Tannerella","Bacteroidetes",7.3283203622346e-84,1.17863819159273e-81,2.43761962810874,3.7744317123941,TRUE
"RSV_genus256","Alloprevotella","Bacteroidetes",4.37088087598372e-05,4.4871277077918e-05,6.2551860451996,6.60350035364766,FALSE
"RSV_genus258","Paraprevotella","Bacteroidetes",3.83291968894034e-62,2.87268876007016e-61,-0.213063862545423,-0.266403513755016,FALSE
"RSV_genus259","Prevotella","Bacteroidetes",7.68680202808002e-14,8.10684585475106e-14,6.54836533649135,7.00660705751572,FALSE
"RSV_genus260","Prevotella 1","Bacteroidetes",6.77771200160674e-62,2.87268876007016e-61,-0.224724708079846,-0.273878869653688,FALSE
"RSV_genus261","Prevotella 2","Bacteroidetes",1.06824344525398e-17,1.1303233823137e-17,3.38434337788971,4.00053729021452,FALSE
"RSV_genus262","Prevotella 6","Bacteroidetes",0.0379959539164635,0.0383938173082589,4.75444752173191,4.91672338839825,FALSE
"RSV_genus263","Prevotella 7","Bacteroidetes",0.00250459954735164,0.00254682672623217,7.85338320220104,8.07204778622471,FALSE
"RSV_genus264","Prevotella 9","Bacteroidetes",3.47285644154237e-65,1.97135674475788e-63,-0.0892723204634706,-0.221559448657615,FALSE
"RSV_genus265","Prevotellaceae Ga6A1 group","Bacteroidetes",1.31228285139381e-61,2.87268876007016e-61,-0.219051787674204,-0.270842086277204,FALSE
"RSV_genus266","Prevotellaceae NK3B31 group","Bacteroidetes",6.7672324791868e-62,2.87268876007016e-61,-0.224160364435996,-0.273878869653688,FALSE
"RSV_genus267","Prevotellaceae UCG-001","Bacteroidetes",6.77771200160674e-62,2.87268876007016e-61,-0.224237194926574,-0.273878869653688,FALSE
"RSV_genus268","Prevotellaceae UCG-003","Bacteroidetes",6.77771200160674e-62,2.87268876007016e-61,-0.223552739191894,-0.273878869653688,FALSE
"RSV_genus269","Prevotellaceae UCG-004","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus270","Prevotellaceae YAB2003 group","Bacteroidetes",1.9871680374826e-61,3.40003041874239e-61,-0.224724708079846,-0.26992278322615,FALSE
"RSV_genus271","Alistipes","Bacteroidetes",1.75936989887551e-62,2.53401783942517e-61,-0.0674775874006305,-0.192538748262949,FALSE
"RSV_genus272","Blvii28 wastewater-sludge group","Bacteroidetes",2.99110872157702e-61,4.85929278842057e-61,-0.221150905319687,-0.270350973476383,FALSE
"RSV_genus274","Rikenellaceae RC9 gut group","Bacteroidetes",1.08329831745779e-30,1.17326922148907e-30,-0.108863056953492,-0.015330876258913,FALSE
"RSV_genus275","dgA-11 gut group","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus276","vadinBC27 wastewater-sludge group","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus281","Algoriphagus","Bacteroidetes",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.264837913568953,FALSE
"RSV_genus283","Adhaeribacter","Bacteroidetes",7.19823298566434e-61,9.82502804973987e-61,-0.225356821019241,-0.26112542796976,FALSE
"RSV_genus284","Arcicella","Bacteroidetes",4.65424555677762e-61,7.07272606496687e-61,-0.224160364435996,-0.270520655264676,FALSE
"RSV_genus285","Chryseolinea","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus286","Cytophaga","Bacteroidetes",1.96887456212045e-61,3.38674501327314e-61,-0.225356821019241,-0.27264110683126,FALSE
"RSV_genus287","Dyadobacter","Bacteroidetes",6.88872801408996e-62,2.87268876007016e-61,-0.224237194926574,-0.273878869653688,FALSE
"RSV_genus288","Emticicia","Bacteroidetes",6.88872801408996e-62,2.87268876007016e-61,-0.22388101586535,-0.273878869653688,FALSE
"RSV_genus289","Fibrisoma","Bacteroidetes",1.56228674458345e-61,2.87268876007016e-61,-0.221608424764423,-0.270872355519772,FALSE
"RSV_genus290","Flectobacillus","Bacteroidetes",5.64814246655665e-61,8.38531920034949e-61,-0.225356821019241,-0.27289796582452,FALSE
"RSV_genus291","Flexibacter","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus292","Hymenobacter","Bacteroidetes",2.8649359575097e-61,4.6779411150539e-61,-0.218559910744546,-0.26796571222159,FALSE
"RSV_genus293","Larkinella","Bacteroidetes",1.47787771309933e-61,2.87268876007016e-61,-0.22379867936153,-0.273878869653688,FALSE
"RSV_genus295","Nibribacter","Bacteroidetes",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.266966010705638,FALSE
"RSV_genus296","Ohtaekwangia","Bacteroidetes",1.28572758461677e-60,1.69498240321746e-60,-0.221842998874395,-0.266027972250744,FALSE
"RSV_genus297","Pontibacter","Bacteroidetes",2.58811777479485e-61,4.26928829517441e-61,-0.223311166208257,-0.268591746064721,FALSE
"RSV_genus298","Pseudarcicella","Bacteroidetes",1.86064718564456e-62,2.64047725609854e-61,-0.220428176971148,-0.273878869653688,FALSE
"RSV_genus299","Rhodocytophaga","Bacteroidetes",9.86135134735842e-62,2.87268876007016e-61,-0.22240521071146,-0.273878869653688,FALSE
"RSV_genus300","Rudanella","Bacteroidetes",9.50964653519594e-62,2.87268876007016e-61,-0.220031334210439,-0.271737891731547,FALSE
"RSV_genus301","Runella","Bacteroidetes",3.06096321325092e-61,4.95608976642137e-61,-0.219751545919487,-0.269157202661997,FALSE
"RSV_genus302","Siphonobacter","Bacteroidetes",9.88423561954431e-62,2.87268876007016e-61,-0.2229041858771,-0.273878869653688,FALSE
"RSV_genus303","Spirosoma","Bacteroidetes",9.82332814953391e-62,2.87268876007016e-61,-0.224237194926574,-0.273878869653688,FALSE
"RSV_genus304","Candidatus Amoebophilus","Bacteroidetes",4.45480121971793e-61,6.80203034339842e-61,-0.222208218790431,-0.272441871517586,FALSE
"RSV_genus306","Nafulsella","Bacteroidetes",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.269977576928271,FALSE
"RSV_genus310","Rubrivirga","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus311","Blattabacterium","Bacteroidetes",8.91880273432479e-62,2.87268876007016e-61,-0.224031973439843,-0.273878869653688,FALSE
"RSV_genus312","Candidatus Sulcia","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus313","Crocinitomix","Bacteroidetes",1.1612619488395e-62,1.89935217055953e-61,-0.215824084210906,-0.27289796582452,FALSE
"RSV_genus314","Fluviicola","Bacteroidetes",8.23620365010597e-62,2.87268876007016e-61,-0.213408789425093,-0.268701108355063,FALSE
"RSV_genus315","Lishizhenia","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus316","Owenweeksia","Bacteroidetes",9.61308207238494e-62,2.87268876007016e-61,-0.224031973439843,-0.273878869653688,FALSE
"RSV_genus317","Aquimarina","Bacteroidetes",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.271249906279432,FALSE
"RSV_genus318","Bergeyella","Bacteroidetes",9.69158149903608e-11,1.01545886499129e-10,4.5196458325788,4.20654385551451,FALSE
"RSV_genus319","Capnocytophaga","Bacteroidetes",0.0126320264697332,0.012804522629509,4.35008611248428,4.54185806759001,FALSE
"RSV_genus320","Chryseobacterium","Bacteroidetes",2.51736110909054e-61,4.19883383002902e-61,-0.160557767205447,-0.230849778491526,FALSE
"RSV_genus321","Citreitalea","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus322","Cloacibacterium","Bacteroidetes",3.63717979754303e-33,3.95256588359125e-33,0.471437671564409,0.391989985363504,FALSE
"RSV_genus323","Elizabethkingia","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus324","Empedobacter","Bacteroidetes",6.033620332115e-61,8.39750517411113e-61,-0.222144222452623,-0.265578079498888,FALSE
"RSV_genus325","Epilithonimonas","Bacteroidetes",2.29690443528468e-61,3.87502234274425e-61,-0.22326384854529,-0.271737891731547,FALSE
"RSV_genus326","Flavobacterium","Bacteroidetes",8.36513649849783e-60,1.02311238543098e-59,-0.183804201589223,-0.242678517477692,FALSE
"RSV_genus327","Gillisia","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus328","Gramella","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus329","Imtechella","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus330","Moheibacter","Bacteroidetes",9.39561114622393e-63,1.68033923744237e-61,-0.212163176181704,-0.273878869653688,FALSE
"RSV_genus331","Myroides","Bacteroidetes",5.22665105577125e-61,7.87456048991381e-61,-0.224559183297077,-0.272441871517586,FALSE
"RSV_genus333","NS4 marine group","Bacteroidetes",1.57195713451619e-61,2.87268876007016e-61,-0.222857508348439,-0.273878869653688,FALSE
"RSV_genus334","NS5 marine group","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus335","Salinimicrobium","Bacteroidetes",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.267241139848212,FALSE
"RSV_genus336","Soonwooa","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus337","Subsaxibacter","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus342","Ferruginibacter","Bacteroidetes",3.2527872483109e-61,5.23156615770003e-61,-0.215279932429134,-0.261536246776305,FALSE
"RSV_genus343","Filimonas","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus344","Flavihumibacter","Bacteroidetes",1.99700106474937e-62,2.71423384152555e-61,-0.220258067510791,-0.273878869653688,FALSE
"RSV_genus345","Flavisolibacter","Bacteroidetes",2.590343218458e-59,3.10134144641684e-59,-0.217998130018042,-0.247754294828829,FALSE
"RSV_genus346","Flavitalea","Bacteroidetes",1.42240305198064e-60,1.87260429080671e-60,-0.222668196833705,-0.262716756595275,FALSE
"RSV_genus347","Hydrotalea","Bacteroidetes",3.98806168810091e-61,6.21199865293875e-61,-0.220945606864995,-0.267619662629307,FALSE
"RSV_genus348","Lacibacter","Bacteroidetes",1.80575802858043e-60,2.3484588916174e-60,-0.224325889218764,-0.271204108695158,FALSE
"RSV_genus350","Niabella","Bacteroidetes",6.09880734926877e-61,8.39750517411113e-61,-0.225356821019241,-0.268786206729888,FALSE
"RSV_genus351","Parafilimonas","Bacteroidetes",3.53506846411468e-59,4.21673803197857e-59,-0.219653171588109,-0.254926707868577,FALSE
"RSV_genus352","Parasegetibacter","Bacteroidetes",5.27504103876563e-61,7.91666345631234e-61,-0.222280234407781,-0.269460334037279,FALSE
"RSV_genus353","Sediminibacterium","Bacteroidetes",1.67041258002994e-63,5.75695764188892e-62,-0.200285243366441,-0.265774780027084,FALSE
"RSV_genus354","Segetibacter","Bacteroidetes",1.36391313833459e-61,2.87268876007016e-61,-0.222547383779548,-0.273878869653688,FALSE
"RSV_genus355","Taibaiella","Bacteroidetes",1.84543379298266e-61,3.23202107119468e-61,-0.219968966605097,-0.258349063277552,FALSE
"RSV_genus356","Terrimonas","Bacteroidetes",2.15442900840671e-60,2.77573296810744e-60,-0.225356821019241,-0.26736724672532,FALSE
"RSV_genus361","Candidatus Aquirestis","Bacteroidetes",5.83284350034619e-62,2.87268876007016e-61,-0.214520879238056,-0.270679299172924,FALSE
"RSV_genus362","Haliscomenobacter","Bacteroidetes",6.85152281102333e-62,2.87268876007016e-61,-0.222440305367791,-0.273878869653688,FALSE
"RSV_genus363","Lewinella","Bacteroidetes",6.08945213261913e-61,8.39750517411113e-61,-0.225356821019241,-0.271917061995352,FALSE
"RSV_genus365","Phaeodactylibacter","Bacteroidetes",5.29127002298548e-61,7.92868877667855e-61,-0.225356821019241,-0.271522568466532,FALSE
"RSV_genus366","Arcticibacter","Bacteroidetes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus367","Mucilaginibacter","Bacteroidetes",1.26944130391259e-61,2.87268876007016e-61,-0.220092542728022,-0.266692736846841,FALSE
"RSV_genus369","Nubsella","Bacteroidetes",6.01050788498117e-61,8.39750517411113e-61,-0.223761545574914,-0.264026145598917,FALSE
"RSV_genus370","Olivibacter","Bacteroidetes",8.28089831806841e-62,2.87268876007016e-61,-0.22388101586535,-0.273878869653688,FALSE
"RSV_genus371","Pedobacter","Bacteroidetes",3.10126649436011e-61,5.00455211882526e-61,-0.215195191056036,-0.265706995214147,FALSE
"RSV_genus372","Solitalea","Bacteroidetes",6.85152281102333e-62,2.87268876007016e-61,-0.222857508348439,-0.273878869653688,FALSE
"RSV_genus373","Sphingobacterium","Bacteroidetes",7.0333043496941e-59,8.34826408051021e-59,-0.209963399748487,-0.249674036369718,FALSE
"RSV_genus380","Chlamydia","Chlamydiae",3.27790758618135e-61,5.25445319047343e-61,-0.224325889218764,-0.272441871517586,FALSE
"RSV_genus381","Criblamydia","Chlamydiae",1.3234717964454e-61,2.87268876007016e-61,-0.224325889218764,-0.273878869653688,FALSE
"RSV_genus383","Candidatus Protochlamydia","Chlamydiae",1.68181140828462e-60,2.19614074288857e-60,-0.224724708079846,-0.263828483998354,FALSE
"RSV_genus385","Parachlamydia","Chlamydiae",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus386","Candidatus Fritschea","Chlamydiae",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus388","Simkania","Chlamydiae",1.03484933892836e-62,1.75198177555415e-61,-0.211898430900795,-0.269184677357235,FALSE
"RSV_genus394","Anaerolinea","Chloroflexi",3.41204896959635e-62,2.87268876007016e-61,-0.221986318628859,-0.273878869653688,FALSE
"RSV_genus395","Longilinea","Chloroflexi",5.69167364060878e-61,8.39750517411113e-61,-0.225356821019241,-0.271204108695158,FALSE
"RSV_genus397","Pelolinea","Chloroflexi",7.7721578726926e-62,2.87268876007016e-61,-0.222780677857861,-0.273878869653688,FALSE
"RSV_genus401","Candidatus Chloroploca","Chloroflexi",3.74770352365092e-62,2.87268876007016e-61,-0.221072585404555,-0.273878869653688,FALSE
