"OTU","Genus","Phylum","p_value","p_adj_BH","Negative","Positive","in_top_panel"
"RSV_genus1","Bryocella","Acidobacteria",0.913426645244992,0.958412857531751,-0.25585821014811,-0.251901060915432,FALSE
"RSV_genus2","Candidatus Koribacter","Acidobacteria",0.913633565533085,0.958412857531751,-0.25585821014811,-0.249960055167944,FALSE
"RSV_genus3","Edaphobacter","Acidobacteria",0.918187268397701,0.958412857531751,-0.25585821014811,-0.251809413233861,FALSE
"RSV_genus10","Bryobacter","Acidobacteria",0.873206451402098,0.958412857531751,-0.25585821014811,-0.242238540127103,FALSE
"RSV_genus11","Candidatus Solibacter","Acidobacteria",0.913633565533085,0.958412857531751,-0.25585821014811,-0.25038125058588,FALSE
"RSV_genus16","Blastocatella","Acidobacteria",0.8609942223358,0.958412857531751,-0.25585821014811,-0.234180332851439,FALSE
"RSV_genus19","Geothrix","Acidobacteria",0.910323552920861,0.958412857531751,-0.25585821014811,-0.251201084943041,FALSE
"RSV_genus27","CL500-29 marine group","Actinobacteria",0.906188231527446,0.958412857531751,-0.25585821014811,-0.249000473843564,FALSE
"RSV_genus28","Illumatobacter","Actinobacteria",0.907118461174636,0.958412857531751,-0.25585821014811,-0.24958872827746,FALSE
"RSV_genus30","Candidatus Microthrix","Actinobacteria",0.907118461174636,0.958412857531751,-0.25585821014811,-0.250505066447553,FALSE
"RSV_genus31","Iamia","Actinobacteria",0.868276704294727,0.958412857531751,-0.25585821014811,-0.241373284441424,FALSE
"RSV_genus35","Actinomyces","Actinobacteria",0.534299282976804,0.958412857531751,7.05057919550747,6.87619425225108,FALSE
"RSV_genus36","Actinotignum","Actinobacteria",0.908358965357523,0.958412857531751,-0.25585821014811,-0.250576153912132,FALSE
"RSV_genus37","Arcanobacterium","Actinobacteria",0.902365319809759,0.958412857531751,-0.25585821014811,-0.245574451484451,FALSE
"RSV_genus38","Mobiluncus","Actinobacteria",0.445087495955848,0.958412857531751,0.273407319194452,0.18620673931569,FALSE
"RSV_genus40","Trueperella","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus41","Varibaculum","Actinobacteria",0.899164078079752,0.958412857531751,-0.199972167213422,-0.231601280343125,FALSE
"RSV_genus42","Actinopolyspora","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus43","Aeriscardovia","Actinobacteria",0.588162988533673,0.958412857531751,-0.25585821014811,-0.17026539664723,FALSE
"RSV_genus44","Alloscardovia","Actinobacteria",0.0546851267349628,0.958412857531751,0.278868351207646,0.693726868113429,FALSE
"RSV_genus45","Bifidobacterium","Actinobacteria",0.335383893983251,0.958412857531751,1.26093060408116,1.51809117063645,FALSE
"RSV_genus46","Gardnerella","Actinobacteria",0.550376751925262,0.958412857531751,0.257275036212993,-0.00736714586764375,FALSE
"RSV_genus47","Metascardovia","Actinobacteria",0.983713878429802,0.994025094561266,-0.160946928246,-0.166794104923027,FALSE
"RSV_genus49","Parascardovia","Actinobacteria",0.63331567363064,0.958412857531751,0.273100744143687,0.402302998474344,FALSE
"RSV_genus50","Pseudoscardovia","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus51","Scardovia","Actinobacteria",0.836366402130778,0.958412857531751,2.70278645248605,2.63613558269946,FALSE
"RSV_genus52","Corynebacterium","Actinobacteria",0.0969975659436212,0.958412857531751,5.27126461481011,4.99822510094596,FALSE
"RSV_genus53","Corynebacterium 1","Actinobacteria",0.639178403514101,0.958412857531751,-0.216249799830398,-0.0825343274657702,FALSE
"RSV_genus55","Turicella","Actinobacteria",0.894520045963577,0.958412857531751,-0.25585821014811,-0.24947540061397,FALSE
"RSV_genus56","Dietzia","Actinobacteria",0.884213137821747,0.958412857531751,-0.25585821014811,-0.246580923549778,FALSE
"RSV_genus57","Mycobacterium","Actinobacteria",0.695620479807319,0.958412857531751,-0.0953837592600005,-0.0395683430495328,FALSE
"RSV_genus59","Gordonia","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus61","Nocardia","Actinobacteria",0.913012822287905,0.958412857531751,-0.25585821014811,-0.248953994233277,FALSE
"RSV_genus62","Rhodococcus","Actinobacteria",0.81007746850165,0.958412857531751,-0.25585821014811,-0.235721934053878,FALSE
"RSV_genus63","Williamsia","Actinobacteria",0.905051459061275,0.958412857531751,-0.25585821014811,-0.248476950599184,FALSE
"RSV_genus64","Tsukamurella","Actinobacteria",0.916531057953087,0.958412857531751,-0.25585821014811,-0.251551072929237,FALSE
"RSV_genus65","Acidothermus","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus66","Cryptosporangium","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus67","Fodinicola","Actinobacteria",0.913426645244992,0.958412857531751,-0.25585821014811,-0.251031347915171,FALSE
"RSV_genus68","Frankia","Actinobacteria",0.913633565533085,0.958412857531751,-0.25585821014811,-0.250605688604106,FALSE
"RSV_genus69","Jatrophihabitans","Actinobacteria",0.905051459061275,0.958412857531751,-0.25585821014811,-0.247215100918941,FALSE
"RSV_genus70","Blastococcus","Actinobacteria",0.898957602114332,0.958412857531751,-0.25585821014811,-0.2478601641083,FALSE
"RSV_genus71","Geodermatophilus","Actinobacteria",0.894623208009849,0.958412857531751,-0.25585821014811,-0.247098534643608,FALSE
"RSV_genus72","Modestobacter","Actinobacteria",0.897718890432044,0.958412857531751,-0.25585821014811,-0.247712053752344,FALSE
"RSV_genus75","Nakamurella","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus76","Candidatus Planktophila","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus78","Sporichthya","Actinobacteria",0.920672247597858,0.958412857531751,-0.25585821014811,-0.252251048901628,FALSE
"RSV_genus79","hgcI clade","Actinobacteria",0.867045059578905,0.958412857531751,-0.25585821014811,-0.243656380171498,FALSE
