"OTU","Genus","Phylum","p_value","p_adj_BH","control","Emphysema","in_top_panel"
"RSV_genus1324","Ureaplasma","Tenericutes",9.68944869868628e-06,1.12114124631082e-05,-0.240785212770483,-0.21157767744101,FALSE
"RSV_genus1327","AUTHM297","Thermotogae",5.49706048503662e-06,8.45499025250447e-06,-0.25401179868196,-0.21157767744101,FALSE
"RSV_genus1328","Thermotoga","Thermotogae",5.49706048503662e-06,8.45499025250447e-06,-0.25401179868196,-0.21157767744101,FALSE
"RSV_genus1333","Opitutus","Verrucomicrobia",1.40844734245509e-06,8.45499025250447e-06,-0.210366026590074,-0.121922479993176,FALSE
"RSV_genus1334","Lentimonas","Verrucomicrobia",5.49706048503662e-06,8.45499025250447e-06,-0.25401179868196,-0.21157767744101,FALSE
"RSV_genus1335","Chthoniobacter","Verrucomicrobia",2.01794869110778e-07,5.90097117248184e-06,-0.246881104501144,-0.108231317581642,FALSE
"RSV_genus1341","Candidatus Methylacidiphilum","Verrucomicrobia",5.49706048503662e-06,8.45499025250447e-06,-0.25401179868196,-0.21157767744101,FALSE
"RSV_genus1344","Akkermansia","Verrucomicrobia",5.88532964890219e-06,8.45499025250447e-06,-0.0600170169011681,0.0502747632617548,FALSE
"RSV_genus1345","Luteolibacter","Verrucomicrobia",5.49706048503662e-06,8.45499025250447e-06,-0.25401179868196,-0.21157767744101,FALSE
"RSV_genus1347","Prosthecobacter","Verrucomicrobia",9.14985674588991e-08,3.23802903731614e-06,-0.252854459340974,-0.0910020631388269,FALSE
"RSV_genus1348","Roseimicrobium","Verrucomicrobia",5.49706048503662e-06,8.45499025250447e-06,-0.25401179868196,-0.21157767744101,FALSE
