"OTU","Genus","Phylum","p_value","p_adj_BH","Male.58.82cm..Female.58.80cm","Male.83.92cm..Female.81.89cm","Male.93.100cm..Female.90.97cm","Male.101.110cm..Female.98.109cm","Male.111.179cm..Female.110.165cm","in_top_panel"
"RSV_genus176","Lentzea","Actinobacteria",0.759676023147967,0.860791318842843,-0.247116214510647,-0.24501758501645,-0.246988723649999,-0.245742168723768,-0.245378924498612,FALSE
"RSV_genus178","Prauserella","Actinobacteria",0.759676023147967,0.860791318842843,-0.247116214510647,-0.246823047278651,-0.246988723649999,-0.245742168723768,-0.245378924498612,FALSE
"RSV_genus179","Pseudonocardia","Actinobacteria",0.87028068307605,0.892292486945672,-0.234781492578757,-0.226582957122341,-0.225435827478753,-0.242505861360888,-0.236941934444148,FALSE
"RSV_genus180","Saccharopolyspora","Actinobacteria",0.658693041449167,0.860791318842843,-0.247116214510647,-0.246995943685857,-0.246988723649999,-0.244103229912735,-0.237941632531778,FALSE
"RSV_genus181","Sciscionella","Actinobacteria",0.699925371442676,0.860791318842843,-0.247116214510647,-0.250656047848886,-0.246988723649999,-0.240695501659001,-0.245378924498612,FALSE
"RSV_genus183","Kitasatospora","Actinobacteria",0.68068573694952,0.860791318842843,-0.245660022954849,-0.250656047848886,-0.239218502523655,-0.245742168723768,-0.243284824255229,FALSE
"RSV_genus185","Streptacidiphilus","Actinobacteria",0.742543293253076,0.860791318842843,-0.247116214510647,-0.246959094173166,-0.246988723649999,-0.245742168723768,-0.240609338951387,FALSE
"RSV_genus186","Streptomyces","Actinobacteria",0.719891626060904,0.860791318842843,-0.24063773080173,-0.243392886329918,-0.235844370365098,-0.239480999379656,-0.231906777011386,FALSE
"RSV_genus188","Nocardiopsis","Actinobacteria",0.680821260903543,0.860791318842843,-0.24493192717695,-0.24804963994367,-0.246988723649999,-0.242549201090439,-0.237554776855597,FALSE
"RSV_genus190","Actinoallomurus","Actinobacteria",0.690475428305865,0.860791318842843,-0.240400257836329,-0.250656047848886,-0.246988723649999,-0.245742168723768,-0.240803602462086,FALSE
"RSV_genus191","Actinomadura","Actinobacteria",0.759884717353721,0.860791318842843,-0.247116214510647,-0.247576468127085,-0.239289145833403,-0.245742168723768,-0.245378924498612,FALSE
"RSV_genus192","Adlercreutzia","Actinobacteria",0.741825773222759,0.860791318842843,-0.247116214510647,-0.247576468127085,-0.246988723649999,-0.245742168723768,-0.245378924498612,FALSE
"RSV_genus193","Atopobium","Actinobacteria",0.10288788121094,0.860791318842843,5.11879106535755,5.18277685440582,5.10674260240247,5.21060634036673,5.27978384319309,FALSE
"RSV_genus194","Collinsella","Actinobacteria",0.713478582889819,0.860791318842843,-0.231832892133046,-0.237997490308509,-0.244643766790516,-0.231540398112414,-0.242586790840767,FALSE
"RSV_genus195","Coriobacteriaceae UCG-003","Actinobacteria",0.896380187165804,0.910316133175904,-0.23838317641464,-0.230507359749553,-0.234146137331772,-0.233770716832934,-0.238781663335426,FALSE
"RSV_genus196","Cryptobacterium","Actinobacteria",0.00147233925094043,0.0430547690047732,0.66516364501605,0.66751898118238,0.738761936331842,0.707763218370098,0.843669340748836,FALSE
"RSV_genus197","Eggerthella","Actinobacteria",0.610710228133561,0.860791318842843,-0.23877863604829,-0.250656047848886,-0.237062846766475,-0.233269760038297,-0.242059854140098,FALSE
"RSV_genus198","Enterorhabdus","Actinobacteria",0.709072356840867,0.860791318842843,-0.247116214510647,-0.250656047848886,-0.246988723649999,-0.245742168723768,-0.245378924498612,FALSE
"RSV_genus199","Gordonibacter","Actinobacteria",0.684505909074385,0.860791318842843,-0.247116214510647,-0.250656047848886,-0.246988723649999,-0.243624611145682,-0.245378924498612,FALSE
"RSV_genus201","Olsenella","Actinobacteria",0.000508835088152478,0.0175366378595407,0.548580917681986,0.632311228342937,0.635519591795068,0.660515419063362,0.810744655199196,TRUE
