"OTU","Genus","Phylum","p_value","p_adj_BH","control","Lung.cancer","in_top_panel"
"RSV_genus1212","Alcanivorax","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1214","Cobetia","Proteobacteria",0.0532757754656589,0.0731166981223238,-0.252706802710199,-0.165979347765884,FALSE
"RSV_genus1215","Halomonas","Proteobacteria",0.0554655275456817,0.0731166981223238,-0.237787910032373,-0.165979347765884,FALSE
"RSV_genus1216","Kushneria","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.251248757711085,-0.165979347765884,FALSE
"RSV_genus1218","Marinomonas","Proteobacteria",0.0578257585448169,0.0731166981223238,-0.23773846281891,-0.165979347765884,FALSE
"RSV_genus1219","Marinospirillum","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1221","Nitrincola","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1222","Oceanobacter","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1223","Pseudospirillum","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.253506957326854,-0.165979347765884,FALSE
"RSV_genus1224","Reinekea","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1226","Gilliamella","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.252503009633747,-0.165979347765884,FALSE
"RSV_genus1228","Actinobacillus","Proteobacteria",0.098437764586336,0.110456328867226,3.55392043739777,-0.165979347765884,FALSE
"RSV_genus1229","Aggregatibacter","Proteobacteria",0.0766640379507328,0.0873445060477653,3.78718820535074,-0.165979347765884,FALSE
"RSV_genus1230","Bibersteinia","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1231","Bisgaardia","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1232","Gallibacterium","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1233","Haemophilus","Proteobacteria",0.250023861172013,0.266012156594259,7.44187178791177,6.20207760045307,FALSE
"RSV_genus1234","Mannheimia","Proteobacteria",0.697268532729511,0.705308316649872,1.25543575923025,-0.165979347765884,FALSE
"RSV_genus1236","Necropsobacter","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1237","Pasteurella","Proteobacteria",0.0553728131861833,0.0731166981223238,-0.243632147453103,-0.165979347765884,FALSE
"RSV_genus1238","Acinetobacter","Proteobacteria",0.274483795735615,0.289482910256687,0.504974737291946,0.832598076752113,FALSE
"RSV_genus1239","Alkanindiges","Proteobacteria",0.0531861256655777,0.0731166981223238,-0.251553276661225,-0.165979347765884,FALSE
"RSV_genus1240","Enhydrobacter","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.252480592338409,-0.165979347765884,FALSE
"RSV_genus1241","Moraxella","Proteobacteria",0.395082224498875,0.411721756632197,0.383926932647576,-0.165979347765884,FALSE
"RSV_genus1243","Perlucidibaca","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.253002115971749,-0.165979347765884,FALSE
"RSV_genus1244","Psychrobacter","Proteobacteria",0.0543614531689577,0.0731166981223238,-0.24622092304574,-0.165979347765884,FALSE
"RSV_genus1246","Azomonas","Proteobacteria",0.0696704809059002,0.0806139257484337,-0.183755742343186,-0.165979347765884,FALSE
"RSV_genus1248","Pseudomonas","Proteobacteria",0.304625319981307,0.320570811103557,0.560797594277792,0.778425100252855,FALSE
"RSV_genus1250","Oceanococcus","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1254","Leucothrix","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1256","Thiothrix","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1257","Aliivibrio","Proteobacteria",0.0707982982224553,0.0817229160103701,-0.17186472741002,-0.165979347765884,FALSE
"RSV_genus1258","Enterovibrio","Proteobacteria",0.0532757754656589,0.0731166981223238,-0.251687142223517,-0.165979347765884,FALSE
"RSV_genus1260","Photobacterium","Proteobacteria",0.0567771673525292,0.0731166981223238,-0.238512672526557,-0.165979347765884,FALSE
"RSV_genus1261","Vibrio","Proteobacteria",0.0552802280197993,0.0731166981223238,-0.244648109224001,-0.165979347765884,FALSE
"RSV_genus1263","Alkanibacter","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1264","Nevskia","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1265","Solimonas","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.252389676578444,-0.165979347765884,FALSE
"RSV_genus1266","Aquimonas","Proteobacteria",0.0535454825310504,0.0731166981223238,-0.251257726851398,-0.165979347765884,FALSE
"RSV_genus1267","Arenimonas","Proteobacteria",0.0540883178653406,0.0731166981223238,-0.247070074148596,-0.165979347765884,FALSE
"RSV_genus1268","Chiayiivirga","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1269","Dokdonella","Proteobacteria",0.0537259199295966,0.0731166981223238,-0.250703431184144,-0.165979347765884,FALSE
"RSV_genus1270","Dyella","Proteobacteria",0.0534554537683657,0.0731166981223238,-0.25201593600048,-0.165979347765884,FALSE
"RSV_genus1271","Frateuria","Proteobacteria",0.0538163288258101,0.0731166981223238,-0.251454958199699,-0.165979347765884,FALSE
"RSV_genus1272","Ignatzschineria","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1273","Luteibacter","Proteobacteria",0.0560245341026895,0.0731166981223238,-0.246091841542039,-0.165979347765884,FALSE
"RSV_genus1274","Luteimonas","Proteobacteria",0.0548192354994274,0.0731166981223238,-0.245250592515631,-0.165979347765884,FALSE
"RSV_genus1275","Lysobacter","Proteobacteria",0.0537259199295966,0.0731166981223238,-0.249520966981,-0.165979347765884,FALSE
"RSV_genus1276","Mizugakiibacter","Proteobacteria",0.0531861256655777,0.0731166981223238,-0.25113722764281,-0.165979347765884,FALSE
"RSV_genus1278","Pseudofulvimonas","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1279","Pseudoxanthomonas","Proteobacteria",0.0569666346749873,0.0731166981223238,-0.231889549402337,-0.165979347765884,FALSE
"RSV_genus1280","Rhodanobacter","Proteobacteria",0.0535454825310504,0.0731166981223238,-0.252811566756976,-0.165979347765884,FALSE
"RSV_genus1281","Silanimonas","Proteobacteria",0.0531861256655777,0.0731166981223238,-0.251758991462768,-0.165979347765884,FALSE
"RSV_genus1282","Stenotrophomonas","Proteobacteria",0.14701782522518,0.160852835989001,0.0442495197106124,-0.165979347765884,FALSE
"RSV_genus1283","Tahibacter","Proteobacteria",0.0535454825310504,0.0731166981223238,-0.252130958924522,-0.165979347765884,FALSE
