"VARNAME","Metric","LEVEL","group_mean","group_N","REF_LEVEL","group_mean-REF_group_mean","wilcox_effsize","wilcox_p_val","wilcox_p_FDR"
"EducationLevel","Observed_OTUs","College/AA",129.559237033862,2414,"< 9th Grade",-3.91412030187158,-1,0.00929772360110082,0.0185954472022016
"EducationLevel","Observed_OTUs","College Graduate",121.917605633803,1914,"< 9th Grade",-11.5557517019307,-1,3.8877757838283e-14,1.55511031353132e-13
"EducationLevel","Shannon_Diversity","High School",4.66811214371941,1897,"< 9th Grade",0.0306615895339943,-1,0.31299385072094,0.417325134294587
"EducationLevel","Shannon_Diversity","9-11th Grade",4.62798030237371,2108,"< 9th Grade",-0.00947025181170602,-1,0.489939281001285,0.489939281001285
"EducationLevel","Shannon_Diversity","< 9th Grade",4.63745055418542,1141,"< 9th Grade",0,NA,NA,NA
"EducationLevel","Shannon_Diversity","College/AA",4.60090750930561,2414,"< 9th Grade",-0.0365430448798039,-1,0.0355408506591619,0.0710817013183239
"EducationLevel","Shannon_Diversity","College Graduate",4.54366172919827,1914,"< 9th Grade",-0.0937888249871524,-1,1.8825782958465e-06,7.53031318338601e-06
"EducationLevel","Inverse_Simpson","High School",0.90281222074497,1897,"< 9th Grade",0.00255140501139683,-1,0.316925533337436,0.422567377783247
"EducationLevel","Inverse_Simpson","9-11th Grade",0.898005093506621,2108,"< 9th Grade",-0.00225572222695236,-1,0.0991051810181809,0.198210362036362
"EducationLevel","Inverse_Simpson","< 9th Grade",0.900260815733573,1141,"< 9th Grade",0,NA,NA,NA
"EducationLevel","Inverse_Simpson","College/AA",0.90005775323189,2414,"< 9th Grade",-0.000203062501683005,-1,0.678397480208603,0.678397480208603
"EducationLevel","Inverse_Simpson","College Graduate",0.898300953705309,1914,"< 9th Grade",-0.00195986202826448,-1,0.0671433044348539,0.198210362036362
"Education_Level","Observed_OTUs","High School",136.951060358891,1897,"< 9th Grade",3.47770302315715,-1,0.0631933909699523,0.0842578546266031
"Education_Level","Observed_OTUs","9-11th Grade",136.606228543404,2108,"< 9th Grade",3.13287120767006,-1,0.0902375598671946,0.0902375598671946
"Education_Level","Observed_OTUs","< 9th Grade",133.473357335734,1141,"< 9th Grade",0,NA,NA,NA
"Education_Level","Observed_OTUs","College/AA",129.559237033862,2414,"< 9th Grade",-3.91412030187158,-1,0.00929772360110082,0.0185954472022016
"Education_Level","Observed_OTUs","College Graduate",121.917605633803,1914,"< 9th Grade",-11.5557517019307,-1,3.8877757838283e-14,1.55511031353132e-13
"Education_Level","Shannon_Diversity","High School",4.66811214371941,1897,"< 9th Grade",0.0306615895339943,-1,0.31299385072094,0.417325134294587
"Education_Level","Shannon_Diversity","9-11th Grade",4.62798030237371,2108,"< 9th Grade",-0.00947025181170602,-1,0.489939281001285,0.489939281001285
"Education_Level","Shannon_Diversity","< 9th Grade",4.63745055418542,1141,"< 9th Grade",0,NA,NA,NA
"Education_Level","Shannon_Diversity","College/AA",4.60090750930561,2414,"< 9th Grade",-0.0365430448798039,-1,0.0355408506591619,0.0710817013183239
"Education_Level","Shannon_Diversity","College Graduate",4.54366172919827,1914,"< 9th Grade",-0.0937888249871524,-1,1.8825782958465e-06,7.53031318338601e-06
"Education_Level","Inverse_Simpson","High School",0.90281222074497,1897,"< 9th Grade",0.00255140501139683,-1,0.316925533337436,0.422567377783247
"Education_Level","Inverse_Simpson","9-11th Grade",0.898005093506621,2108,"< 9th Grade",-0.00225572222695236,-1,0.0991051810181809,0.198210362036362
"Education_Level","Inverse_Simpson","< 9th Grade",0.900260815733573,1141,"< 9th Grade",0,NA,NA,NA
"Education_Level","Inverse_Simpson","College/AA",0.90005775323189,2414,"< 9th Grade",-0.000203062501683005,-1,0.678397480208603,0.678397480208603
"Education_Level","Inverse_Simpson","College Graduate",0.898300953705309,1914,"< 9th Grade",-0.00195986202826448,-1,0.0671433044348539,0.198210362036362
"EducationLevel_Simple","Observed_OTUs","High School",136.951060358891,1897,"< 9th Grade",3.47770302315715,-1,0.0631933909699523,0.0842578546266031
"EducationLevel_Simple","Observed_OTUs","9-11th Grade",136.606228543404,2108,"< 9th Grade",3.13287120767006,-1,0.0902375598671946,0.0902375598671946
"EducationLevel_Simple","Observed_OTUs","< 9th Grade",133.473357335734,1141,"< 9th Grade",0,NA,NA,NA
"EducationLevel_Simple","Observed_OTUs","College/AA",129.559237033862,2414,"< 9th Grade",-3.91412030187158,-1,0.00929772360110082,0.0185954472022016
"EducationLevel_Simple","Observed_OTUs","College Graduate",121.917605633803,1914,"< 9th Grade",-11.5557517019307,-1,3.8877757838283e-14,1.55511031353132e-13
"EducationLevel_Simple","Shannon_Diversity","High School",4.66811214371941,1897,"< 9th Grade",0.0306615895339943,-1,0.31299385072094,0.417325134294587
"EducationLevel_Simple","Shannon_Diversity","9-11th Grade",4.62798030237371,2108,"< 9th Grade",-0.00947025181170602,-1,0.489939281001285,0.489939281001285
"EducationLevel_Simple","Shannon_Diversity","< 9th Grade",4.63745055418542,1141,"< 9th Grade",0,NA,NA,NA
"EducationLevel_Simple","Shannon_Diversity","College/AA",4.60090750930561,2414,"< 9th Grade",-0.0365430448798039,-1,0.0355408506591619,0.0710817013183239
"EducationLevel_Simple","Shannon_Diversity","College Graduate",4.54366172919827,1914,"< 9th Grade",-0.0937888249871524,-1,1.8825782958465e-06,7.53031318338601e-06
"EducationLevel_Simple","Inverse_Simpson","High School",0.90281222074497,1897,"< 9th Grade",0.00255140501139683,-1,0.316925533337436,0.422567377783247
"EducationLevel_Simple","Inverse_Simpson","9-11th Grade",0.898005093506621,2108,"< 9th Grade",-0.00225572222695236,-1,0.0991051810181809,0.198210362036362
"EducationLevel_Simple","Inverse_Simpson","< 9th Grade",0.900260815733573,1141,"< 9th Grade",0,NA,NA,NA
"EducationLevel_Simple","Inverse_Simpson","College/AA",0.90005775323189,2414,"< 9th Grade",-0.000203062501683005,-1,0.678397480208603,0.678397480208603
"EducationLevel_Simple","Inverse_Simpson","College Graduate",0.898300953705309,1914,"< 9th Grade",-0.00195986202826448,-1,0.0671433044348539,0.198210362036362
"Ethnicity","Observed_OTUs","White",123.047713004484,3472,"White",0,NA,NA,NA
"Ethnicity","Observed_OTUs","Mexican",144.551032806804,1684,"White",21.5033198023201,-0.165322796242638,3.39686170181473e-62,1.35874468072589e-61
"Ethnicity","Observed_OTUs","Black",134.683758802817,2344,"White",11.6360457983326,-0.449926421811661,1.08683870326739e-21,2.17367740653479e-21
"Ethnicity","Observed_OTUs","Other",129.050582959641,1168,"White",6.00286995515694,-0.180322040679835,3.0650888440178e-06,3.0650888440178e-06
"Ethnicity","Observed_OTUs","Other Hispanic",134.412564366632,994,"White",11.364851362148,-0.0882209746856092,1.15128264150097e-15,1.5350435220013e-15
"Ethnicity","Shannon_Diversity","White",4.52532062085202,3472,"White",0,NA,NA,NA
"Ethnicity","Shannon_Diversity","Mexican",4.7485627209599,1684,"White",0.223242100107885,-0.240833191589993,1.19123749743627e-29,4.76494998974508e-29
"Ethnicity","Shannon_Diversity","Black",4.6400471227993,2344,"White",0.114726501947279,-0.497659381632312,2.0872853892699e-09,4.1745707785398e-09
"Ethnicity","Shannon_Diversity","Other",4.62846582573991,1168,"White",0.103145204887893,-0.189014384038878,4.39055675530417e-05,5.85407567373889e-05
"Ethnicity","Shannon_Diversity","Other Hispanic",4.60970267373841,994,"White",0.0843820528863963,-0.162450003439992,0.00173043613755941,0.00173043613755941
"Ethnicity","Inverse_Simpson","White",0.896822362152466,3472,"White",0,NA,NA,NA
"Ethnicity","Inverse_Simpson","Mexican",0.906459924611179,1684,"White",0.00963756245871228,-0.308566154190877,6.87507952176535e-11,2.75003180870614e-10
"Ethnicity","Inverse_Simpson","Black",0.900363885224472,2344,"White",0.0035415230720055,-0.543340774524904,0.0102524286265677,0.0205048572531354
"Ethnicity","Inverse_Simpson","Other",0.899728415130045,1168,"White",0.00290605297757851,-0.228815267276271,0.153328644327286,0.204438192436381
"Ethnicity","Inverse_Simpson","Other Hispanic",0.89743925323378,994,"White",0.000616891081313242,-0.210074007049807,0.996603796805795,0.996603796805795
"BornInUSA","Observed_OTUs","US Born",128.189989572471,6943,"non-US Born",-11.9779693784979,-1,3.08899139102311e-37,3.08899139102311e-37
"BornInUSA","Observed_OTUs","non-US Born",140.167958950969,2714,"non-US Born",0,NA,NA,NA
"BornInUSA","Shannon_Diversity","US Born",4.56797919181439,6943,"non-US Born",-0.161844783442166,-1,3.91604676126201e-26,3.91604676126201e-26
"BornInUSA","Shannon_Diversity","non-US Born",4.72982397525656,2714,"non-US Born",0,NA,NA,NA
"BornInUSA","Inverse_Simpson","US Born",0.897288471176821,6943,"non-US Born",-0.00887747409113782,-1,1.08413664958433e-12,1.08413664958433e-12
"BornInUSA","Inverse_Simpson","non-US Born",0.906165945267959,2714,"non-US Born",0,NA,NA,NA
"US_Born","Observed_OTUs","US Born",128.189989572471,6943,"non-US Born",-11.9779693784979,-1,3.08899139102311e-37,3.08899139102311e-37
"US_Born","Observed_OTUs","non-US Born",140.167958950969,2714,"non-US Born",0,NA,NA,NA
"US_Born","Shannon_Diversity","US Born",4.56797919181439,6943,"non-US Born",-0.161844783442166,-1,3.91604676126201e-26,3.91604676126201e-26
"US_Born","Shannon_Diversity","non-US Born",4.72982397525656,2714,"non-US Born",0,NA,NA,NA
"US_Born","Inverse_Simpson","US Born",0.897288471176821,6943,"non-US Born",-0.00887747409113782,-1,1.08413664958433e-12,1.08413664958433e-12
"US_Born","Inverse_Simpson","non-US Born",0.906165945267959,2714,"non-US Born",0,NA,NA,NA
"US_Citizen","Observed_OTUs","US Born",128.189989572471,6943,"non-US Born",-11.9779693784979,-1,3.08899139102311e-37,3.08899139102311e-37
"US_Citizen","Observed_OTUs","non-US Born",140.167958950969,2714,"non-US Born",0,NA,NA,NA
"US_Citizen","Shannon_Diversity","US Born",4.56797919181439,6943,"non-US Born",-0.161844783442166,-1,3.91604676126201e-26,3.91604676126201e-26
"US_Citizen","Shannon_Diversity","non-US Born",4.72982397525656,2714,"non-US Born",0,NA,NA,NA
"US_Citizen","Inverse_Simpson","US Born",0.897288471176821,6943,"non-US Born",-0.00887747409113782,-1,1.08413664958433e-12,1.08413664958433e-12
"US_Citizen","Inverse_Simpson","non-US Born",0.906165945267959,2714,"non-US Born",0,NA,NA,NA
"PIRcat","Observed_OTUs",">4",122.175994180407,2138,"<1",-14.9303453766921,-0.956195238480961,3.38330511808802e-33,1.01499153542641e-32
"PIRcat","Observed_OTUs","2-4",129.124335378323,2032,"<1",-7.98200417877632,-0.828073221203829,6.42515807428203e-10,9.63773711142305e-10
"PIRcat","Observed_OTUs","1-2",135.444005328597,2324,"<1",-1.66233422850263,-0.864723269167015,0.233679027026159,0.233679027026159
"PIRcat","Observed_OTUs","<1",137.106339557099,2363,"<1",0,NA,NA,NA
"PIRcat","Shannon_Diversity",">4",4.53337964083414,2138,"<1",-0.1366912531042,-0.885669827506281,2.06437437288641e-13,6.19312311865922e-13
"PIRcat","Shannon_Diversity","2-4",4.58115763563906,2032,"<1",-0.0889132582992822,-0.797511132491331,2.85021794511891e-05,4.27532691767836e-05
"PIRcat","Shannon_Diversity","1-2",4.64363710417407,2324,"<1",-0.0264337897642735,-0.862739203417425,0.290498528972892,0.290498528972892
"PIRcat","Shannon_Diversity","<1",4.67007089393834,2363,"<1",0,NA,NA,NA
"PIRcat","Inverse_Simpson",">4",0.897154015169738,2138,"<1",-0.0054360991159762,-0.815175914420103,0.00720629477118832,0.021618884313565
"PIRcat","Inverse_Simpson","2-4",0.896970866753579,2032,"<1",-0.00561924753213561,-0.756698839676455,0.128093455459428,0.192140183189142
"PIRcat","Inverse_Simpson","1-2",0.900597925666075,2324,"<1",-0.00199218861963979,-0.854700264515665,0.606920160548439,0.606920160548439
"PIRcat","Inverse_Simpson","<1",0.902590114285714,2363,"<1",0,NA,NA,NA
"Household_Size_Factor","Observed_OTUs","2",125.728896103896,2224,"1",2.64906119823573,-1,0.184406173672118,0.184406173672118
"Household_Size_Factor","Observed_OTUs","3",130.376050662061,1799,"1",7.29621575640066,-1,3.28564758459091e-05,3.9427771015091e-05
"Household_Size_Factor","Observed_OTUs","6",140.734674922601,673,"1",17.6548400169402,-0.451890623695299,4.88005018284221e-15,1.46401505485266e-14
"Household_Size_Factor","Observed_OTUs","4",132.41969151671,2009,"1",9.33985661104914,-1,1.34930469183146e-07,2.02395703774719e-07
"Household_Size_Factor","Observed_OTUs","1",123.07983490566,882,"1",0,NA,NA,NA
"Household_Size_Factor","Observed_OTUs","7+",146.226638772664,733,"1",23.1468038670035,-0.48542079977673,3.21201627764797e-22,1.92720976658878e-21
"Household_Size_Factor","Observed_OTUs","5",134.393307692308,1342,"1",11.3134727866473,-1,5.65945547788283e-09,1.13189109557657e-08
"Household_Size_Factor","Shannon_Diversity","2",4.55588778002783,2224,"1",0.0380671062070741,-1,0.212391027891804,0.212391027891804
"Household_Size_Factor","Shannon_Diversity","3",4.64165593707542,1799,"1",0.123835263254662,-1,1.68489626880113e-05,5.0546888064034e-05
"Household_Size_Factor","Shannon_Diversity","6",4.65251947027864,673,"1",0.134698796457883,-0.555031690090944,0.000121381626859166,0.000182072440288749
"Household_Size_Factor","Shannon_Diversity","4",4.63596389013368,2009,"1",0.118143216312921,-1,5.06803499506487e-05,0.000101360699901297
"Household_Size_Factor","Shannon_Diversity","1",4.51782067382076,882,"1",0,NA,NA,NA
"Household_Size_Factor","Shannon_Diversity","7+",4.73160216039052,733,"1",0.21378148656976,-0.578179602053773,1.70174436134382e-09,1.02104661680629e-08
"Household_Size_Factor","Shannon_Diversity","5",4.61621617646154,1342,"1",0.0983955026407832,-1,0.000286440969674026,0.000343729163608831
"Household_Size_Factor","Inverse_Simpson","2",0.898914396071429,2224,"1",0.000547323936994526,-1,0.528011161812175,0.569942309786075
"Household_Size_Factor","Inverse_Simpson","3",0.903558397443869,1799,"1",0.00519132530943478,-1,0.0093030323551878,0.0558181941311268
"Household_Size_Factor","Inverse_Simpson","6",0.897814568003096,673,"1",-0.000552504131338005,-0.639766173185175,0.569942309786075,0.569942309786075
"Household_Size_Factor","Inverse_Simpson","4",0.899297918802057,2009,"1",0.000930846667622554,-1,0.114511749536847,0.229023499073695
"Household_Size_Factor","Inverse_Simpson","1",0.898367072134434,882,"1",0,NA,NA,NA
"Household_Size_Factor","Inverse_Simpson","7+",0.903419798479777,733,"1",0.00505272634534282,-0.682227128149402,0.0564098080247504,0.169229424074251
"Household_Size_Factor","Inverse_Simpson","5",0.8968545941,1342,"1",-0.00151247803443399,-1,0.545612172577112,0.569942309786075
"Marital_Status","Observed_OTUs","Married",128.744102296451,3959,"Divorced",1.58662566093692,-1,0.288140471357667,0.288140471357667
"Marital_Status","Observed_OTUs","Living with Partner",147.919337016575,748,"Divorced",20.7618603810606,-0.510569623629471,2.13748938403717e-18,1.06874469201859e-17
"Marital_Status","Observed_OTUs","Never Married",136.767628749293,1830,"Divorced",9.61015211377857,-1,7.83475276809276e-07,1.95868819202319e-06
"Marital_Status","Observed_OTUs","Widowed",119.215748031496,268,"Divorced",-7.94172860401795,-0.286969116168036,0.0191483535714798,0.0239354419643498
"Marital_Status","Observed_OTUs","Divorced",127.157476635514,885,"Divorced",0,NA,NA,NA
"Marital_Status","Observed_OTUs","Separated",142.413666666667,309,"Divorced",15.2561900311527,-0.133862273551012,6.11764786451549e-06,1.01960797741925e-05
"Marital_Status","Shannon_Diversity","Married",4.5900368035882,3959,"Divorced",0.0698176920227835,-1,0.00757821406946774,0.00947276758683468
"Marital_Status","Shannon_Diversity","Living with Partner",4.79293669737569,748,"Divorced",0.27271758581027,-0.539058264627742,2.58871627283523e-14,1.29435813641761e-13
"Marital_Status","Shannon_Diversity","Never Married",4.67320465336729,1830,"Divorced",0.152985541801868,-1,2.94233174604564e-07,4.90388624340939e-07
"Marital_Status","Shannon_Diversity","Widowed",4.51406882125984,268,"Divorced",-0.00615029030557857,-0.220826267148235,0.889475055785376,0.889475055785376
"Marital_Status","Shannon_Diversity","Divorced",4.52021911156542,885,"Divorced",0,NA,NA,NA
"Marital_Status","Shannon_Diversity","Separated",4.762740607,309,"Divorced",0.242521495434579,-0.105307116420931,3.94820904439444e-08,9.87052261098609e-08
"Marital_Status","Inverse_Simpson","Married",0.899921524924322,3959,"Divorced",0.00311830355749909,-1,0.0134017468138575,0.0167521835173219
"Marital_Status","Inverse_Simpson","Living with Partner",0.909881812058011,748,"Divorced",0.0130785906911886,-0.598850305094772,1.59972269383751e-07,7.99861346918757e-07
"Marital_Status","Inverse_Simpson","Never Married",0.900793090758347,1830,"Divorced",0.00398986939152501,-1,0.00340622129288375,0.00567703548813959
"Marital_Status","Inverse_Simpson","Widowed",0.901817357007874,268,"Divorced",0.00501413564105158,-0.18001130589914,0.222227307756468,0.222227307756468
"Marital_Status","Inverse_Simpson","Divorced",0.896803221366822,885,"Divorced",0,NA,NA,NA
"Marital_Status","Inverse_Simpson","Separated",0.910649381566667,309,"Divorced",0.0138461601998442,-0.144472190141468,3.16108208363148e-05,7.9027052090787e-05
"Interview_Language","Observed_OTUs","English",129.452886521308,8356,"English",0,NA,NA,NA
"Interview_Language","Observed_OTUs","Spanish",144.862490211433,1306,"English",15.4096036901248,0.0318639149987924,3.68417351996405e-34,3.68417351996405e-34
"Interview_Language","Shannon_Diversity","English",4.59011864436942,8356,"English",0,NA,NA,NA
"Interview_Language","Shannon_Diversity","Spanish",4.76181814643696,1306,"English",0.171699502067537,-0.00324766459767381,1.47971969190105e-18,1.47971969190105e-18
"Interview_Language","Inverse_Simpson","English",0.89848210163776,8356,"English",0,NA,NA,NA
"Interview_Language","Inverse_Simpson","Spanish",0.908060891057165,1306,"English",0.00957878941940504,-0.0347494457215639,9.17663944475247e-09,9.17663944475247e-09
"Interview_Proxy","Observed_OTUs","No",132.165864781667,9070,"No",0,NA,NA,NA
"Interview_Proxy","Observed_OTUs","Yes",122.329238754325,592,"No",-9.83662602734161,-0.0875904518801551,6.37015660270639e-09,6.37015660270639e-09
"Interview_Proxy","Shannon_Diversity","No",4.61965373248774,9070,"No",0,NA,NA,NA
"Interview_Proxy","Shannon_Diversity","Yes",4.52127436453287,592,"No",-0.0983793679548715,-0.0647205391229909,0.000323844921637892,0.000323844921637892
"Interview_Proxy","Inverse_Simpson","No",0.900525439825562,9070,"No",0,NA,NA,NA
"Interview_Proxy","Inverse_Simpson","Yes",0.888637802058823,592,"No",-0.0118876377667381,-0.0743158003872079,6.09096006676916e-06,6.09096006676916e-06
"Interview_Interpreter","Observed_OTUs","No",131.403299714975,9425,"No",0,NA,NA,NA
"Interview_Interpreter","Observed_OTUs","Yes",137.762995594714,237,"No",6.35969587973887,0.0187262963237962,0.0140926533178831,0.0140926533178831
"Interview_Interpreter","Shannon_Diversity","No",4.61111154226595,9425,"No",0,NA,NA,NA
"Interview_Interpreter","Shannon_Diversity","Yes",4.71242282731278,237,"No",0.101311285046825,0.0138946755051951,0.046842496016592,0.046842496016592
"Interview_Interpreter","Inverse_Simpson","No",0.899623013990353,9425,"No",0,NA,NA,NA
"Interview_Interpreter","Inverse_Simpson","Yes",0.90652047876652,237,"No",0.00689746477616693,0.00155595441549726,0.426795136423238,0.426795136423238
"HH_Reference_Gender","Observed_OTUs","Male",132.41793971924,5019,"Female",1.78517612323586,-0.909197366043234,0.0374003714177482,0.0374003714177482
"HH_Reference_Gender","Observed_OTUs","Female",130.632763596004,4643,"Female",0,NA,NA,NA
"HH_Reference_Gender","Shannon_Diversity","Male",4.62183288953551,5019,"Female",0.017144553588782,-0.91916978059425,0.263938450880095,0.263938450880095
"HH_Reference_Gender","Shannon_Diversity","Female",4.60468833594673,4643,"Female",0,NA,NA,NA
"HH_Reference_Gender","Inverse_Simpson","Male",0.900135486436829,5019,"Female",0.000715955693210812,-0.922058058979572,0.402107990759991,0.402107990759991
"HH_Reference_Gender","Inverse_Simpson","Female",0.899419530743618,4643,"Female",0,NA,NA,NA
"HH_Reference_Education_Level","Observed_OTUs","High School Graduate/GED",135.41582733813,2008,"9-11th Grade",-3.50917266187051,-1,0.0122700142852821,0.0163600190470428
"HH_Reference_Education_Level","Observed_OTUs","9-11th Grade",138.925,1434,"9-11th Grade",0,NA,NA,NA
"HH_Reference_Education_Level","Observed_OTUs","Some College or AA Degree",129.61239072596,2725,"9-11th Grade",-9.31260927404031,-1,1.37552684183484e-10,2.75105368366968e-10
"HH_Reference_Education_Level","Observed_OTUs","Less Than 9th Grade",138.392604166667,986,"9-11th Grade",-0.532395833333339,-0.58614135167835,0.944223819774913,0.944223819774913
"HH_Reference_Education_Level","Observed_OTUs","College Graduate or Above",121.950597228858,2172,"9-11th Grade",-16.9744027711419,-1,1.32530063794257e-30,5.30120255177028e-30
"HH_Reference_Education_Level","Shannon_Diversity","High School Graduate/GED",4.64947097564234,2008,"9-11th Grade",0.012058495513033,-1,0.718711164492313,0.718711164492313
"HH_Reference_Education_Level","Shannon_Diversity","9-11th Grade",4.63741248012931,1434,"9-11th Grade",0,NA,NA,NA
"HH_Reference_Education_Level","Shannon_Diversity","Some College or AA Degree",4.60560833352718,2725,"9-11th Grade",-0.0318041466021342,-1,0.0695153727047707,0.0926871636063609
"HH_Reference_Education_Level","Shannon_Diversity","Less Than 9th Grade",4.70076511614583,986,"9-11th Grade",0.0633526360165231,-0.539638250874212,0.0200589916334398,0.0401179832668795
"HH_Reference_Education_Level","Shannon_Diversity","College Graduate or Above",4.53849501567128,2172,"9-11th Grade",-0.0989174644580251,-1,1.38743583119345e-06,5.5497433247738e-06
"HH_Reference_Education_Level","Inverse_Simpson","High School Graduate/GED",0.901473488252826,2008,"9-11th Grade",0.00209118745541259,-1,0.284586231321696,0.379448308428928
"HH_Reference_Education_Level","Inverse_Simpson","9-11th Grade",0.899382300797414,1434,"9-11th Grade",0,NA,NA,NA
"HH_Reference_Education_Level","Inverse_Simpson","Some College or AA Degree",0.899791940703155,2725,"9-11th Grade",0.000409639905740944,-1,0.805812958264802,0.805812958264802
"HH_Reference_Education_Level","Inverse_Simpson","Less Than 9th Grade",0.905471649770833,986,"9-11th Grade",0.00608934897341962,-0.537270232017695,0.014683789728631,0.0587351589145239
"HH_Reference_Education_Level","Inverse_Simpson","College Graduate or Above",0.896991598198758,2172,"9-11th Grade",-0.00239070259865604,-1,0.107860301556631,0.215720603113262
"HH_Reference_Marital_Status","Observed_OTUs","Married",128.783813747228,5130,"Divorced",0.577400921577066,-1,0.921478923536285,0.921478923536285
"HH_Reference_Marital_Status","Observed_OTUs","Living with Partner",145.036167664671,861,"Divorced",16.8297548390194,-0.540526539662671,6.93667591982505e-15,3.46833795991252e-14
"HH_Reference_Marital_Status","Observed_OTUs","Divorced",128.206412825651,1026,"Divorced",0,NA,NA,NA
"HH_Reference_Marital_Status","Observed_OTUs","Widowed",127.218362282878,421,"Divorced",-0.988050542772896,-0.333040388364824,0.555179684286075,0.693974605357594
"HH_Reference_Marital_Status","Observed_OTUs","Separated",139.591624365482,410,"Divorced",11.3852115398309,-0.200245467755366,5.19784156574228e-05,0.000129946039143557
"HH_Reference_Marital_Status","Observed_OTUs","Never Married",134.699102564103,1611,"Divorced",6.49268973845125,-1,0.000404331208397672,0.000673885347329453
"HH_Reference_Marital_Status","Shannon_Diversity","Married",4.59271949688571,5130,"Divorced",0.0605207308536446,-1,0.0175581299955052,0.0219476624943815
"HH_Reference_Marital_Status","Shannon_Diversity","Living with Partner",4.74368661173653,861,"Divorced",0.211487845704463,-0.57154779645093,1.06451126740836e-10,5.3225563370418e-10
"HH_Reference_Marital_Status","Shannon_Diversity","Divorced",4.53219876603206,1026,"Divorced",0,NA,NA,NA
"HH_Reference_Marital_Status","Shannon_Diversity","Widowed",4.57571399255583,421,"Divorced",0.0435152265237679,-0.299471713159312,0.505211948269867,0.505211948269867
"HH_Reference_Marital_Status","Shannon_Diversity","Separated",4.7459162571066,410,"Divorced",0.213717491074536,-0.172703310473286,3.89275025018224e-07,9.7318756254556e-07
"HH_Reference_Marital_Status","Shannon_Diversity","Never Married",4.6416515675641,1611,"Divorced",0.109452801532039,-1,0.000127087389781753,0.000211812316302921
"HH_Reference_Marital_Status","Inverse_Simpson","Married",0.898861123983068,5130,"Divorced",0.00282343956423026,-1,0.0313359408917263,0.0522265681528772
"HH_Reference_Marital_Status","Inverse_Simpson","Living with Partner",0.905359690562874,861,"Divorced",0.00932200614403655,-0.618812862419737,9.25398924838944e-06,4.3212363084575e-05
"HH_Reference_Marital_Status","Inverse_Simpson","Divorced",0.896037684418838,1026,"Divorced",0,NA,NA,NA
"HH_Reference_Marital_Status","Inverse_Simpson","Widowed",0.901754642307692,421,"Divorced",0.00571695788885462,-0.283383069104006,0.204616416951987,0.204616416951987
"HH_Reference_Marital_Status","Inverse_Simpson","Separated",0.910751317918782,410,"Divorced",0.014713633499944,-0.193523078772365,1.728494523383e-05,4.3212363084575e-05
"HH_Reference_Marital_Status","Inverse_Simpson","Never Married",0.898995981044872,1611,"Divorced",0.00295829662603408,-1,0.0503441600476406,0.0629302000595508
"Annual_Household_Income","Observed_OTUs","$100,000 and Over",122.503295225286,1544,"$0 to $4,999",-11.262407254053,-1,5.88476049011315e-05,0.00076501886371471
"Annual_Household_Income","Observed_OTUs","$75,000 to $99,999",126.109483793517,863,"$0 to $4,999",-7.65621868582143,-1,0.02539675397205,0.165078900818325
"Annual_Household_Income","Observed_OTUs","$35,000 to $44,999",135.117710843373,849,"$0 to $4,999",1.35200836403465,-1,0.575197801937779,0.695403521078817
"Annual_Household_Income","Observed_OTUs","$25,000 to $34,999",137.249181818182,1139,"$0 to $4,999",3.48347933884298,-1,0.270816926682232,0.516814015993606
"Annual_Household_Income","Observed_OTUs","$65,000 to $74,999",130.13919239905,436,"$0 to $4,999",-3.62651008028897,-1,0.233294754425669,0.516814015993606
"Annual_Household_Income","Observed_OTUs","$20,000 to $24,999",135.594786096257,770,"$0 to $4,999",1.82908361691784,-1,0.550546580601399,0.695403521078817
"Annual_Household_Income","Observed_OTUs","$5,000 to $9,999",131.339948453608,397,"$0 to $4,999",-2.42575402573058,-1,0.633170178887249,0.695403521078817
"Annual_Household_Income","Observed_OTUs","$20,000 and Over",132.501842105263,391,"$0 to $4,999",-1.26386037407568,-1,0.695403521078817,0.695403521078817
"Annual_Household_Income","Observed_OTUs","$10,000 to $14,999",131.561163522013,659,"$0 to $4,999",-2.20453895732626,-1,0.665853602630092,0.695403521078817
"Annual_Household_Income","Observed_OTUs","$0 to $4,999",133.765702479339,247,"$0 to $4,999",0,NA,NA,NA
"Annual_Household_Income","Observed_OTUs","$55,000 to $64,999",129.312190082645,503,"$0 to $4,999",-4.45351239669421,-1,0.162850487881673,0.516814015993606
"Annual_Household_Income","Observed_OTUs","$15,000 to $19,999",137.436102236422,644,"$0 to $4,999",3.67039975708289,-1,0.278284470150403,0.516814015993606
"Annual_Household_Income","Observed_OTUs","$45,000 to $54,999",131.913698630137,679,"$0 to $4,999",-1.85200384920185,-1,0.549841365451063,0.695403521078817
"Annual_Household_Income","Observed_OTUs","Under $20,000",142.125581395349,91,"$0 to $4,999",8.35987891600999,-0.198969708850702,0.177550635298058,0.516814015993606
"Annual_Household_Income","Shannon_Diversity","$100,000 and Over",4.53476817706792,1544,"$0 to $4,999",-0.0804325051634835,-1,0.0495479915958465,0.322061945373002
"Annual_Household_Income","Shannon_Diversity","$75,000 to $99,999",4.55989503770708,863,"$0 to $4,999",-0.0553056445243225,-1,0.322924154639877,0.736020706437019
"Annual_Household_Income","Shannon_Diversity","$35,000 to $44,999",4.64466610289157,849,"$0 to $4,999",0.029465420660161,-1,0.556598085998454,0.904471889747488
