"OTU","Genus","Phylum","p_value","p_adj_BH","Underweight","Healthy.weight","Overweight","Class.1.Obesity","Class.2.3.Obesity","in_top_panel"
"RSV_genus322","Cloacibacterium","Bacteroidetes",0.0127423472631923,0.0500803880809185,0.000252399341085271,0.000919445338501291,0.0014582394407677,0.00125437098516949,0.000886746254108723,FALSE
"RSV_genus326","Flavobacterium","Bacteroidetes",0.409000840647069,0.548881676302604,1.10077519379845e-07,1.67348171834625e-05,4.81487160820649e-06,5.95551059322034e-06,1.00356257901391e-06,FALSE
"RSV_genus475","Gemella","Firmicutes",0.0295569928485552,0.0851048344815575,0.0507707845193799,0.0483101941414729,0.0468907440986102,0.0499149431800848,0.0493744195575222,FALSE
"RSV_genus494","Staphylococcus","Firmicutes",0.425719885262389,0.548881676302604,0.000864115015503876,0.000295399214470284,0.000223437634679021,0.000313397623940678,0.000170890876106195,FALSE
"RSV_genus499","Abiotrophia","Firmicutes",0.0942294161711996,0.204304026375523,0.00220077151937984,0.00175408879392765,0.00165792014228987,0.00181410533792373,0.0020200472806574,FALSE
"RSV_genus510","Dolosigranulum","Firmicutes",0.340943585934831,0.496719534680918,6.60799224806202e-06,3.36747093023256e-06,2.37865718067505e-06,2.72408474576271e-06,3.08612262958281e-06,FALSE
"RSV_genus511","Granulicatella","Firmicutes",0.0039005087903601,0.0199753328960866,0.0276108066976744,0.0243691073100775,0.0224110795440106,0.0241320131822034,0.0248141513666245,TRUE
"RSV_genus519","Lactobacillus","Firmicutes",0.0231855765623414,0.0708749559061844,0.00907293699224807,0.0042683928255814,0.00480306832230311,0.00455750947669492,0.00649548644500632,FALSE
"RSV_genus523","Leuconostoc","Firmicutes",0.520808596402799,0.615501068476035,6.98449612403101e-07,6.14144509043928e-06,4.87048338848445e-05,5.45982733050847e-06,1.82631479140329e-06,FALSE
"RSV_genus525","Weissella","Firmicutes",0.391228810475403,0.548391339844159,0,8.68403036175711e-06,0.000222277461945731,1.22715338983051e-05,1.99122629582807e-06,FALSE
"RSV_genus528","Lactococcus","Firmicutes",0.960654298965752,0.966372479316739,0.00171811360465116,0.000100077961886305,5.84571859695566e-05,5.89435370762712e-05,0.000138989318584071,FALSE
"RSV_genus530","Streptococcus","Firmicutes",0.000427538079610723,0.00328426979337328,0.333832062255814,0.328635991296512,0.313300802673726,0.317987018534957,0.31513459138306,TRUE
"RSV_genus535","Christensenellaceae R-7 group","Firmicutes",0.114486238268565,0.239114811141217,2.78968914728682e-05,4.14586963824289e-05,9.80463097286565e-05,6.52261906779661e-05,1.9643188369153e-05,FALSE
"RSV_genus538","Clostridium sensu stricto 1","Firmicutes",0.0586025659950009,0.14353382106022,2.15943643410853e-05,1.23151711886305e-05,2.80874123097287e-06,5.2691875e-06,2.69171238938053e-05,FALSE
"RSV_genus555","Defluviitaleaceae UCG-011","Firmicutes",0.000355002605408183,0.00299977201569914,0.000114647093023256,0.000179354016149871,0.000268377078093978,0.000273277616525424,0.000279342786346397,TRUE
"RSV_genus560","Pseudoramibacter","Firmicutes",7.47859010215317e-13,4.21293909087962e-11,6.46528372093023e-05,5.84573301033592e-05,0.000101976203838518,8.32107838983051e-05,0.000101845246523388,FALSE
"RSV_genus561","Anaerococcus","Firmicutes",0.201047998012807,0.333108937883965,3.75474573643411e-05,5.35308753229974e-05,4.44239285241562e-05,9.78155773305085e-05,2.00991289506953e-05,FALSE
"RSV_genus562","Ezakiella","Firmicutes",0.487766804723666,0.601042112898178,1.15336899224806e-05,2.71696996124031e-05,3.06079113170086e-05,3.6020905720339e-05,2.31033716814159e-05,FALSE
"RSV_genus563","Finegoldia","Firmicutes",0.32200943151252,0.481589326775361,1.41298449612403e-05,7.7723569121447e-05,5.29895645268034e-05,0.000120310461864407,3.49318432364096e-05,FALSE
"RSV_genus566","Murdochiella","Firmicutes",0.427517456063702,0.548881676302604,3.06821705426357e-05,1.76815633074935e-05,1.06548894771674e-05,2.70794099576271e-05,2.7148396965866e-05,FALSE
"RSV_genus568","Parvimonas","Firmicutes",1.29833477018859e-06,3.13455108802673e-05,0.00417488297674419,0.00377141979844961,0.00463119160953012,0.00510738847351695,0.00538029153223767,TRUE
"RSV_genus569","Peptoniphilus","Firmicutes",0.145816433309802,0.264978249778028,6.34169689922481e-05,6.19801531007751e-05,3.2324143613501e-05,5.7988373940678e-05,7.46125790139065e-05,FALSE
"RSV_genus577","Family XIII AD3011 group","Firmicutes",0.0884816684501444,0.196755289053611,7.23255813953488e-07,2.05105536175711e-05,2.73642203838518e-05,1.44251302966102e-05,2.37019039190898e-05,FALSE
"RSV_genus578","Family XIII UCG-001","Firmicutes",0.585141682823627,0.663684190585188,8.37699689922481e-05,9.8526115633075e-05,0.000106486301125083,0.000115963549788136,0.000110129190897598,FALSE
"RSV_genus579","Incertae Sedis","Firmicutes",0.000515113812114911,0.00375796123246361,0.000386187503875969,0.000437590877906977,0.000565856802779616,0.000513587684322034,0.000526323342604299,TRUE
"RSV_genus580","Mogibacterium","Firmicutes",1.17750870597489e-05,0.000180908155736142,0.00198466981395349,0.00232385158850129,0.00272517187756453,0.00280203397033898,0.00281006147914033,TRUE
"RSV_genus582","[Eubacterium] brachy group","Firmicutes",0.0307183130377219,0.0851048344815575,0.000904609248062016,0.00117460613436692,0.00125940729649239,0.00135290949258475,0.00136268710872313,FALSE
"RSV_genus583","[Eubacterium] nodatum group","Firmicutes",0.000578147881917478,0.00375796123246361,0.00139213008527132,0.00167118538501292,0.0019545404308405,0.00200444910381356,0.00205427392541087,TRUE
