"OTU","Genus","Phylum","p_value","p_adj_BH","control","Prostate.cancer","in_top_panel"
"RSV_genus1248","Pseudomonas","Proteobacteria",0.0472697897032669,0.61450726614247,0.000832889365090909,6.325e-06,FALSE
"RSV_genus1257","Aliivibrio","Proteobacteria",0.422273086710217,0.775700944358152,2.59915752727273e-05,0,FALSE
"RSV_genus1282","Stenotrophomonas","Proteobacteria",0.630424900511024,0.794243187155472,0.000299240845818182,0.000188156791666667,FALSE
"RSV_genus1285","Xanthomonas","Proteobacteria",0.416162361328559,0.775700944358152,1.93310607272727e-05,5.48870833333333e-05,FALSE
"RSV_genus1299","Candidatus Saccharimonas","Saccharibacteria",0.554802870312835,0.775700944358152,3.56427647272728e-05,3.025225e-05,FALSE
"RSV_genus1307","Treponema 2","Spirochaetae",0.154789443425907,0.677116850447559,0.00512502302581818,0.00340607354166667,FALSE
"RSV_genus1309","Fretibacterium","Synergistetes",0.366645450526821,0.775700944358152,0.000649293977454547,0.000537598375,FALSE
"RSV_genus1311","Pyramidobacter","Synergistetes",0.528729364109885,0.775700944358152,1.68612767272727e-05,5.7625e-06,FALSE
"RSV_genus1314","Acholeplasma","Tenericutes",0.0672297064683507,0.662320843904719,0.000340735167272727,0,FALSE
"RSV_genus1322","Mycoplasma","Tenericutes",0.0452733780608258,0.61450726614247,0.000790758004363636,0.000337277583333333,FALSE
"RSV_genus1333","Opitutus","Verrucomicrobia",0.501163621421667,0.775700944358152,9.28237527272727e-06,0,FALSE
"RSV_genus1344","Akkermansia","Verrucomicrobia",0.19812173747611,0.727882035510057,0.000194986858909091,0,FALSE
