"OTU","Genus","Phylum","p_value","p_adj_BH","X70.75.bpm","X.60.bpm","X60.70.bpm","X75.85.bpm","X85..bpm","in_top_panel"
"RSV_genus591","Butyrivibrio 2","Firmicutes",0.622977874357313,0.829002053278629,0.000206661239841427,0.000233978006072875,0.000196901521292217,0.000185312974597798,0.000180993823529412,FALSE
"RSV_genus592","Catonella","Firmicutes",0.336123483274269,0.604132430261905,0.000736097038652131,0.000744804068825911,0.000744253468428781,0.000755706062658764,0.000763747713903743,FALSE
"RSV_genus600","Howardella","Firmicutes",0.539946672128842,0.779922970852772,1.84017175421209e-05,2.61412611336032e-05,2.16262980910426e-05,2.12159754445385e-05,2.6418070855615e-05,FALSE
"RSV_genus602","Incertae Sedis","Firmicutes",0.10758951589763,0.386864429504244,1.73421764122894e-05,3.26094251012146e-05,1.4134e-05,1.61058543607113e-05,7.07757526737968e-05,FALSE
"RSV_genus603","Johnsonella","Firmicutes",0.155673098710197,0.459696900700507,0.000245659364717542,0.000215436133603239,0.00026548098164464,0.00027518716765453,0.000252856124331551,FALSE
"RSV_genus604","Lachnoanaerobaculum","Firmicutes",0.170856894765156,0.485253276412124,0.00229066776313181,0.00252394647368421,0.00243896036196769,0.00233285987891617,0.00231853256550802,FALSE
"RSV_genus605","Lachnoclostridium","Firmicutes",0.044718946254177,0.237912989217954,4.06093082259663e-05,0.000186137052631579,8.2464977239354e-05,0.000121732354784081,0.000368505267379679,FALSE
"RSV_genus609","Lachnospiraceae AC2044 group","Firmicutes",0.322637176065931,0.604132430261905,5.89318939544103e-05,4.64007287449393e-05,8.30860616740088e-05,8.06386215071973e-05,8.87538997326203e-05,FALSE
"RSV_genus625","Moryella","Firmicutes",0.345457632881767,0.604132430261905,1.41885123885035e-05,1.36245425101215e-05,1.72703039647577e-05,9.45766892464014e-06,1.97529344919786e-05,FALSE
"RSV_genus627","Oribacterium","Firmicutes",0.0236248012040311,0.173590930586142,0.00302830158870168,0.00331966469433198,0.00301728418795888,0.00293407319983065,0.00299710205481283,FALSE
"RSV_genus630","Shuttleworthia","Firmicutes",0.660768085848389,0.847603648633753,0.000194751173439049,0.000196519785425101,0.000207322828928047,0.00019555083149873,0.000269890617647059,FALSE
"RSV_genus631","Stomatobaculum","Firmicutes",0.438302159127159,0.679569402683393,0.00257842702576809,0.00281738948380567,0.00265690540969163,0.0026098482938188,0.00248066664839572,FALSE
"RSV_genus644","Peptococcus","Firmicutes",0.182301356349098,0.495066183461174,0.000684026004955401,0.000573681510121457,0.000661746375183554,0.00068006283573243,0.00065000424197861,FALSE
"RSV_genus646","Filifactor","Firmicutes",0.460005296597702,0.694115135044747,0.00135707249355798,0.0013556575242915,0.00148077885976505,0.00136919074089754,0.0016023771671123,FALSE
"RSV_genus649","Peptoclostridium","Firmicutes",0.345526349714314,0.604132430261905,0.000297542479682854,0.000245252078947368,0.000307799635829662,0.00028468682387807,0.000298422086898395,FALSE
"RSV_genus650","Peptostreptococcus","Firmicutes",0.556192040886787,0.783303790915558,0.00333402682755203,0.00360214538866397,0.00340135419530103,0.0034431522599492,0.00349119588903743,FALSE
"RSV_genus656","Candidatus Soleaferrea","Firmicutes",0.129398941028617,0.435169963283168,1.56317145688801e-06,7.06526315789474e-06,3.5204684287812e-06,7.2028950042337e-06,1.45507727272727e-05,FALSE
"RSV_genus658","Faecalibacterium","Firmicutes",0.402540057411575,0.654127593293809,0.000381046838453915,0.00032064805465587,0.000148790942731277,0.000446449358171041,0.000342550957219251,FALSE
"RSV_genus659","Fastidiosipila","Firmicutes",0.20759393468171,0.522963179656419,3.45719326065411e-06,1.78775627530364e-05,2.17083553597651e-06,4.8004199830652e-06,1.1288550802139e-05,FALSE
"RSV_genus673","Ruminococcaceae UCG-002","Firmicutes",0.0234761015231515,0.173590930586142,0.000388989680872151,0.000125908327935223,0.000121539209251101,9.79553302286198e-05,0.000183427890374332,FALSE
"RSV_genus674","Ruminococcaceae UCG-003","Firmicutes",0.172279269732115,0.485253276412124,2.82364816650149e-06,1.60312064777328e-05,9.95059838472834e-06,4.54522861981372e-06,4.96295614973262e-05,FALSE
"RSV_genus683","Ruminococcaceae UCG-014","Firmicutes",0.101409336919126,0.380848398651828,0.00166136311694747,0.0017300854757085,0.00175185635535977,0.00177256476291279,0.00156698778877005,FALSE
"RSV_genus684","Ruminococcus 1","Firmicutes",0.57896221039558,0.802005029154533,2.70219117938553e-05,0.00019015208097166,4.64947944199706e-05,0.000118287471634208,6.1536885026738e-05,FALSE
"RSV_genus685","Ruminococcus 2","Firmicutes",0.0433395323253381,0.237912989217954,8.59687601585728e-05,0.000152820856275304,0.000108691942731278,4.78355910245555e-05,0.000397189886363637,FALSE
"RSV_genus687","Subdoligranulum","Firmicutes",0.0206962410188316,0.173590930586142,0.000128675774033697,7.96706740890688e-05,9.73212063142438e-05,0.0001179199915326,3.67782593582888e-05,FALSE
"RSV_genus689","Pelospora","Firmicutes",0.046174119281169,0.237912989217954,7.82686223984143e-06,5.66513562753036e-06,4.28464464023495e-06,3.51812955122777e-06,3.39385561497326e-06,FALSE
"RSV_genus698","Bulleidia","Firmicutes",0.0793491901110704,0.326302091568061,0.000380331940535183,0.000312073437246964,0.000369499051395007,0.000415611052497883,0.00047922060026738,FALSE
"RSV_genus703","Eggerthia","Firmicutes",0.99328440997268,0.99328440997268,0.000117433444995045,0.000137163327935223,0.000126423024963289,0.000101522075359864,0.000131248131016043,FALSE
"RSV_genus708","Erysipelotrichaceae UCG-004","Firmicutes",0.0674406636013401,0.292242875605807,1.49019226957384e-06,4.2064028340081e-06,1.15722907488987e-06,9.08331922099915e-07,1.52941176470588e-07,FALSE
"RSV_genus709","Erysipelotrichaceae UCG-006","Firmicutes",0.70437496491408,0.881773104225774,6.24207443012884e-05,6.10265182186235e-05,7.16106967694567e-05,6.51922049110922e-05,6.77801671122995e-05,FALSE
"RSV_genus713","Incertae Sedis","Firmicutes",0.593973496735041,0.809528394743725,2.05092765113974e-06,2.51613603238866e-05,1.87337437591777e-05,9.98633276883997e-06,7.861739171123e-05,FALSE
"RSV_genus716","Solobacterium","Firmicutes",0.195728281907915,0.508893532960578,0.0029590503419227,0.00318537898785425,0.00288048848091042,0.00300624453767993,0.00278317744786096,FALSE
"RSV_genus722","Phascolarctobacterium","Firmicutes",0.041504310302896,0.237912989217954,5.26933994053518e-06,4.6826028340081e-05,2.38364148311307e-05,1.17650651989839e-05,0.000108696635026738,FALSE
"RSV_genus726","Anaeroglobus","Firmicutes",0.759888373202675,0.910137781992157,0.000847247915758177,0.00104374524291498,0.00082913249853157,0.000851513729889924,0.00109503579545455,FALSE
"RSV_genus728","Centipeda","Firmicutes",0.679435057283309,0.856899437917009,6.07731883052527e-05,8.11361072874494e-05,6.43503715124816e-05,6.19306359017781e-05,4.2191172459893e-05,FALSE
"RSV_genus729","Dialister","Firmicutes",0.969242884495187,0.983656172671008,0.00256147650941526,0.00233357915384616,0.00214967809471365,0.00228315391447926,0.00232192321657754,FALSE
"RSV_genus731","Megasphaera","Firmicutes",0.289608447904905,0.598146058138205,0.00514957647373638,0.00568150905668016,0.00543059430396476,0.00509045316257409,0.00498693920855615,FALSE
