"OTU","Genus","Phylum","p_value","p_adj_BH","White","Black","Mexican","Other","Other.Hispanic","in_top_panel"
"RSV_genus684","Ruminococcus 1","Firmicutes",0.204785442130306,0.224732076104037,1.12367965575621e-05,4.49044834797156e-05,0.000131807898830409,1.31611268781302e-06,2.7734312749004e-06,FALSE
"RSV_genus685","Ruminococcus 2","Firmicutes",9.84163015439298e-13,2.13235320011848e-12,0.000117234204288939,9.70604964450022e-05,0.000107313950292398,0.000228030425709516,5.05657898406375e-05,FALSE
"RSV_genus687","Subdoligranulum","Firmicutes",0.0237331318142584,0.0288553904792063,6.36785070541761e-05,2.5421208699289e-05,9.98607918128655e-05,1.77849791318865e-05,1.30794143426295e-05,FALSE
"RSV_genus689","Pelospora","Firmicutes",4.75619476774487e-21,1.38585675129118e-20,6.39685383747178e-07,7.74547051442911e-06,6.52906257309941e-06,3.21416110183639e-06,3.72684163346614e-06,FALSE
"RSV_genus698","Bulleidia","Firmicutes",8.38621770884527e-14,1.941466839445e-13,0.000420841422404063,0.00043557734629862,0.000316575143859649,0.000294343980801336,0.000353844967131474,FALSE
"RSV_genus703","Eggerthia","Firmicutes",2.06203406148535e-43,1.45201565162927e-42,7.30216027088036e-05,0.000151361772480134,0.000139652228070176,7.937000918197e-05,0.000106025589641434,FALSE
"RSV_genus708","Erysipelotrichaceae UCG-004","Firmicutes",1.6222964317203e-07,2.79763364245644e-07,7.42106941309255e-07,3.06622710163112e-06,1.3147730994152e-06,1.53255425709516e-07,3.04478087649402e-07,FALSE
"RSV_genus709","Erysipelotrichaceae UCG-006","Firmicutes",2.52129223214214e-33,1.06524596808005e-32,5.28202705981941e-05,8.61609636135509e-05,6.95191812865497e-05,5.68286510851419e-05,5.51223515936255e-05,FALSE
"RSV_genus713","Incertae Sedis","Firmicutes",0.00020113726389677,0.000278624570479952,1.67581461625282e-05,1.37162107904642e-05,1.37080438596491e-05,2.10922328881469e-05,2.12016135458167e-06,FALSE
"RSV_genus716","Solobacterium","Firmicutes",8.07854345264087e-08,1.42216025364199e-07,0.00289595457110609,0.003324694797156,0.00293116640818714,0.00289399385559265,0.00287744525,FALSE
"RSV_genus722","Phascolarctobacterium","Firmicutes",3.89746820134316e-09,7.15947963072819e-09,3.46008332392777e-05,2.18896277708072e-05,2.00137795321637e-05,3.38640175292154e-05,1.08724870517928e-05,FALSE
"RSV_genus726","Anaeroglobus","Firmicutes",1.41284364632068e-19,3.79000914647927e-19,0.000847854374153498,0.0010890332588875,0.000654195704093566,0.000674463504173623,0.000602624972111553,FALSE
"RSV_genus728","Centipeda","Firmicutes",0.000699186014676546,0.000930412885671939,5.37929212753951e-05,6.96877607695525e-05,6.76105614035088e-05,4.31044282136895e-05,4.79817211155379e-05,FALSE
"RSV_genus729","Dialister","Firmicutes",7.96240385056139e-18,2.03885795567405e-17,0.00213841731207675,0.00276649168966959,0.00219963374502924,0.0019423193263773,0.00193101489043825,FALSE
"RSV_genus731","Megasphaera","Firmicutes",1.49051058808155e-30,5.72491566785869e-30,0.00577645723165913,0.00591225808866583,0.00444598022514619,0.00377297150083473,0.0046275346125498,TRUE
"RSV_genus735","Selenomonas","Firmicutes",0.000390879896593738,0.000532731471970498,0.000686743730530474,0.000681145384776245,0.000672172406432749,0.000652404968280468,0.000534743763944223,FALSE
"RSV_genus736","Selenomonas 3","Firmicutes",0.000781827732758431,0.00102425493671453,0.00163238634988714,0.00140008912547051,0.00141350390116959,0.00154414784307179,0.0013266676623506,FALSE
"RSV_genus737","Selenomonas 4","Firmicutes",5.97759952049416e-05,9.10102990057219e-05,9.94803309819413e-05,0.000106810447929737,8.83576397660818e-05,7.71549106844741e-05,6.52719093625498e-05,FALSE
"RSV_genus740","Veillonella","Firmicutes",8.12387958450148e-37,4.03804602876691e-36,0.0641325508758463,0.0639158348636553,0.0546943594959066,0.0524256594799665,0.0559579796543824,TRUE
"RSV_genus742","Fusobacterium","Fusobacteria",1.42185328514158e-39,8.28597259272162e-39,0.0242704505804177,0.0273674355248849,0.0303252610210527,0.0293361175166945,0.0286748164820717,TRUE
"RSV_genus746","Leptotrichia","Fusobacteria",1.06336995938331e-05,1.7115192679598e-05,0.0190010078106659,0.0177429474491844,0.0187224745415205,0.0201322485934891,0.0186320142888446,TRUE
"RSV_genus749","Sneathia","Fusobacteria",1.99972827873497e-13,4.38901401436636e-13,5.43770406320542e-05,9.10901806775408e-05,4.52074923976608e-05,3.59349732888147e-05,4.75889013944223e-05,FALSE
"RSV_genus750","Streptobacillus","Fusobacteria",1.7000496737497e-33,7.56074723325526e-33,0.00054451709452596,0.000776318324132162,0.000936355707602337,0.000371708304674457,0.000901991151394422,FALSE
"RSV_genus795","Brevundimonas","Proteobacteria",0.493537298264717,0.508584167114251,9.27317855530474e-05,0.000131784813885404,4.29243333333333e-06,3.57684307178631e-06,2.07738346613546e-06,FALSE
"RSV_genus819","Bradyrhizobium","Proteobacteria",0.0577381768080223,0.0692039140464948,7.28931331828443e-05,4.58626026767043e-05,3.72604929824561e-05,4.08561185308848e-06,4.76606175298805e-06,FALSE
"RSV_genus846","Methylobacterium","Proteobacteria",0.0869260024414614,0.102017322309771,0.000130917488713318,1.32375641990799e-05,0.00015741386374269,3.0324858096828e-06,9.16265637450199e-06,FALSE
"RSV_genus895","Paracocccus","Proteobacteria",0.0590490549935177,0.070276692210595,2.0305716986456e-05,7.74730907570054e-06,0.000523499267251462,1.60206510851419e-05,9.48314243027889e-06,FALSE
"RSV_genus960","Porphyrobacter","Proteobacteria",0.00805722893060681,0.0100122918328864,6.3238651241535e-06,2.6358573818486e-06,1.82071233918129e-05,1.45658848080134e-06,2.08321613545817e-06,FALSE
"RSV_genus964","Blastomonas","Proteobacteria",4.68676078432195e-05,7.26662910596706e-05,2.16201867945824e-05,1.29974939355918e-05,1.83171713450292e-05,1.43623906510851e-05,2.72839003984064e-05,FALSE
"RSV_genus969","Sphingobium","Proteobacteria",0.0383524162823289,0.0462968453693828,1.4070552765237e-05,2.59333207862819e-06,3.70058263157895e-05,2.9447979966611e-06,5.09078685258964e-07,FALSE
"RSV_genus971","Sphingomonas","Proteobacteria",0.240753415369681,0.259154950302395,0.000112078277934537,3.5913800083647e-05,0.00020671815380117,6.70907512520868e-06,8.83543326693227e-06,FALSE
"RSV_genus990","Sutterella","Proteobacteria",0.110378602001336,0.127767011905656,6.53239305869075e-06,8.94322626516102e-06,6.7917918128655e-06,6.57831719532554e-06,2.63303087649402e-06,FALSE
"RSV_genus991","Burkholderia","Proteobacteria",1.02226398706404e-07,1.78105787436931e-07,5.02183662528217e-05,3.52725177749895e-06,0.000336118269005848,5.49893155258765e-06,3.85202490039841e-06,FALSE
"RSV_genus993","Lautropia","Proteobacteria",3.27261590450124e-44,2.4046612515683e-43,0.00113708043679458,0.0013387458531995,0.0014828942994152,0.00187009297579299,0.0016275567191235,FALSE
"RSV_genus998","Ralstonia","Proteobacteria",6.05919708525053e-23,1.89630427297656e-22,0.000543131389108352,8.73275236302802e-05,0.000176353342105263,4.39717228714524e-05,7.37394741035856e-05,FALSE
"RSV_genus1007","Curvibacter","Proteobacteria",1.00534172332853e-21,3.0339777007593e-21,4.05140953724605e-05,2.39505612714345e-05,4.05215204678363e-05,1.43372395659432e-05,2.62412490039841e-05,FALSE
