"OTU","Genus","Phylum","p_value","p_adj_BH","control","Heart.failure","in_top_panel"
"RSV_genus630","Shuttleworthia","Firmicutes",0.747874499728286,0.864665201215104,0.000225955662909091,0.00024038070212766,FALSE
"RSV_genus631","Stomatobaculum","Firmicutes",0.734296350649809,0.863321768000978,0.00271194196036363,0.00329298821276596,FALSE
"RSV_genus644","Peptococcus","Firmicutes",0.00645701663379494,0.0519636100529211,0.000766790306181818,0.000636598521276596,FALSE
"RSV_genus646","Filifactor","Firmicutes",0.0397163229723833,0.203395714616145,0.00177999798436364,0.00151667086170213,FALSE
"RSV_genus649","Peptoclostridium","Firmicutes",0.00598457951836857,0.0519636100529211,0.000323414414909091,0.000281135031914894,FALSE
"RSV_genus650","Peptostreptococcus","Firmicutes",0.0668342124762067,0.282374547711973,0.00377935172218182,0.00318279817021277,FALSE
"RSV_genus656","Candidatus Soleaferrea","Firmicutes",0.194338340293372,0.459056415424488,4.18216e-06,2.11837234042553e-06,FALSE
"RSV_genus658","Faecalibacterium","Firmicutes",0.484616141735095,0.71217502568027,0.000258349682909091,6.97695638297872e-05,FALSE
"RSV_genus659","Fastidiosipila","Firmicutes",0.577561093328473,0.78825669551857,8.09415563636364e-06,5.30223404255319e-06,FALSE
"RSV_genus673","Ruminococcaceae UCG-002","Firmicutes",0.172098976487526,0.421517782991186,5.19878407272727e-05,1.73793404255319e-05,FALSE
"RSV_genus674","Ruminococcaceae UCG-003","Firmicutes",0.0712941517927509,0.286874086975593,3.77913236363636e-06,5.33767021276596e-06,FALSE
"RSV_genus683","Ruminococcaceae UCG-014","Firmicutes",0.786656335644581,0.864665201215104,0.00175679964290909,0.00183373856382979,FALSE
"RSV_genus684","Ruminococcus 1","Firmicutes",0.703695221607371,0.85414256404692,5.6218584e-05,2.63643936170213e-05,FALSE
"RSV_genus685","Ruminococcus 2","Firmicutes",0.667685195522309,0.835345691729908,6.18209149090909e-05,7.1014914893617e-05,FALSE
"RSV_genus687","Subdoligranulum","Firmicutes",0.296194305785059,0.556187085307499,8.21314705454546e-05,1.33575531914894e-05,FALSE
"RSV_genus689","Pelospora","Firmicutes",0.085560193927681,0.307652612208044,7.71322327272728e-06,0,FALSE
"RSV_genus698","Bulleidia","Firmicutes",0.0733094891969363,0.288123341262377,0.000427376124,0.00046368870212766,FALSE
"RSV_genus703","Eggerthia","Firmicutes",0.303595790524589,0.559773147451121,0.000147434732,5.63849574468085e-05,FALSE
"RSV_genus708","Erysipelotrichaceae UCG-004","Firmicutes",0.222060716549817,0.475041279707837,1.87242654545455e-06,0,FALSE
"RSV_genus709","Erysipelotrichaceae UCG-006","Firmicutes",0.360929990412972,0.621805121511755,7.46250447272727e-05,0.00010896370212766,FALSE
"RSV_genus713","Incertae Sedis","Firmicutes",0.137868477091909,0.388329543808876,4.84193818181818e-06,1.06650106382979e-05,FALSE
"RSV_genus716","Solobacterium","Firmicutes",0.0165146252024181,0.116290485800361,0.00292363480872727,0.00391252935106383,FALSE
"RSV_genus722","Phascolarctobacterium","Firmicutes",2.78422827784076e-05,0.00235267289477544,9.77072036363636e-06,4.6787085106383e-05,TRUE
"RSV_genus726","Anaeroglobus","Firmicutes",0.97472148682719,0.980523400439256,0.00105312885163636,0.00102350440425532,FALSE
"RSV_genus728","Centipeda","Firmicutes",0.78031221319817,0.864665201215104,7.63077272727273e-05,6.87489574468085e-05,FALSE
"RSV_genus729","Dialister","Firmicutes",0.612387765689884,0.796104095396849,0.00255561948181819,0.00285563641489362,FALSE
"RSV_genus731","Megasphaera","Firmicutes",0.2876035392478,0.556187085307499,0.00536718770254546,0.00588519580851064,FALSE
"RSV_genus735","Selenomonas","Firmicutes",0.413732502462799,0.659630121851066,0.00071927828109091,0.000780592053191489,FALSE
"RSV_genus736","Selenomonas 3","Firmicutes",0.632959794893157,0.81229052101758,0.00158458157781818,0.0014701710106383,FALSE
"RSV_genus737","Selenomonas 4","Firmicutes",0.465035398270995,0.708026867637821,9.96063367272728e-05,9.50557553191489e-05,FALSE
"RSV_genus740","Veillonella","Firmicutes",0.21824634476773,0.475041279707837,0.057177881429091,0.0593619752234042,FALSE
"RSV_genus742","Fusobacterium","Fusobacteria",0.845598198987418,0.916064715569703,0.0271414576534546,0.0288280461595745,FALSE
"RSV_genus746","Leptotrichia","Fusobacteria",0.442766217260038,0.692847136268023,0.0190211871010909,0.0217195828829787,FALSE
"RSV_genus749","Sneathia","Fusobacteria",0.195574330831734,0.459056415424488,4.43542414545454e-05,1.40457978723404e-05,FALSE
"RSV_genus750","Streptobacillus","Fusobacteria",0.460974233098228,0.708026867637821,0.000648898389818181,0.000777160478723404,FALSE
"RSV_genus795","Brevundimonas","Proteobacteria",0.178240862268362,0.430324367476475,5.71606098181818e-05,0.00258185470212766,FALSE
"RSV_genus819","Bradyrhizobium","Proteobacteria",0.451288916502924,0.699704833843983,9.49002363636364e-05,0.000131984287234043,FALSE
