"OTU","Genus","Phylum","p_value","p_adj_BH","Never.smoked","X1.3.per.day","X4.6.per.day","X7.10.per.day","X11.20.per.day","X20..per.day","in_top_panel"
"RSV_genus1018","Pelomonas","Proteobacteria",0.967646647538552,0.985134237554309,0.000201785192102928,1.04820404040404e-05,9.3997960199005e-06,0.000168670271551724,0.00127578314915254,0.000496300155844156,FALSE
"RSV_genus1032","Xenophilus","Proteobacteria",0.9751646843901,0.986843303364832,5.05885936113576e-06,6.76897474747475e-06,2.14614427860697e-06,2.92222844827586e-06,2.00500338983051e-06,1.40525974025974e-06,FALSE
"RSV_genus1040","Massilia","Proteobacteria",0.770785532016646,0.8350176596847,4.91660780834073e-06,3.1715601010101e-05,1.05385572139303e-06,9.66809051724138e-06,3.96168813559322e-05,3.11315584415584e-06,FALSE
"RSV_genus1054","Alysiella","Proteobacteria",7.77871834626242e-11,3.05721721050779e-10,9.96308087843834e-05,9.10483181818182e-05,4.91790895522388e-05,3.8369625e-05,3.21037898305085e-05,1.72334155844156e-05,FALSE
"RSV_genus1058","Conchiformibius","Proteobacteria",0.998074879002626,0.998074879002626,9.82017169476486e-06,3.09810101010101e-06,2.43422388059701e-06,4.38346551724138e-06,3.06002711864407e-06,5.98701298701299e-07,FALSE
"RSV_genus1060","Eikenella","Proteobacteria",0.0418190062206772,0.0695227775375133,0.000351371988021296,0.000299886904040404,0.000158615179104478,0.000166944202586207,0.000118679722033898,0.000155800415584416,FALSE
"RSV_genus1061","Kingella","Proteobacteria",1.78341014480312e-07,5.79608297061015e-07,0.000618077358473825,0.000612406090909091,0.000653880865671641,0.000523052517241379,0.000384028444067797,0.000310303025974026,FALSE
"RSV_genus1063","Neisseria","Proteobacteria",2.0365796475533e-119,3.44181960436508e-117,0.0312704445838509,0.0180207487474747,0.0132205401542289,0.0108987692801724,0.00578460135593221,0.0161923727272727,TRUE
"RSV_genus1064","Simonsiella","Proteobacteria",2.14279572786027e-05,5.74813457156167e-05,7.8297190771961e-05,3.31976060606061e-05,1.61033482587065e-05,2.45162543103448e-05,1.47471491525424e-05,1.76144675324675e-05,FALSE
"RSV_genus1076","Dechloromonas","Proteobacteria",0.342707937957836,0.432221205334883,0.000151758218722271,5.02475808080808e-05,1.77044626865672e-05,8.91068663793103e-05,0.000130732708474576,0.000913762519480519,FALSE
"RSV_genus1079","Propionivibrio","Proteobacteria",0.00838784188577698,0.0161084690760944,2.5290536823425e-06,2.26262626262626e-07,6.74292537313433e-06,2.84913793103448e-07,4.87118644067797e-07,2.02597402597403e-07,FALSE
"RSV_genus1082","Zoogloea","Proteobacteria",0.955036648678981,0.97818905228332,1.75110013309672e-05,5.12042929292929e-06,2.91422885572139e-06,4.36341810344828e-06,4.21754237288136e-06,1.12228441558442e-05,FALSE
"RSV_genus1090","Desulfobulbus","Proteobacteria",1.34595194279597e-08,4.73887246526081e-08,9.45990723158829e-05,0.000192823227272727,0.000208191731343284,0.000164889668103448,0.000231627644067797,0.000224053207792208,FALSE
"RSV_genus1095","Desulfomicrobium","Proteobacteria",0.987734313950444,0.993613684866816,4.18806601597161e-05,4.63803080808081e-05,3.38589950248756e-05,3.47601034482759e-05,3.95487118644068e-05,6.50503636363636e-05,FALSE
"RSV_genus1096","Bilophila","Proteobacteria",0.0115075619784416,0.0213711865313916,1.57731983141083e-05,2.51130252525252e-05,2.30232835820896e-06,1.59593232758621e-05,3.29345118644068e-05,2.39307532467532e-05,FALSE
"RSV_genus1097","Desulfovibrio","Proteobacteria",0.000226091557942639,0.000545849618461513,2.82045022182786e-05,3.58230808080808e-05,1.95630248756219e-05,1.88304784482759e-05,2.79936440677966e-05,2.49318181818182e-05,FALSE
"RSV_genus1133","Campylobacter","Proteobacteria",0.409330797315718,0.49412074818826,0.00507663204880214,0.00480629783838384,0.0051662974278607,0.00629071060344827,0.00555062084067797,0.00534976694805195,FALSE
"RSV_genus1137","Rs-M59 termite group","Proteobacteria",1.25307427114124e-07,4.2353910364574e-07,6.71947204968944e-06,1.00256767676768e-05,7.19993034825871e-06,6.08947198275862e-05,4.2633813559322e-05,6.81868311688312e-05,FALSE
"RSV_genus1139","Wolinella","Proteobacteria",0.0965883879854137,0.143188048855569,1.94907076308784e-05,2.40380606060606e-05,2.33145621890547e-05,2.17543318965517e-05,1.48485084745763e-05,1.76497792207792e-05,FALSE
"RSV_genus1161","Cardiobacterium","Proteobacteria",3.00968918310627e-60,8.47729119908267e-59,0.000591043385093168,0.000323839232323232,0.000333331104477612,0.000217190568965517,0.000162396142372881,0.000192806285714286,FALSE
"RSV_genus1181","Escherichia/Shigella","Proteobacteria",0.279026629745514,0.357238639598424,0.00108434409804792,0.00120134047474747,0.000146467686567164,0.00031760824137931,0.00168744447118644,9.45678441558442e-05,FALSE
"RSV_genus1188","Pantoea","Proteobacteria",0.803164759814422,0.859081293725553,2.23670887311446e-05,0.000132779757575758,8.08261691542289e-06,6.56752586206897e-06,1.37431084745763e-05,3.55838961038961e-06,FALSE
"RSV_genus1198","Yersinia","Proteobacteria",0.120123734965167,0.169174260075944,0.00015420143877551,7.71760202020202e-05,0.000136006492537313,0.000117934387931034,0.000122092444067797,0.000111176402597403,FALSE
"RSV_genus1228","Actinobacillus","Proteobacteria",3.21750097550876e-50,6.04175183178868e-49,0.00560345318145518,0.00581799044949495,0.00420034479104478,0.00162619834051724,0.001754748,0.00131608014285714,TRUE
"RSV_genus1229","Aggregatibacter","Proteobacteria",1.28033358621611e-21,1.03036369557392e-20,0.00607785015971606,0.00440861371212121,0.00402289471144279,0.0036315239612069,0.0024440217661017,0.00399608545454545,TRUE
"RSV_genus1233","Haemophilus","Proteobacteria",4.67846026526147e-61,1.58131956965838e-59,0.0601957088385093,0.0492314477575757,0.0411181480099502,0.0334671017112069,0.0308227168847457,0.0282971571558441,TRUE
"RSV_genus1234","Mannheimia","Proteobacteria",7.50277772170312e-34,9.05692453548448e-33,0.0016186605931677,0.000806660171717172,0.000355427706467662,0.000229221099137931,8.5191786440678e-05,0.000498382818181818,TRUE
"RSV_genus1238","Acinetobacter","Proteobacteria",0.108813898815628,0.159909120868184,0.000716016859804792,0.000260572328282828,0.00016622392039801,0.000271872814655172,0.00304733053220339,9.78603896103896e-05,FALSE
"RSV_genus1241","Moraxella","Proteobacteria",0.00023734518631748,0.000564948401234565,0.000405378214285714,0.000266731686868687,0.000396801427860697,8.58534051724138e-05,7.82325220338983e-05,0.000721854922077922,FALSE
"RSV_genus1246","Azomonas","Proteobacteria",0.355749007817326,0.445345054230578,2.9928565661047e-05,1.54655505050505e-05,5.51018905472637e-06,0.00143956768103448,1.19671220338983e-05,1.33951948051948e-06,FALSE
"RSV_genus1248","Pseudomonas","Proteobacteria",0.763322184079837,0.832267413609629,0.000651301947204968,0.00134522386363636,0.000203442169154229,0.000263887448275862,0.000676257484745763,6.31346233766234e-05,FALSE
"RSV_genus1257","Aliivibrio","Proteobacteria",0.877540328183482,0.921144816540425,3.22903859804791e-05,2.64063131313131e-06,0.000423319527363184,1.61900301724138e-05,3.37176915254237e-05,2.37662337662338e-07,FALSE
"RSV_genus1282","Stenotrophomonas","Proteobacteria",0.621858353147329,0.700627077879324,0.00056287643877551,0.000378855050505051,5.06008805970149e-05,0.000244068021551724,0.000228548284745763,6.58241428571428e-05,FALSE
"RSV_genus1285","Xanthomonas","Proteobacteria",0.935763677342185,0.964293057748959,1.16296792369122e-05,8.52260606060606e-06,8.66929850746269e-06,5.72734181034483e-05,4.64924406779661e-06,7.72727272727273e-07,FALSE
"RSV_genus1299","Candidatus Saccharimonas","Saccharibacteria",0.186339947373751,0.246026961766906,3.4080945430346e-05,3.4822505050505e-05,3.60591194029851e-05,3.24514568965517e-05,2.75651084745763e-05,2.74881168831169e-05,FALSE
"RSV_genus1307","Treponema 2","Spirochaetae",2.03756586860604e-13,9.56523977206726e-13,0.00431603363975154,0.00586674804545455,0.00671279764676617,0.00677837470689655,0.00729102003389831,0.00661064166233766,TRUE
"RSV_genus1309","Fretibacterium","Synergistetes",2.64415235618169e-20,1.78744699277883e-19,0.00050782035581189,0.00070149593939394,0.0010384808159204,0.0010474785387931,0.00110888399661017,0.000937220844155844,FALSE
"RSV_genus1311","Pyramidobacter","Synergistetes",0.000405431319770095,0.000925917473529,1.35906694764863e-05,1.24470606060606e-05,5.1457e-05,1.53650172413793e-05,1.14782983050847e-05,7.46310779220779e-05,FALSE
"RSV_genus1314","Acholeplasma","Tenericutes",0.000259604195469204,0.000609348736587436,0.000220649907275954,0.000400613388888889,0.00040887723880597,0.0010182255,0.000265219094915254,0.000188554311688312,FALSE
"RSV_genus1322","Mycoplasma","Tenericutes",6.70351531372533e-21,4.72039203341492e-20,0.000673805106477372,0.000844833828282828,0.00107926365671642,0.00117099029310345,0.00135612831186441,0.00113683361038961,FALSE
"RSV_genus1333","Opitutus","Verrucomicrobia",0.822948429395097,0.874706192250135,8.54239973380657e-06,1.94303838383838e-05,8.09950248756219e-07,5.41036206896552e-06,4.30859661016949e-06,0,FALSE
"RSV_genus1344","Akkermansia","Verrucomicrobia",0.056377671246298,0.0916137157752343,0.000167041949866903,0.000216708565656566,1.64565970149254e-05,0.000445572659482759,0.000143991410169492,4.46184805194805e-05,FALSE
