"cluster","n_genera","bubble","a_raw","b_raw","c_raw","a","b","c","x","y","cluster_chr"
"a",4,0.0056497175141243,0.256722131243891,0.3477797135089,0.0116653258246179,0.416643637477987,0.564424283077263,0.0189320794447493,0.573890322799638,0.016395661745618,"a"
"b",4,0,0.416666666666667,0.5,0,0.454545454545454,0.545454545454546,0,0.545454545454546,0,"b"
"c",14,0.125,0.480335708927232,0.309440559440559,0.0951827242524917,0.542777363621111,0.349666551807484,0.107556084571404,0.403444594093186,0.0931463015704235,"c"
"d",20,0.0763888888888889,0.0953621031746032,0.636864927279874,0.306802721088435,0.0917799543593383,0.612941955063518,0.295278090577144,0.76058100035209,0.255718327620769,"d"
"e",3,0,0.252949852507375,0.666666666666667,0.5,0.178181818181818,0.46961038961039,0.352207792207792,0.645714285714286,0.305020895462779,"e"
"f",15,0.025,0.0468969884604559,0.507936507936508,0.278459821428571,0.0562790885961174,0.609553079415013,0.33416783198887,0.776636995409448,0.289397831629931,"f"
"g",3,0,1,0.015625,1,0.496124031007752,0.00775193798449612,0.496124031007752,0.255813953488372,0.429656014280652,"g"
"h",21,0.0425286519036519,0.253484074766069,0.644244031830239,0.189117524372662,0.233229142707302,0.592764982876057,0.174005874416642,0.679767920084377,0.150693507652536,"h"
"i",9,0,0.321598117252766,0.576036866359447,0.280495169082126,0.272973335346085,0.488941620789581,0.238085043864333,0.607984142721748,0.206187696247645,"i"
