"cluster","n_genera","bubble","a_raw","b_raw","c_raw","a","b","c","x","y","cluster_chr"
"a",4,0.0116653258246179,0.256722131243891,0.3477797135089,0.0056497175141243,0.420751411813293,0.569989056844799,0.00925953134190746,0.574618822515753,0.00801898936923007,"a"
"b",4,0,0.416666666666667,0.5,0,0.454545454545454,0.545454545454546,0,0.545454545454546,0,"b"
"c",14,0.0951827242524917,0.480335708927232,0.309440559440559,0.125,0.525085450439462,0.338269115783562,0.136645433776976,0.40659183267205,0.118338416962005,"c"
"d",20,0.306802721088435,0.0953621031746032,0.636864927279874,0.0763888888888889,0.117932507749837,0.787598799436249,0.0944686928139137,0.834833145843206,0.0818122878391577,"d"
"e",3,0.5,0.252949852507375,0.666666666666667,0,0.275060144346431,0.724939855653569,0,0.724939855653569,0,"e"
"f",15,0.278459821428571,0.0468969884604559,0.507936507936508,0.025,0.0808800953236917,0.876004078917107,0.0431158257592014,0.897561991796708,0.0373394004126119,"f"
"g",3,1,1,0.015625,0,0.984615384615385,0.0153846153846154,0,0.0153846153846154,0,"g"
"h",21,0.189117524372662,0.253484074766069,0.644244031830239,0.0425286519036519,0.269590271459963,0.685178836531879,0.0452308920081575,0.707794282535958,0.0391711015148949,"h"
"i",9,0.280495169082126,0.321598117252766,0.576036866359447,0,0.358272708978664,0.641727291021336,0,0.641727291021336,0,"i"
