"DENTURE_OHAROCDE","GUM_DISEASE_OHAROCGP","ORAL_HYGIENE_OHAROCOH","TOOTH_DECAY_OHAROCDT","var_name"
1,0.252032609938798,0.143749662237202,0.505602954905769,"DENTURE_OHAROCDE"
0.252032609938798,1,0.878469026615746,0.78937924380018,"GUM_DISEASE_OHAROCGP"
0.143749662237202,0.878469026615746,1,0.774451491489165,"ORAL_HYGIENE_OHAROCOH"
0.505602954905769,0.78937924380018,0.774451491489165,1,"TOOTH_DECAY_OHAROCDT"
