"Dataset","N_Variables","N_Valid_Correlations","N_Significant_005","N_Significant_001","Max_Abs_Correlation","Median_N_Shared","Median_N_Effective"
"pheWAS_clr_all_results",133,8778,4235,3272,0.989,219,219
