"DENTURE_OHAROCDE","GUM_DISEASE_OHAROCGP","ORAL_HYGIENE_OHAROCOH","TOOTH_DECAY_OHAROCDT","var_name"
0,0.000196346430335128,0.0334881411244679,1.94407051434424e-15,"DENTURE_OHAROCDE"
0.000196346430335128,0,9.1902021707371e-71,2.13767000140917e-47,"GUM_DISEASE_OHAROCGP"
0.0334881411244679,9.1902021707371e-71,0,9.86111545376252e-45,"ORAL_HYGIENE_OHAROCOH"
1.94407051434424e-15,2.13767000140917e-47,9.86111545376252e-45,0,"TOOTH_DECAY_OHAROCDT"
