"Variable","Metric","Group1","Group2","P_value","P_value_FDR","Significant"
"Oral_all","Inverse_Simpson","Gum Disease","Denture",1.10156930808047e-10,1.10156930808047e-10,TRUE
"Oral_all","Inverse_Simpson","Oral Hygiene","Tooth Decay",0.00259213259902073,0.00259213259902073,TRUE
"Oral_all","Inverse_Simpson","Oral Hygiene","Denture",0.0338497596522844,0.0338497596522844,TRUE
"Oral_all","Inverse_Simpson","Tooth Decay","Denture",0.729786482249213,0.729786482249213,FALSE
"Smoking_status","Observed_OTUs","Never smoker","Former smoker",8.47220921049184e-07,8.47220921049184e-07,TRUE
"Smoking_status","Observed_OTUs","Never smoker","Current smoker",2.00766729777978e-08,2.00766729777978e-08,TRUE
"Smoking_status","Observed_OTUs","Former smoker","Current smoker",9.10345715113388e-16,9.10345715113388e-16,TRUE
"Smoking_status","Shannon_Diversity","Never smoker","Former smoker",0.0108655431894504,0.0108655431894504,TRUE
"Smoking_status","Shannon_Diversity","Never smoker","Current smoker",8.39405409516657e-05,8.39405409516657e-05,TRUE
"Smoking_status","Shannon_Diversity","Former smoker","Current smoker",7.07906296168417e-07,7.07906296168417e-07,TRUE
"Smoking_status","Inverse_Simpson","Never smoker","Former smoker",0.0105354939555693,0.0105354939555693,TRUE
"Smoking_status","Inverse_Simpson","Never smoker","Current smoker",0.5607158323103,0.5607158323103,FALSE
"Smoking_status","Inverse_Simpson","Former smoker","Current smoker",0.0105354939555693,0.0105354939555693,TRUE
"BMI_category","Inverse_Simpson","Healthy weight","Underweight",0.0322623723953517,0.0322623723953517,TRUE
"BMI_category","Inverse_Simpson","Healthy weight","Overweight",0.16256475643908,0.16256475643908,FALSE
"BMI_category","Inverse_Simpson","Healthy weight","Class 1 Obesity",0.127105390125805,0.127105390125805,FALSE
"BMI_category","Inverse_Simpson","Healthy weight","Class 2-3 Obesity",0.229952622552346,0.229952622552346,FALSE
"BMI_category","Inverse_Simpson","Underweight","Overweight",0.00647561040929187,0.00647561040929187,TRUE
"BMI_category","Inverse_Simpson","Underweight","Class 1 Obesity",0.00647561040929187,0.00647561040929187,TRUE
"BMI_category","Inverse_Simpson","Underweight","Class 2-3 Obesity",0.00647561040929187,0.00647561040929187,TRUE
"BMI_category","Inverse_Simpson","Overweight","Class 1 Obesity",0.831405811486591,0.831405811486591,FALSE
"BMI_category","Inverse_Simpson","Overweight","Class 2-3 Obesity",0.979656124485176,0.979656124485176,FALSE
"BMI_category","Inverse_Simpson","Class 1 Obesity","Class 2-3 Obesity",0.831405811486591,0.831405811486591,FALSE
"Blood_pressure","Observed_OTUs","Normal","Elevated",0.302991151784225,0.302991151784225,FALSE
"Blood_pressure","Observed_OTUs","Normal","Hypertension Stage 1",0.000121417586793654,0.000121417586793654,TRUE
"Blood_pressure","Observed_OTUs","Normal","Hypertension Stage 2",0.261636020412022,0.261636020412022,FALSE
"Blood_pressure","Observed_OTUs","Normal","Hypertensive Crisis",0.261636020412022,0.261636020412022,FALSE
"Blood_pressure","Observed_OTUs","Elevated","Hypertension Stage 1",0.0767947602830204,0.0767947602830204,FALSE
"Blood_pressure","Observed_OTUs","Elevated","Hypertension Stage 2",0.526099794761621,0.526099794761621,FALSE
"Blood_pressure","Observed_OTUs","Elevated","Hypertensive Crisis",0.271313595688202,0.271313595688202,FALSE
"Blood_pressure","Observed_OTUs","Hypertension Stage 1","Hypertension Stage 2",0.261636020412022,0.261636020412022,FALSE
"Blood_pressure","Observed_OTUs","Hypertension Stage 1","Hypertensive Crisis",0.415208084743527,0.415208084743527,FALSE
"Blood_pressure","Observed_OTUs","Hypertension Stage 2","Hypertensive Crisis",0.302991151784225,0.302991151784225,FALSE
"Blood_pressure","Shannon_Diversity","Normal","Elevated",0.790507856303389,0.790507856303389,FALSE
"Blood_pressure","Shannon_Diversity","Normal","Hypertension Stage 1",0.114429151841578,0.114429151841578,FALSE
"Blood_pressure","Shannon_Diversity","Normal","Hypertension Stage 2",0.937515612038744,0.937515612038744,FALSE
"Blood_pressure","Shannon_Diversity","Normal","Hypertensive Crisis",0.186720633911757,0.186720633911757,FALSE
"Blood_pressure","Shannon_Diversity","Elevated","Hypertension Stage 1",0.218743291592894,0.218743291592894,FALSE
"Blood_pressure","Shannon_Diversity","Elevated","Hypertension Stage 2",0.880627643506187,0.880627643506187,FALSE
"Blood_pressure","Shannon_Diversity","Elevated","Hypertensive Crisis",0.186720633911757,0.186720633911757,FALSE
"Blood_pressure","Shannon_Diversity","Hypertension Stage 1","Hypertension Stage 2",0.187349545267382,0.187349545267382,FALSE
"Blood_pressure","Shannon_Diversity","Hypertension Stage 1","Hypertensive Crisis",0.218743291592894,0.218743291592894,FALSE
"Blood_pressure","Shannon_Diversity","Hypertension Stage 2","Hypertensive Crisis",0.186720633911757,0.186720633911757,FALSE
"Pulse_category","Shannon_Diversity","70-75 bpm","<60 bpm",0.433593959218717,0.433593959218717,FALSE
"Pulse_category","Shannon_Diversity","70-75 bpm","60-70 bpm",0.155969307184192,0.155969307184192,FALSE
"Pulse_category","Shannon_Diversity","70-75 bpm","75-85 bpm",0.433734765774322,0.433734765774322,FALSE
"Pulse_category","Shannon_Diversity","70-75 bpm","85+ bpm",0.367817456374491,0.367817456374491,FALSE
"Pulse_category","Shannon_Diversity","<60 bpm","60-70 bpm",0.782838978671838,0.782838978671838,FALSE
"Pulse_category","Shannon_Diversity","<60 bpm","75-85 bpm",0.155969307184192,0.155969307184192,FALSE
"Pulse_category","Shannon_Diversity","<60 bpm","85+ bpm",0.155969307184192,0.155969307184192,FALSE
"Pulse_category","Shannon_Diversity","60-70 bpm","75-85 bpm",0.0257133522327201,0.0257133522327201,TRUE
"Pulse_category","Shannon_Diversity","60-70 bpm","85+ bpm",0.0257133522327201,0.0257133522327201,TRUE
"Pulse_category","Shannon_Diversity","75-85 bpm","85+ bpm",0.722384671646605,0.722384671646605,FALSE
"Pulse_category","Inverse_Simpson","70-75 bpm","<60 bpm",0.0243387766549213,0.0243387766549213,TRUE
"Pulse_category","Inverse_Simpson","70-75 bpm","60-70 bpm",0.130996377464307,0.130996377464307,FALSE
"Pulse_category","Inverse_Simpson","70-75 bpm","75-85 bpm",0.392147676184633,0.392147676184633,FALSE
"Pulse_category","Inverse_Simpson","70-75 bpm","85+ bpm",0.307777526486086,0.307777526486086,FALSE
"Pulse_category","Inverse_Simpson","<60 bpm","60-70 bpm",0.307777526486086,0.307777526486086,FALSE
"Pulse_category","Inverse_Simpson","<60 bpm","75-85 bpm",0.00552069793120812,0.00552069793120812,TRUE
"Pulse_category","Inverse_Simpson","<60 bpm","85+ bpm",0.00552069793120812,0.00552069793120812,TRUE
"Pulse_category","Inverse_Simpson","60-70 bpm","75-85 bpm",0.0132558882628802,0.0132558882628802,TRUE
"Pulse_category","Inverse_Simpson","60-70 bpm","85+ bpm",0.0132558882628802,0.0132558882628802,TRUE
"Pulse_category","Inverse_Simpson","75-85 bpm","85+ bpm",0.694411929631207,0.694411929631207,FALSE
"Asthma","Observed_OTUs","control","Asthma",6.59740829412585e-14,6.59740829412585e-14,TRUE
"Asthma","Shannon_Diversity","control","Asthma",6.50081280624077e-07,6.50081280624077e-07,TRUE
"Asthma","Inverse_Simpson","control","Asthma",9.71707876690126e-05,9.71707876690126e-05,TRUE
"Bronchitis","Observed_OTUs","control","Bronchitis",1.70248492876655e-11,1.70248492876655e-11,TRUE
"Bronchitis","Shannon_Diversity","control","Bronchitis",2.40331282711135e-06,2.40331282711135e-06,TRUE
"Bronchitis","Inverse_Simpson","control","Bronchitis",0.0187798802247222,0.0187798802247222,TRUE
"Emphysema","Observed_OTUs","control","Emphysema",2.09140527355847e-13,2.09140527355847e-13,TRUE
"Emphysema","Shannon_Diversity","control","Emphysema",4.80012204965426e-09,4.80012204965426e-09,TRUE
"Emphysema","Inverse_Simpson","control","Emphysema",0.000174196473643837,0.000174196473643837,TRUE
"Angina","Observed_OTUs","control","Angina",9.84561732093892e-07,9.84561732093892e-07,TRUE
"Angina","Shannon_Diversity","control","Angina",2.93707547602062e-05,2.93707547602062e-05,TRUE
"Angina","Inverse_Simpson","control","Angina",0.013065537937204,0.013065537937204,TRUE
"Heart_failure","Observed_OTUs","control","Heart failure",0.00457071019632044,0.00457071019632044,TRUE
"Heart_attack","Observed_OTUs","control","Heart attack",2.16024761596362e-08,2.16024761596362e-08,TRUE
"Heart_attack","Shannon_Diversity","control","Heart attack",8.00118178356608e-05,8.00118178356608e-05,TRUE
"Heart_attack","Inverse_Simpson","control","Heart attack",0.00853256850653739,0.00853256850653739,TRUE
"Stroke","Observed_OTUs","control","Stroke",1.95757034088157e-08,1.95757034088157e-08,TRUE
"Stroke","Shannon_Diversity","control","Stroke",0.000790169255761025,0.000790169255761025,TRUE
"Diabetes","Observed_OTUs","control","Diabetes",1.10887992144394e-12,1.10887992144394e-12,TRUE
"Diabetes","Shannon_Diversity","control","Diabetes",3.69624231238321e-05,3.69624231238321e-05,TRUE
"Diabetes","Inverse_Simpson","control","Diabetes",0.0238447084407911,0.0238447084407911,TRUE
"Breast_cancer","Observed_OTUs","control","Breast cancer",0.000380602540617103,0.000380602540617103,TRUE
"Colon_cancer","Observed_OTUs","control","Colon cancer",0.0054823193905934,0.0054823193905934,TRUE
"Colon_cancer","Shannon_Diversity","control","Colon cancer",0.0420987295679057,0.0420987295679057,TRUE
"Lung_cancer","Observed_OTUs","control","Lung cancer",0.0180599903451722,0.0180599903451722,TRUE
"Esophageal_cancer","Observed_OTUs","control","Esophageal cancer",0.0317686812201198,0.0317686812201198,TRUE
"Prostate_cancer","Observed_OTUs","control","Prostate cancer",0.000317102378171246,0.000317102378171246,TRUE
"Prostate_cancer","Shannon_Diversity","control","Prostate cancer",0.00860436249157988,0.00860436249157988,TRUE
