"Variable","Metric","Group1","Group2","P_value","P_value_FDR","Significant"
"Oral_all","Beta Diversity ( Braycurtis )","Oral Hygiene","Denture",6.19854972545756e-06,6.19854972545756e-06,TRUE
"Oral_all","Beta Diversity ( Braycurtis )","Tooth Decay","Denture",1.37769355318082e-06,1.37769355318082e-06,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Control","Gum Disease",9.31067823272203e-11,9.31067823272203e-11,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Control","Oral Hygiene",0.014343523057037,0.014343523057037,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Control","Tooth Decay",0.216061919451507,0.216061919451507,FALSE
"Oral_all","Beta Diversity ( Unwunifrac )","Control","Denture",1.00234605716685e-14,1.00234605716685e-14,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Gum Disease","Oral Hygiene",3.8068629084109e-12,3.8068629084109e-12,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Gum Disease","Tooth Decay",8.7826748213146e-08,8.7826748213146e-08,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Gum Disease","Denture",1.79647845068114e-06,1.79647845068114e-06,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Oral Hygiene","Tooth Decay",0.444227705590779,0.444227705590779,FALSE
"Oral_all","Beta Diversity ( Unwunifrac )","Oral Hygiene","Denture",1.85588415290946e-16,1.85588415290946e-16,TRUE
"Oral_all","Beta Diversity ( Unwunifrac )","Tooth Decay","Denture",1.98423114208908e-13,1.98423114208908e-13,TRUE
"Oral_all","Beta Diversity ( Wunifrac )","Control","Gum Disease",0.00149888735532668,0.00149888735532668,TRUE
"Oral_all","Beta Diversity ( Wunifrac )","Control","Oral Hygiene",0.873067763246351,0.873067763246351,FALSE
"Oral_all","Beta Diversity ( Wunifrac )","Control","Tooth Decay",0.873067763246351,0.873067763246351,FALSE
"Oral_all","Beta Diversity ( Wunifrac )","Control","Denture",0.00111885693721527,0.00111885693721527,TRUE
"Oral_all","Beta Diversity ( Wunifrac )","Gum Disease","Oral Hygiene",0.0135094658148211,0.0135094658148211,TRUE
"Oral_all","Beta Diversity ( Wunifrac )","Gum Disease","Tooth Decay",0.0301380177418388,0.0301380177418388,TRUE
"Oral_all","Beta Diversity ( Wunifrac )","Gum Disease","Denture",0.0641401990683248,0.0641401990683248,FALSE
"Oral_all","Beta Diversity ( Wunifrac )","Oral Hygiene","Tooth Decay",0.957467173432769,0.957467173432769,FALSE
"Oral_all","Beta Diversity ( Wunifrac )","Oral Hygiene","Denture",0.00149888735532668,0.00149888735532668,TRUE
"Oral_all","Beta Diversity ( Wunifrac )","Tooth Decay","Denture",0.00236892585016189,0.00236892585016189,TRUE
"Smoking_status","Beta Diversity ( Braycurtis )","Never smoker","Former smoker",2.82399124271591e-33,2.82399124271591e-33,TRUE
"Smoking_status","Beta Diversity ( Braycurtis )","Never smoker","Current smoker",2.58034292634142e-07,2.58034292634142e-07,TRUE
"Smoking_status","Beta Diversity ( Braycurtis )","Former smoker","Current smoker",4.87898679376212e-08,4.87898679376212e-08,TRUE
"Smoking_status","Beta Diversity ( Unwunifrac )","Never smoker","Former smoker",1.36466527183697e-56,1.36466527183697e-56,TRUE
"Smoking_status","Beta Diversity ( Unwunifrac )","Never smoker","Current smoker",9.0524907441111e-10,9.0524907441111e-10,TRUE
"Smoking_status","Beta Diversity ( Unwunifrac )","Former smoker","Current smoker",5.76681735640347e-13,5.76681735640347e-13,TRUE
"Smoking_status","Beta Diversity ( Wunifrac )","Never smoker","Former smoker",1.12199289900799e-14,1.12199289900799e-14,TRUE
"Smoking_status","Beta Diversity ( Wunifrac )","Never smoker","Current smoker",0.00414968275576011,0.00414968275576011,TRUE
"Smoking_status","Beta Diversity ( Wunifrac )","Former smoker","Current smoker",0.000203484088969527,0.000203484088969527,TRUE
"Hepatitis_C_antibody","Beta Diversity ( Braycurtis )","Negative","Positive",0.000553540077467196,0.000553540077467196,TRUE
"Hepatitis_C_antibody","Beta Diversity ( Unwunifrac )","Negative","Positive",1.33417674426693e-08,1.33417674426693e-08,TRUE
"Hepatitis_C_antibody","Beta Diversity ( Wunifrac )","Negative","Positive",0.0104348727281594,0.0104348727281594,TRUE
"Blood_pressure","Beta Diversity ( Braycurtis )","Normal","Elevated",0.214653288188638,0.214653288188638,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Normal","Hypertension Stage 1",0.147991776379243,0.147991776379243,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Normal","Hypertension Stage 2",0.00296205112121051,0.00296205112121051,TRUE
"Blood_pressure","Beta Diversity ( Braycurtis )","Normal","Hypertensive Crisis",0.229938486849163,0.229938486849163,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Elevated","Hypertension Stage 1",0.784166108904806,0.784166108904806,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Elevated","Hypertension Stage 2",0.214653288188638,0.214653288188638,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Elevated","Hypertensive Crisis",0.298986262795632,0.298986262795632,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Hypertension Stage 1","Hypertension Stage 2",0.229938486849163,0.229938486849163,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Hypertension Stage 1","Hypertensive Crisis",0.300880287581355,0.300880287581355,FALSE
"Blood_pressure","Beta Diversity ( Braycurtis )","Hypertension Stage 2","Hypertensive Crisis",0.48990910184087,0.48990910184087,FALSE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Normal","Elevated",0.0212623653238225,0.0212623653238225,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Normal","Hypertension Stage 1",0.0195204752945867,0.0195204752945867,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Normal","Hypertension Stage 2",5.94506510440236e-09,5.94506510440236e-09,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Normal","Hypertensive Crisis",0.0195204752945867,0.0195204752945867,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Elevated","Hypertension Stage 1",0.972466612882225,0.972466612882225,FALSE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Elevated","Hypertension Stage 2",0.00319306723231284,0.00319306723231284,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Elevated","Hypertensive Crisis",0.0379645236763905,0.0379645236763905,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Hypertension Stage 1","Hypertension Stage 2",0.00287263834318294,0.00287263834318294,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Hypertension Stage 1","Hypertensive Crisis",0.0379645236763905,0.0379645236763905,TRUE
"Blood_pressure","Beta Diversity ( Unwunifrac )","Hypertension Stage 2","Hypertensive Crisis",0.18955554473016,0.18955554473016,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","70-75 bpm","<60 bpm",0.786722032450286,0.786722032450286,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","70-75 bpm","60-70 bpm",0.462753191092819,0.462753191092819,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","70-75 bpm","75-85 bpm",0.786722032450286,0.786722032450286,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","70-75 bpm","85+ bpm",1.83042890003446e-05,1.83042890003446e-05,TRUE
"Pulse_category","Beta Diversity ( Braycurtis )","<60 bpm","60-70 bpm",0.786722032450286,0.786722032450286,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","<60 bpm","75-85 bpm",0.786722032450286,0.786722032450286,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","<60 bpm","85+ bpm",5.52044393508712e-05,5.52044393508712e-05,TRUE
"Pulse_category","Beta Diversity ( Braycurtis )","60-70 bpm","75-85 bpm",0.640022773114097,0.640022773114097,FALSE
"Pulse_category","Beta Diversity ( Braycurtis )","60-70 bpm","85+ bpm",2.93709633194829e-08,2.93709633194829e-08,TRUE
"Pulse_category","Beta Diversity ( Braycurtis )","75-85 bpm","85+ bpm",1.55529610942535e-06,1.55529610942535e-06,TRUE
"Pulse_category","Beta Diversity ( Unwunifrac )","70-75 bpm","<60 bpm",0.630177667368297,0.630177667368297,FALSE
"Pulse_category","Beta Diversity ( Unwunifrac )","70-75 bpm","60-70 bpm",0.916397954358575,0.916397954358575,FALSE
"Pulse_category","Beta Diversity ( Unwunifrac )","70-75 bpm","75-85 bpm",0.630177667368297,0.630177667368297,FALSE
"Pulse_category","Beta Diversity ( Unwunifrac )","70-75 bpm","85+ bpm",1.55464961641842e-06,1.55464961641842e-06,TRUE
"Pulse_category","Beta Diversity ( Unwunifrac )","<60 bpm","60-70 bpm",0.630177667368297,0.630177667368297,FALSE
"Pulse_category","Beta Diversity ( Unwunifrac )","<60 bpm","75-85 bpm",0.916397954358575,0.916397954358575,FALSE
"Pulse_category","Beta Diversity ( Unwunifrac )","<60 bpm","85+ bpm",0.000813269352340584,0.000813269352340584,TRUE
"Pulse_category","Beta Diversity ( Unwunifrac )","60-70 bpm","75-85 bpm",0.630177667368297,0.630177667368297,FALSE
"Pulse_category","Beta Diversity ( Unwunifrac )","60-70 bpm","85+ bpm",1.78902113062854e-07,1.78902113062854e-07,TRUE
"Pulse_category","Beta Diversity ( Unwunifrac )","75-85 bpm","85+ bpm",1.13067762263912e-05,1.13067762263912e-05,TRUE
"Pulse_category","Beta Diversity ( Wunifrac )","70-75 bpm","<60 bpm",0.385591965494637,0.385591965494637,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","70-75 bpm","60-70 bpm",0.385591965494637,0.385591965494637,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","70-75 bpm","75-85 bpm",0.385591965494637,0.385591965494637,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","70-75 bpm","85+ bpm",0.0894671373140033,0.0894671373140033,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","<60 bpm","60-70 bpm",0.902081669271637,0.902081669271637,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","<60 bpm","75-85 bpm",0.902081669271637,0.902081669271637,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","<60 bpm","85+ bpm",0.0138804926985262,0.0138804926985262,TRUE
"Pulse_category","Beta Diversity ( Wunifrac )","60-70 bpm","75-85 bpm",0.910220742890767,0.910220742890767,FALSE
"Pulse_category","Beta Diversity ( Wunifrac )","60-70 bpm","85+ bpm",0.00536936937727802,0.00536936937727802,TRUE
"Pulse_category","Beta Diversity ( Wunifrac )","75-85 bpm","85+ bpm",0.00536936937727802,0.00536936937727802,TRUE
"Asthma","Beta Diversity ( Unwunifrac )","control","Asthma",0.0382035505602827,0.0382035505602827,TRUE
"Bronchitis","Beta Diversity ( Braycurtis )","control","Bronchitis",3.64637381607428e-06,3.64637381607428e-06,TRUE
"Bronchitis","Beta Diversity ( Unwunifrac )","control","Bronchitis",4.51254072022507e-09,4.51254072022507e-09,TRUE
"Bronchitis","Beta Diversity ( Wunifrac )","control","Bronchitis",0.000299124958926845,0.000299124958926845,TRUE
"Emphysema","Beta Diversity ( Braycurtis )","control","Emphysema",5.54469188837258e-11,5.54469188837258e-11,TRUE
"Emphysema","Beta Diversity ( Unwunifrac )","control","Emphysema",8.36102873113305e-17,8.36102873113305e-17,TRUE
"Emphysema","Beta Diversity ( Wunifrac )","control","Emphysema",1.50208267938935e-06,1.50208267938935e-06,TRUE
"Angina","Beta Diversity ( Braycurtis )","control","Angina",5.88973863005317e-05,5.88973863005317e-05,TRUE
"Angina","Beta Diversity ( Unwunifrac )","control","Angina",4.81442064385757e-06,4.81442064385757e-06,TRUE
"Angina","Beta Diversity ( Wunifrac )","control","Angina",0.00974655420277926,0.00974655420277926,TRUE
"Heart_failure","Beta Diversity ( Braycurtis )","control","Heart failure",0.0200044621087265,0.0200044621087265,TRUE
"Heart_failure","Beta Diversity ( Unwunifrac )","control","Heart failure",1.59434446362342e-07,1.59434446362342e-07,TRUE
"Heart_attack","Beta Diversity ( Braycurtis )","control","Heart attack",1.64117377705707e-08,1.64117377705707e-08,TRUE
"Heart_attack","Beta Diversity ( Unwunifrac )","control","Heart attack",7.76315322405654e-11,7.76315322405654e-11,TRUE
"Heart_attack","Beta Diversity ( Wunifrac )","control","Heart attack",3.66772238926943e-05,3.66772238926943e-05,TRUE
"Stroke","Beta Diversity ( Braycurtis )","control","Stroke",7.09387684288104e-09,7.09387684288104e-09,TRUE
"Stroke","Beta Diversity ( Unwunifrac )","control","Stroke",5.26707826596896e-10,5.26707826596896e-10,TRUE
"Stroke","Beta Diversity ( Wunifrac )","control","Stroke",2.33017820917069e-05,2.33017820917069e-05,TRUE
"Diabetes","Beta Diversity ( Braycurtis )","control","Diabetes",6.40932543739841e-05,6.40932543739841e-05,TRUE
"Diabetes","Beta Diversity ( Unwunifrac )","control","Diabetes",1.06436797408686e-05,1.06436797408686e-05,TRUE
"Esophageal_cancer","Beta Diversity ( Braycurtis )","control","Esophageal cancer",0.0289933864585011,0.0289933864585011,TRUE
"Esophageal_cancer","Beta Diversity ( Unwunifrac )","control","Esophageal cancer",0.0383552370325206,0.0383552370325206,TRUE
"Prostate_cancer","Beta Diversity ( Unwunifrac )","control","Prostate cancer",0.00285628689845477,0.00285628689845477,TRUE
